,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-0.449548, 50.916932)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2017-05-09T03:00:00Z,11,9,22,26,17,21,16,0,0,23,16,19,29,15,26,20,0,23,20,16,19,18,22,17,15,16,19,20,18,14,18,0,17,23,23,17,13,22,16,18,0,10,19,17,28,19,21,29,21,20,0,15,13,18,19,23,17,22,20,15,21,23,18,0,22,23,16,0,14,18
2017-05-09T04:00:00Z,10,5,24,26,16,21,19,0,0,23,16,24,29,19,28,23,0,20,21,15,20,12,29,16,16,17,21,21,18,13,20,0,18,24,24,18,11,22,14,17,0,12,16,19,23,18,19,26,21,19,0,17,18,18,22,20,15,18,20,15,27,23,24,0,23,21,14,0,12,14
2017-05-09T05:00:00Z,10,10,23,24,19,22,17,0,0,22,18,38,25,16,33,21,0,21,25,15,20,14,28,18,19,14,17,33,18,10,19,0,19,23,23,17,11,23,16,16,0,10,17,19,24,28,18,26,20,18,0,14,20,18,25,22,14,27,20,17,27,23,24,0,27,19,15,0,15,21
2017-05-09T06:00:00Z,15,11,26,24,22,22,15,0,0,23,16,35,25,19,28,21,0,24,23,17,19,16,29,20,15,14,20,32,18,12,20,0,17,20,23,13,12,21,16,15,0,10,23,20,40,26,17,29,27,20,0,13,23,18,24,26,14,23,22,14,35,26,24,0,29,15,14,0,16,22
2017-05-09T07:00:00Z,18,12,29,37,21,22,19,0,0,23,16,34,27,16,31,19,0,23,20,26,19,16,33,22,20,17,26,36,23,13,24,0,19,24,21,26,14,28,16,14,0,11,23,20,45,24,19,29,24,19,0,11,25,16,19,24,19,28,23,15,34,27,30,0,33,20,18,0,15,24
2017-05-09T08:00:00Z,11,12,34,37,22,24,16,0,0,21,17,30,25,14,23,17,0,25,17,26,22,20,37,25,25,18,27,36,27,0,18,0,21,22,22,15,13,22,16,15,0,14,24,22,31,27,17,31,23,22,0,10,41,17,16,22,17,33,22,20,30,24,27,0,32,18,19,0,6,24
2017-05-09T09:00:00Z,13,11,28,44,21,22,19,0,0,21,0,31,23,12,27,18,0,24,25,26,20,23,35,22,19,18,38,38,29,16,120,0,15,16,19,21,12,25,12,14,0,14,20,20,28,25,16,31,22,16,0,13,17,16,15,28,14,24,25,19,28,29,30,0,32,16,16,0,15,23
2017-05-09T10:00:00Z,11,16,28,54,32,23,19,0,0,20,0,31,28,18,27,17,0,23,37,36,21,17,35,21,22,26,24,31,25,18,20,0,18,0,19,21,14,21,18,12,0,14,22,30,30,25,17,38,23,16,0,11,21,22,18,28,15,20,22,39,28,23,33,0,31,19,18,0,9,19
2017-05-09T11:00:00Z,15,13,30,50,30,25,29,0,0,17,0,28,34,16,38,20,0,21,20,26,23,18,31,23,22,23,28,45,29,18,17,0,23,17,18,22,14,22,21,15,0,15,22,33,23,28,25,28,24,21,0,19,28,21,15,24,19,24,23,20,20,20,21,0,30,16,22,0,9,0
2017-05-09T12:00:00Z,18,14,28,47,25,23,21,0,0,17,6,28,25,22,27,16,0,17,21,18,21,18,36,23,21,24,28,40,25,15,31,0,26,18,20,22,15,23,22,16,0,18,18,30,24,26,17,40,23,21,0,16,23,23,16,28,17,26,27,26,35,29,32,0,28,19,20,0,0,19
2017-05-09T13:00:00Z,17,13,26,44,40,23,19,0,0,19,21,30,26,22,30,16,0,23,22,55,20,15,32,15,20,15,26,35,30,16,22,0,24,16,21,23,19,29,20,20,0,12,23,27,22,34,20,34,19,21,0,14,29,15,17,23,11,23,26,23,34,25,27,0,31,28,20,0,0,15
2017-05-09T14:00:00Z,20,12,25,48,36,26,20,0,0,18,20,25,26,17,30,20,0,21,27,21,14,18,30,18,27,22,25,28,32,20,23,0,16,19,20,23,18,23,21,19,0,31,21,30,25,33,20,38,21,23,0,21,23,13,18,23,11,22,31,26,31,28,26,0,29,22,20,0,13,21
2017-05-09T15:00:00Z,19,18,31,47,25,25,23,0,0,20,22,30,27,18,30,22,0,19,27,20,18,15,32,18,25,18,22,26,23,15,21,0,17,20,20,28,26,24,19,18,0,16,14,26,28,22,17,58,21,24,0,17,23,21,22,27,14,19,30,26,28,31,31,0,32,24,24,0,15,20
2017-05-09T16:00:00Z,20,14,29,38,26,24,23,0,0,20,23,25,27,31,32,22,0,22,30,23,26,20,27,16,28,26,21,25,20,15,23,0,16,19,19,29,26,22,23,18,0,19,13,25,25,19,17,41,20,22,0,14,23,18,22,25,20,19,30,24,30,33,34,0,27,24,21,0,15,21
2017-05-09T17:00:00Z,18,14,26,46,27,26,22,0,0,20,29,25,25,20,27,27,0,20,28,22,20,25,27,17,25,23,18,20,18,11,16,0,19,20,22,26,24,31,25,18,0,16,12,28,28,21,16,39,22,20,0,17,24,17,27,24,17,25,27,24,28,31,32,0,30,23,23,0,13,21
2017-05-09T18:00:00Z,14,17,27,42,19,28,20,0,0,20,29,20,21,22,25,26,0,20,25,19,18,28,23,15,30,24,22,19,23,15,17,0,17,17,20,24,21,24,23,19,0,19,12,24,20,25,17,48,23,20,0,13,27,12,30,26,16,19,25,24,27,31,24,0,33,16,22,0,8,28
2017-05-09T19:00:00Z,14,19,25,45,22,26,24,0,0,20,26,28,36,19,19,24,0,15,24,19,19,26,20,16,26,21,17,16,22,7,12,0,20,18,0,31,23,17,20,23,0,21,12,25,19,23,19,33,25,22,0,16,27,14,30,24,19,16,24,24,31,31,27,0,37,16,17,0,27,29
2017-05-09T20:00:00Z,15,20,32,42,17,28,22,0,0,19,28,28,23,24,30,25,0,25,28,19,19,24,26,22,32,20,23,18,27,15,15,0,24,17,20,36,42,22,21,21,0,16,13,28,21,24,18,23,22,20,0,19,28,13,27,26,25,16,29,26,25,30,29,0,38,15,19,0,32,34
2017-05-09T21:00:00Z,15,15,24,37,19,25,22,0,0,19,30,22,21,19,24,23,0,18,32,17,22,36,29,18,31,21,20,18,30,16,14,0,22,17,21,31,29,27,22,20,0,17,10,27,14,32,17,24,23,20,0,17,27,15,33,29,24,16,31,27,19,35,29,0,38,22,19,0,20,21
2017-05-09T22:00:00Z,15,15,20,36,23,34,20,0,0,22,30,21,17,20,23,22,0,19,28,16,21,26,23,20,34,20,23,17,20,21,12,0,20,18,21,28,30,22,22,20,0,16,9,27,18,34,16,22,22,26,0,16,16,12,30,28,26,14,27,30,19,35,32,0,33,19,21,0,21,25
2017-05-09T23:00:00Z,16,13,20,39,26,26,18,0,0,22,32,23,21,17,22,26,0,18,27,14,22,28,25,23,26,19,21,16,23,20,13,0,18,15,17,0,32,21,21,26,0,14,9,28,16,46,20,24,22,24,0,17,18,15,25,26,21,21,27,26,21,32,38,0,34,15,21,0,25,27
2017-05-10T00:00:00Z,18,12,19,37,27,21,22,0,0,22,30,23,21,22,16,27,0,16,27,14,21,24,23,26,26,17,23,17,22,20,16,0,17,17,18,30,35,17,28,28,30,15,11,21,19,39,19,22,21,21,36,17,18,16,21,24,17,30,30,24,20,24,42,0,25,18,20,23,27,25
2017-05-10T01:00:00Z,16,14,33,38,23,23,21,0,0,19,30,22,20,18,11,26,0,13,23,14,20,22,24,16,30,16,20,17,22,18,14,0,17,16,16,28,26,15,30,26,0,15,8,20,15,28,16,27,23,19,0,13,19,18,19,24,15,24,26,28,21,26,38,0,28,16,25,0,32,31
2017-05-10T02:00:00Z,16,13,38,28,21,21,21,0,0,21,26,18,18,16,13,26,0,12,23,13,19,23,22,36,31,20,20,17,24,21,15,0,18,16,16,28,23,19,26,22,0,14,10,22,14,27,14,26,24,17,0,13,15,17,21,24,19,25,26,28,16,25,35,0,22,15,26,0,33,27
2017-05-10T03:00:00Z,16,15,28,27,17,22,19,0,0,20,26,17,19,19,13,24,0,13,22,12,20,22,21,22,34,18,21,16,21,17,10,0,16,11,16,32,26,21,32,22,0,13,11,24,16,26,17,26,22,15,0,15,17,13,22,22,14,26,24,30,18,24,35,0,20,14,24,0,32,29
2017-05-10T04:00:00Z,14,15,29,26,20,28,22,0,0,17,31,15,21,23,13,23,0,15,26,10,27,19,30,13,32,16,20,17,21,15,14,0,16,8,17,35,30,25,28,24,0,14,9,26,18,29,14,24,23,18,0,14,15,12,23,23,15,30,25,30,18,22,31,0,18,17,24,0,35,32
2017-05-10T05:00:00Z,15,16,31,29,24,32,27,0,0,23,42,21,23,19,19,21,0,17,32,13,28,24,26,37,34,16,21,25,22,20,13,0,16,0,17,35,31,29,28,26,0,15,8,25,0,34,18,23,23,17,0,16,20,12,30,23,23,33,26,34,22,24,34,0,21,18,27,0,33,30
2017-05-10T06:00:00Z,14,17,35,55,24,34,29,0,0,28,36,25,25,24,29,21,0,21,29,14,26,27,45,29,31,21,22,42,26,21,15,0,17,0,24,40,40,37,25,24,0,17,12,27,0,36,27,19,28,19,0,18,28,10,24,31,22,29,33,37,20,24,41,0,28,19,28,0,31,42
2017-05-10T07:00:00Z,20,19,31,53,24,36,28,0,0,29,31,31,32,30,27,20,0,23,32,20,34,32,32,23,36,24,24,24,25,18,14,0,19,0,35,43,41,38,27,24,0,19,14,27,0,37,24,27,24,20,0,17,22,17,20,29,27,32,32,39,25,26,34,0,38,15,37,0,37,42
2017-05-10T08:00:00Z,13,14,25,46,22,30,27,0,0,23,40,28,29,25,25,19,0,26,37,40,28,31,30,19,41,24,25,24,22,20,20,0,21,33,37,39,42,33,30,22,0,19,19,30,0,38,20,32,28,20,0,20,29,10,20,31,28,21,32,39,34,28,36,0,52,14,45,0,36,48
2017-05-10T09:00:00Z,13,12,17,39,20,26,24,0,0,29,38,32,36,18,22,23,0,28,30,23,31,25,35,27,32,21,20,56,20,17,11,0,24,30,29,31,31,34,35,25,0,19,18,36,0,36,26,36,31,18,0,19,31,12,21,32,28,21,24,40,31,30,44,0,30,14,36,0,24,39
2017-05-10T10:00:00Z,16,11,18,44,45,35,24,0,0,30,34,32,32,22,19,22,0,28,36,24,24,17,37,26,31,21,10,85,15,14,15,0,27,29,31,27,25,28,31,23,0,18,20,28,0,23,24,47,32,24,0,16,28,14,40,35,31,26,26,44,35,33,38,0,31,13,32,0,18,28
2017-05-10T11:00:00Z,11,13,23,51,45,32,20,0,0,28,29,32,30,22,23,23,0,26,28,25,30,22,34,24,31,15,17,22,14,7,16,0,28,24,27,27,22,29,31,31,0,23,17,26,28,27,23,45,32,24,0,13,24,13,50,36,30,20,23,46,34,32,39,0,35,20,26,0,20,27
2017-05-10T12:00:00Z,15,12,21,45,46,18,17,0,0,27,28,34,37,27,21,22,0,27,26,25,26,17,30,22,39,16,16,29,11,0,16,0,0,24,0,25,25,34,26,28,0,16,17,20,35,27,22,38,32,34,0,16,18,15,58,36,28,22,31,38,32,38,38,0,34,21,27,0,16,24
2017-05-10T13:00:00Z,19,9,23,53,48,20,19,0,0,24,27,0,32,25,22,18,0,28,26,28,27,18,36,18,22,16,26,26,11,2,21,0,0,23,28,29,28,26,22,52,0,0,12,22,25,25,21,36,34,33,0,21,22,18,44,37,31,23,23,37,39,39,42,0,38,23,29,0,20,20
2017-05-10T14:00:00Z,14,10,22,41,45,23,19,0,0,24,30,34,31,26,23,25,0,29,26,32,18,15,37,48,29,14,12,34,12,3,20,0,27,18,30,26,27,32,18,44,0,28,14,21,27,21,20,36,35,34,0,19,26,12,40,36,35,19,23,36,41,43,30,0,33,22,29,0,22,20
2017-05-10T15:00:00Z,14,9,25,39,42,25,22,0,0,22,31,37,22,24,26,20,0,25,26,33,19,9,42,52,28,13,17,17,18,8,22,0,31,24,0,38,29,31,18,31,0,26,12,20,28,18,23,36,36,37,0,22,29,18,46,34,33,16,22,41,40,50,36,0,32,17,36,0,21,30
2017-05-10T16:00:00Z,15,8,29,39,53,20,19,0,0,18,34,37,42,27,33,25,0,25,24,30,29,12,40,37,25,15,18,11,10,0,23,0,27,24,26,32,29,35,26,34,0,22,14,22,34,13,25,44,36,34,0,22,28,12,52,36,27,19,26,40,30,49,26,0,33,16,39,0,29,31
2017-05-10T17:00:00Z,16,7,28,46,38,21,20,0,0,20,35,36,26,25,32,36,0,22,28,23,28,10,34,43,26,13,19,11,8,4,21,0,27,23,25,36,30,28,27,42,0,21,12,22,25,19,24,42,31,32,0,22,23,16,48,0,25,18,26,36,30,49,29,0,33,23,39,0,29,35
2017-05-10T18:00:00Z,16,8,21,40,12,30,20,0,0,19,39,33,24,26,29,30,0,21,26,26,24,10,34,34,42,12,13,9,8,0,21,0,25,23,24,53,32,22,27,26,0,20,13,22,22,27,19,35,27,28,0,18,27,18,43,35,20,16,27,33,29,45,29,0,30,21,34,0,30,33
2017-05-10T19:00:00Z,18,9,16,28,16,22,19,0,0,21,38,33,29,25,26,36,0,25,29,29,21,9,31,28,40,12,11,8,6,0,20,0,31,21,23,44,30,25,29,30,0,23,11,20,26,17,23,34,30,26,0,22,31,18,30,35,25,14,28,28,32,32,32,0,38,20,32,0,31,36
2017-05-10T20:00:00Z,13,12,15,39,24,26,20,0,0,24,44,32,26,24,32,30,0,26,27,24,25,10,30,29,37,14,12,8,8,1,19,0,30,18,22,30,23,30,28,36,0,23,11,20,24,24,21,29,29,24,0,23,28,20,25,40,26,14,26,34,32,36,41,0,39,21,29,0,29,31
2017-05-10T21:00:00Z,17,10,17,44,23,26,25,0,0,30,39,26,33,30,31,30,0,26,28,23,20,13,34,30,40,12,14,6,12,2,21,0,26,16,19,28,25,18,27,35,0,24,12,27,25,27,26,28,24,31,0,22,28,19,34,27,22,19,42,35,28,36,37,0,37,25,30,0,17,27
2017-05-10T22:00:00Z,14,11,17,33,29,18,13,0,0,34,40,24,43,25,33,27,0,23,24,21,18,16,33,34,48,11,11,6,13,2,21,0,26,18,19,27,28,19,30,56,0,25,12,25,25,24,25,26,23,29,0,23,33,21,25,28,19,18,36,29,28,37,39,0,37,28,30,0,20,25
2017-05-10T23:00:00Z,20,9,14,28,24,19,18,0,0,38,38,22,35,20,32,27,0,24,24,22,17,16,28,26,49,12,14,5,13,9,26,0,21,17,19,36,28,19,34,44,0,21,15,19,23,22,27,25,26,29,0,31,33,23,31,31,18,24,29,36,32,34,35,0,32,27,36,0,26,24
2017-05-11T00:00:00Z,17,6,13,22,14,19,16,0,0,37,33,24,25,19,34,29,0,23,19,21,15,16,24,27,46,13,13,7,14,11,28,9,24,18,20,25,28,18,32,44,49,22,17,18,22,18,24,26,32,30,28,30,32,25,33,34,16,18,29,41,39,46,28,0,29,27,32,37,20,22
2017-05-11T01:00:00Z,16,13,16,24,19,23,18,0,0,33,29,27,34,23,40,32,0,25,19,26,18,17,31,26,26,12,17,5,16,7,27,0,27,24,20,30,24,19,35,34,0,24,15,17,24,18,25,25,35,34,0,28,31,27,36,38,16,22,26,41,40,45,25,0,26,29,24,0,21,20
2017-05-11T02:00:00Z,15,6,12,28,21,22,19,0,0,36,26,28,30,19,41,34,0,30,14,25,20,18,35,31,28,12,16,5,22,11,28,0,27,24,23,20,21,18,29,35,0,28,15,18,25,20,23,26,39,35,0,26,27,27,36,40,16,22,28,33,40,46,22,0,24,28,24,0,22,18
2017-05-11T03:00:00Z,15,9,14,27,17,24,20,0,0,46,28,27,42,21,42,34,0,40,15,27,19,16,30,29,20,11,16,5,19,8,30,0,30,22,22,20,21,17,29,35,0,28,18,17,26,24,24,25,42,33,0,26,29,35,43,38,18,25,25,33,36,44,28,0,25,33,24,0,15,17
2017-05-11T04:00:00Z,17,12,21,27,23,25,22,0,0,48,28,32,44,28,45,37,0,45,21,28,22,14,40,25,17,13,18,6,17,12,32,0,34,23,24,25,22,22,26,30,0,27,20,20,31,27,22,32,46,36,0,27,31,40,54,37,24,21,19,26,44,44,22,0,24,34,21,0,15,22
2017-05-11T05:00:00Z,18,13,33,40,24,26,25,0,0,47,26,39,40,25,58,40,0,44,22,35,32,16,46,25,22,17,25,13,19,17,38,0,36,26,26,26,23,30,27,36,0,34,23,21,34,30,29,30,51,36,0,26,40,46,66,42,26,24,26,24,54,46,26,0,27,43,22,0,19,24
2017-05-11T06:00:00Z,26,0,34,46,29,30,28,0,0,43,19,45,43,31,72,40,0,45,28,43,37,18,58,33,20,21,18,25,16,15,53,0,43,31,31,30,21,35,22,43,0,34,29,27,40,32,33,32,47,41,0,28,48,54,47,44,48,28,42,20,62,53,31,0,42,50,22,0,23,27
2017-05-11T07:00:00Z,24,18,20,32,30,39,35,0,0,45,15,56,49,26,82,41,0,44,29,58,41,20,64,26,35,20,20,21,20,26,59,0,54,36,37,25,20,43,21,45,0,31,32,28,53,34,40,33,28,43,0,36,50,55,46,46,30,36,48,24,73,57,45,0,49,56,27,0,23,31
2017-05-11T08:00:00Z,26,17,24,39,32,42,40,0,0,49,36,65,51,28,74,44,0,43,38,65,44,24,71,23,48,20,23,39,26,13,57,0,62,39,39,26,21,45,29,55,0,22,36,34,48,23,44,42,14,46,0,42,61,52,42,17,42,52,57,32,78,51,39,0,49,57,41,0,20,22
2017-05-11T09:00:00Z,26,18,28,34,40,43,40,0,0,55,48,62,49,27,77,46,0,42,40,61,43,23,72,34,50,22,23,50,25,15,53,0,59,41,40,31,26,49,40,37,0,20,37,40,47,42,40,39,19,43,0,47,65,52,48,16,51,47,49,41,77,51,46,0,58,56,54,0,22,23
2017-05-11T10:00:00Z,21,22,28,45,43,43,40,0,0,41,44,54,62,35,67,33,0,45,48,53,43,18,65,42,46,28,26,263,28,18,56,0,53,40,46,36,33,46,47,47,0,36,39,42,50,43,37,48,20,42,0,45,62,49,46,19,49,38,51,46,59,48,44,0,55,57,54,0,31,30
2017-05-11T11:00:00Z,25,22,29,50,39,37,36,0,0,35,40,63,52,25,74,36,0,42,48,43,43,18,56,12,45,24,20,147,25,13,54,0,49,42,40,52,44,50,40,34,0,22,40,40,44,42,43,50,32,36,0,48,50,54,34,22,58,43,44,40,60,42,43,0,70,47,47,0,36,39
2017-05-11T12:00:00Z,22,24,34,53,32,39,35,0,0,30,34,51,46,11,70,16,0,38,49,54,37,15,59,10,46,29,25,107,26,22,46,0,52,43,42,50,43,45,31,16,0,15,43,45,42,44,39,54,52,31,0,37,40,52,29,42,66,40,48,35,67,37,38,0,51,52,34,0,36,44
2017-05-11T13:00:00Z,21,26,33,40,28,31,33,0,0,27,34,49,41,11,71,12,0,34,44,53,36,14,55,30,44,31,24,132,28,20,46,0,47,36,37,45,46,43,27,34,0,18,38,46,48,44,35,40,45,32,0,26,24,47,37,37,84,39,46,39,68,37,43,0,52,48,38,0,43,49
2017-05-11T14:00:00Z,26,22,27,32,19,39,26,0,0,14,34,55,31,13,65,12,0,27,51,46,38,21,56,41,41,33,27,69,28,25,44,0,45,38,42,50,49,43,27,36,0,36,35,40,36,44,32,43,26,29,0,12,10,49,30,29,103,32,45,34,60,35,43,0,50,44,42,0,47,49
2017-05-11T15:00:00Z,27,14,23,44,30,40,39,0,0,17,34,61,14,22,67,12,0,9,50,47,41,25,66,40,40,33,27,38,34,30,47,0,47,35,38,57,57,44,27,47,0,38,35,45,23,44,18,54,17,18,0,6,10,61,26,20,101,30,49,32,56,35,47,0,59,45,41,0,44,48
2017-05-11T16:00:00Z,24,9,26,47,35,43,36,0,0,13,40,56,14,30,72,17,0,21,52,47,36,22,58,39,38,0,26,32,32,16,40,0,47,31,36,53,57,41,33,37,0,31,41,46,22,47,9,42,24,11,0,6,14,68,26,26,77,42,58,26,54,30,40,0,56,48,37,0,39,42
2017-05-11T17:00:00Z,16,9,38,57,42,40,29,0,0,17,52,47,16,38,74,13,0,17,55,46,32,22,56,43,43,11,21,33,28,15,39,0,46,26,32,48,48,38,39,36,0,30,40,43,20,35,8,53,24,9,0,7,19,51,16,30,70,30,50,31,56,24,39,0,35,43,36,0,36,35
2017-05-11T18:00:00Z,18,20,51,57,44,42,33,0,0,17,48,40,18,38,73,15,0,20,41,39,37,27,51,23,62,19,18,24,19,13,46,0,40,26,26,47,35,43,40,31,0,28,33,38,26,40,8,43,25,17,0,14,23,45,24,29,53,32,41,48,48,24,52,0,31,50,47,0,31,26
2017-05-11T19:00:00Z,23,27,49,64,43,44,37,0,0,17,42,52,20,42,78,14,0,31,43,38,38,23,45,35,56,29,23,24,20,23,51,0,36,23,32,49,31,44,38,28,0,32,34,34,25,35,14,29,28,25,0,13,33,46,26,27,30,36,36,43,51,25,46,0,33,48,56,0,26,33
2017-05-11T20:00:00Z,22,25,50,57,34,46,36,0,0,16,40,54,21,40,68,15,0,24,40,48,37,24,48,24,56,29,27,22,27,26,53,0,49,31,36,46,32,41,42,33,0,27,30,36,22,36,30,18,24,24,0,13,17,50,28,26,30,39,32,46,62,32,45,0,31,51,43,0,28,29
2017-05-11T21:00:00Z,23,34,63,43,47,46,39,0,0,19,40,66,23,44,67,14,0,22,36,58,35,28,65,23,45,33,30,22,31,29,58,0,64,38,41,41,30,39,40,22,0,25,36,37,22,40,26,22,23,23,0,6,14,52,23,24,26,40,38,47,65,31,35,0,19,56,40,0,22,28
2017-05-11T22:00:00Z,22,36,56,47,48,43,38,0,0,18,36,65,23,36,69,15,0,21,35,59,41,34,68,22,55,34,30,25,31,30,58,0,60,40,44,20,24,42,34,22,0,22,35,34,23,36,21,21,18,24,0,5,22,53,24,21,24,48,35,40,70,33,38,0,19,61,41,0,29,27
2017-05-11T23:00:00Z,21,34,57,50,44,43,38,0,0,15,40,60,20,36,72,18,0,15,33,59,45,24,74,25,46,32,29,23,30,28,61,0,64,44,45,31,22,41,42,23,0,18,33,32,22,36,12,14,10,30,0,14,31,56,31,9,28,54,39,44,70,36,35,0,28,59,39,0,25,23
2017-05-12T00:00:00Z,26,21,51,52,51,44,39,0,0,20,38,62,18,27,65,18,0,15,38,57,41,21,66,22,46,27,29,22,30,31,63,18,66,47,48,22,22,37,39,24,28,21,34,31,21,34,20,13,22,23,23,21,67,54,27,14,33,52,40,40,66,28,40,0,28,63,40,27,25,25
2017-05-12T01:00:00Z,17,23,41,69,47,45,40,0,0,20,36,58,21,32,16,18,0,21,45,53,41,21,60,22,40,26,27,25,29,26,61,0,58,47,51,25,21,35,37,28,0,23,30,29,17,31,30,20,16,14,0,54,69,55,17,15,27,51,35,38,64,22,42,0,24,59,41,0,23,23
2017-05-12T02:00:00Z,22,17,43,64,43,41,38,0,0,20,35,56,22,26,11,15,0,24,43,48,40,29,51,30,38,18,24,23,29,23,59,0,49,47,51,25,24,36,41,29,0,25,31,31,21,33,47,16,10,9,0,54,69,42,6,7,61,48,38,40,56,14,41,0,22,55,45,0,29,26
2017-05-12T03:00:00Z,21,12,51,60,42,39,36,0,0,22,36,0,20,20,16,11,0,23,46,33,34,36,41,29,38,17,22,23,23,17,46,0,39,42,44,28,24,33,46,31,0,24,30,37,22,37,57,23,16,11,0,50,63,21,8,12,23,46,45,34,42,15,43,0,26,41,41,0,22,28
2017-05-12T04:00:00Z,22,14,53,54,41,37,37,0,0,8,38,0,5,19,8,5,0,22,46,18,31,42,23,33,39,17,23,18,20,16,16,0,19,35,41,35,24,36,41,27,0,24,33,42,16,57,55,28,14,13,0,47,23,11,15,18,23,46,43,36,16,16,43,0,31,0,43,0,22,29
2017-05-12T05:00:00Z,24,16,46,44,33,38,34,0,0,8,32,0,14,29,15,7,0,13,43,7,30,41,17,32,35,19,17,18,19,21,8,0,11,34,38,37,24,36,45,31,0,28,36,44,8,46,48,18,18,14,0,10,7,9,15,17,31,46,40,33,6,15,49,0,17,8,43,0,22,30
2017-05-12T06:00:00Z,27,18,49,59,37,36,33,0,0,6,37,0,8,33,24,10,0,9,39,10,26,42,18,38,40,27,22,21,24,16,10,0,11,28,35,38,26,34,48,37,0,27,42,39,10,44,18,11,16,15,0,4,6,12,18,16,34,54,43,31,11,22,51,0,19,13,41,0,34,41
2017-05-12T07:00:00Z,28,58,53,56,33,30,26,0,0,7,33,30,5,38,31,13,0,10,40,15,23,39,24,44,41,32,20,24,26,24,10,0,15,28,31,34,29,38,49,42,0,31,46,32,10,38,5,8,14,16,0,4,8,8,34,11,40,46,49,36,14,26,50,0,18,12,41,0,28,34
2017-05-12T08:00:00Z,29,38,42,51,30,28,23,0,0,7,34,26,8,35,35,17,0,8,38,14,27,39,33,49,39,34,34,43,29,27,9,0,9,28,37,34,29,30,46,44,0,32,22,35,8,44,6,11,12,12,0,6,17,10,16,15,37,16,40,39,14,15,47,0,16,11,45,0,28,35
2017-05-12T09:00:00Z,34,28,42,45,28,20,18,0,0,8,34,20,8,36,18,8,0,10,47,12,32,30,24,48,36,34,31,66,29,26,9,0,16,24,30,33,30,26,42,47,0,28,19,36,8,44,7,10,16,11,0,13,7,10,13,15,37,14,48,36,10,16,48,0,20,9,44,0,31,38
2017-05-12T10:00:00Z,28,29,46,65,28,27,25,0,0,10,36,15,12,35,20,7,0,13,49,9,28,28,17,52,39,37,33,45,32,24,8,0,9,10,14,40,36,40,43,48,0,30,7,38,8,41,6,8,20,16,0,17,9,7,14,17,62,16,46,34,9,17,45,0,14,7,44,0,31,36
2017-05-12T11:00:00Z,30,32,48,57,37,32,28,0,0,9,39,12,42,39,27,8,0,17,44,13,14,27,20,52,40,35,33,48,41,20,9,0,12,7,8,45,39,50,43,44,0,33,11,35,10,28,9,13,15,13,0,10,9,13,21,13,59,15,40,37,6,18,33,0,22,10,42,0,34,46
2017-05-12T12:00:00Z,33,28,48,57,45,19,28,0,0,14,40,16,16,40,19,7,0,14,44,12,16,28,27,46,41,33,32,37,35,25,8,0,10,6,9,36,33,43,35,39,0,58,0,39,8,38,7,9,10,9,0,7,6,10,17,8,51,7,36,32,14,20,40,0,19,12,40,0,40,49
2017-05-12T13:00:00Z,34,28,49,58,49,9,16,0,0,10,31,13,12,40,22,4,0,10,45,10,13,30,26,45,35,37,38,35,36,31,10,0,11,10,14,40,34,27,32,40,0,37,9,31,9,36,4,9,13,9,0,9,8,8,17,10,46,11,42,32,9,15,35,0,14,6,33,0,38,43
2017-05-12T14:00:00Z,40,32,41,60,50,8,14,0,0,6,31,6,12,42,18,8,0,6,43,9,16,33,34,56,28,41,32,39,38,34,7,0,8,11,13,44,42,27,21,42,0,45,7,28,7,34,9,15,12,10,0,9,11,11,13,9,32,14,36,23,4,11,38,0,14,9,24,0,50,53
