,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-0.449548, 50.916932)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-12-29T00:00:00Z,9,1,1,8,4,0,10,26,28,21,14,29,23,12,21,26,6,27,0,0,22,4,32,5,9,1,3,4,2,5,27,0,26,21,18,11,14,8,5,8,21,11,22,11,26,14,24,9,43,17,11,18,14,23,30,38,22,20,9,8,35,39,1,0,13,25,10,0,17,17
2018-12-29T01:00:00Z,8,1,6,9,6,0,7,26,26,20,7,25,22,12,21,23,5,25,0,0,23,4,28,5,5,3,3,4,3,6,26,0,25,22,17,12,9,10,3,5,0,6,28,11,28,8,15,5,32,22,0,20,17,21,20,34,21,21,10,2,30,32,2,0,14,23,8,0,18,21
2018-12-29T02:00:00Z,14,1,0,7,3,0,6,26,22,15,2,24,18,7,22,23,0,23,0,0,20,2,24,3,3,0,5,4,5,4,23,0,21,22,16,8,10,8,4,10,0,10,24,8,26,7,14,4,22,22,0,16,13,20,20,18,14,26,6,0,25,27,3,0,17,22,5,0,14,15
2018-12-29T03:00:00Z,14,1,4,7,2,0,7,20,19,14,2,20,20,3,26,21,1,24,0,0,18,1,20,3,4,0,4,2,4,4,23,0,20,17,14,5,12,6,5,12,0,0,23,9,24,9,11,3,13,25,0,17,15,22,18,18,9,23,5,3,20,33,3,0,8,21,6,0,10,14
2018-12-29T04:00:00Z,11,2,-1,2,4,0,9,17,22,15,6,16,15,12,26,16,7,24,0,0,14,4,17,1,5,-1,5,2,5,5,20,0,16,16,14,5,6,8,5,9,0,4,19,8,23,9,11,4,10,26,0,14,12,22,16,12,6,18,6,3,18,21,4,0,6,17,5,0,6,3
2018-12-29T05:00:00Z,11,1,0,0,2,0,6,9,17,16,7,13,6,8,23,15,3,21,0,0,18,18,15,0,4,3,7,8,7,5,16,0,15,19,18,2,8,10,4,9,0,0,14,8,11,13,11,2,13,18,0,9,11,18,15,13,7,15,5,-2,17,23,3,0,2,14,6,0,3,2
2018-12-29T06:00:00Z,1,2,4,6,3,0,11,5,16,12,5,13,4,12,22,18,4,12,0,0,24,18,15,0,2,4,15,13,11,8,11,0,16,16,14,9,8,11,5,6,0,5,14,10,3,9,13,1,9,17,0,12,10,14,20,16,7,18,5,0,16,28,3,0,2,17,7,0,3,5
2018-12-29T07:00:00Z,7,5,13,19,11,0,10,3,7,8,5,27,3,9,26,15,7,8,0,0,16,15,17,0,2,12,19,10,18,16,17,0,16,14,13,5,6,14,5,8,0,2,14,10,4,5,14,1,9,20,0,10,13,15,20,9,8,13,5,-2,14,18,4,0,1,17,8,0,7,4
2018-12-29T08:00:00Z,3,8,19,10,15,0,6,5,5,6,5,13,0,9,21,12,3,9,0,0,14,11,14,2,2,13,11,7,12,8,15,0,14,11,12,4,8,10,5,8,0,1,19,10,3,6,9,1,12,20,0,8,8,14,16,9,7,19,5,3,16,19,1,0,2,12,5,0,1,1
2018-12-29T09:00:00Z,1,5,16,12,13,0,4,4,5,5,6,12,3,26,24,9,8,13,0,0,14,13,11,3,3,9,8,8,7,5,10,0,11,10,8,6,6,10,4,8,0,3,12,8,1,5,6,0,11,13,0,4,9,15,14,6,5,12,8,6,13,26,2,0,4,14,4,0,4,6
2018-12-29T10:00:00Z,1,3,21,13,14,0,6,9,6,6,9,11,4,22,22,4,6,18,0,0,18,10,14,4,7,8,8,10,8,4,12,0,9,9,5,4,7,14,2,9,0,10,12,8,2,6,5,2,12,11,0,1,6,11,11,9,7,12,4,9,7,14,3,0,4,14,11,0,5,2
2018-12-29T11:00:00Z,0,2,26,13,13,0,5,9,8,4,6,10,4,19,23,3,7,24,0,0,17,7,13,7,7,4,9,7,7,5,12,0,6,4,7,1,10,18,1,13,0,7,8,7,4,9,1,2,12,12,0,2,3,9,10,9,7,13,6,6,8,8,5,0,3,9,11,0,5,9
2018-12-29T12:00:00Z,9,3,24,16,12,0,7,9,8,4,11,6,5,18,16,2,7,21,0,0,19,12,8,7,10,5,7,5,6,5,8,0,4,2,3,8,12,10,6,12,0,7,4,13,6,17,2,2,0,9,0,2,3,5,12,6,11,12,6,12,8,12,7,0,4,5,15,0,8,17
2018-12-29T13:00:00Z,1,2,27,21,14,0,6,9,10,6,12,9,2,25,9,2,10,21,0,0,11,13,7,5,15,4,8,7,5,5,7,0,3,5,4,13,14,17,7,14,0,4,8,16,8,17,2,4,13,7,0,-1,6,4,8,5,20,9,9,26,5,13,11,0,5,8,17,0,11,14
2018-12-29T14:00:00Z,6,3,39,19,15,0,6,12,7,2,24,8,5,21,12,2,20,14,0,0,17,12,9,4,17,10,8,7,7,6,7,0,3,1,3,9,16,14,16,12,0,4,5,16,8,22,4,2,14,6,0,0,8,5,8,5,14,7,13,36,7,7,17,0,5,10,26,0,7,11
2018-12-29T15:00:00Z,6,3,46,17,14,0,10,10,9,4,24,9,6,27,10,2,18,19,0,0,18,15,8,7,18,7,10,7,8,6,9,0,4,6,4,10,14,25,8,13,0,6,4,20,7,28,6,1,10,8,0,4,7,6,6,7,13,11,14,31,8,9,27,0,5,9,23,0,11,13
2018-12-29T16:00:00Z,6,4,55,20,13,0,13,8,7,8,15,11,9,23,15,1,12,21,0,0,18,22,10,8,16,10,10,9,8,6,6,0,6,4,4,11,12,27,13,12,0,0,7,24,5,24,7,1,12,7,0,7,6,6,7,6,12,9,12,25,9,4,22,0,5,8,25,0,9,14
2018-12-29T17:00:00Z,11,5,27,24,21,0,18,6,6,6,14,13,17,24,24,2,16,21,0,0,21,27,13,7,17,9,10,8,10,5,10,0,7,9,7,5,13,33,13,13,0,4,11,24,15,26,11,3,16,6,0,8,8,7,5,6,17,12,12,29,11,8,19,0,5,10,22,0,10,17
2018-12-29T18:00:00Z,9,4,32,40,30,0,22,5,11,13,14,16,17,25,23,2,14,27,0,0,24,26,12,7,18,5,11,7,11,7,10,0,11,15,12,7,17,37,12,19,0,7,16,26,13,20,5,2,11,6,0,9,8,8,5,6,15,15,8,23,21,6,23,0,6,13,25,0,17,20
2018-12-29T19:00:00Z,13,5,24,37,29,0,21,4,14,12,20,16,14,25,16,4,13,23,0,0,56,23,16,14,18,6,9,6,10,11,11,0,12,18,15,12,15,35,10,27,0,5,16,22,10,25,10,2,10,2,0,11,17,9,4,6,14,18,11,26,17,1,30,0,4,8,29,0,17,24
2018-12-29T20:00:00Z,11,5,14,40,32,0,25,6,15,16,21,18,12,17,18,4,14,22,0,0,48,37,20,11,19,11,9,8,8,7,21,0,13,23,21,11,14,52,13,25,0,2,14,22,15,16,10,1,6,6,0,9,17,9,4,9,20,14,15,32,22,10,27,0,4,15,31,0,14,19
2018-12-29T21:00:00Z,8,4,11,30,30,0,22,7,15,15,26,28,9,19,19,5,14,21,0,0,42,20,26,9,20,8,10,6,10,11,20,0,17,26,20,11,13,42,10,22,0,9,18,21,21,24,10,1,6,8,0,14,10,8,11,10,19,18,13,27,25,17,28,0,5,15,26,0,14,23
2018-12-29T22:00:00Z,12,3,10,41,24,0,44,7,11,11,31,20,1,18,11,6,17,20,0,0,53,17,27,9,20,6,9,4,9,6,15,0,18,22,19,3,10,46,7,16,0,6,14,26,18,25,16,1,6,9,0,10,16,11,6,6,19,24,18,31,22,11,32,0,1,18,19,0,10,18
2018-12-29T23:00:00Z,15,3,6,51,18,0,34,5,11,5,27,22,1,19,15,6,13,24,0,0,43,11,31,9,20,5,6,3,5,4,10,0,17,19,16,6,10,31,12,17,0,7,20,27,9,25,10,1,5,7,0,9,13,10,4,7,14,17,12,31,24,7,28,0,1,20,23,0,14,18
2018-12-30T00:00:00Z,14,2,2,13,8,0,11,9,7,3,27,27,0,16,19,6,13,16,0,0,43,6,22,8,20,4,4,4,3,6,15,0,18,17,16,5,10,25,12,10,16,8,14,27,7,25,8,1,0,9,3,12,9,18,7,5,17,17,13,27,26,8,25,0,3,21,20,0,11,18
2018-12-30T01:00:00Z,10,1,1,10,5,0,14,5,6,3,25,24,3,14,17,5,12,18,0,0,27,4,19,10,18,0,4,3,3,5,18,0,19,16,15,6,14,31,13,11,0,10,14,24,7,29,14,1,4,13,0,10,9,13,4,5,17,15,20,15,24,8,14,0,3,17,25,0,10,11
2018-12-30T02:00:00Z,5,1,8,7,5,0,13,4,6,2,25,20,-1,15,22,3,12,14,0,0,22,6,15,8,17,6,4,3,4,3,14,0,14,18,13,12,18,25,8,12,0,8,20,20,9,24,14,2,4,8,0,10,9,13,2,5,19,16,16,14,22,7,14,0,2,15,16,0,8,13
2018-12-30T03:00:00Z,6,1,7,7,5,0,7,9,4,5,16,12,1,7,20,1,13,15,0,0,19,9,18,6,14,2,3,2,3,5,16,0,12,11,11,12,17,23,6,9,0,8,18,21,13,24,15,3,3,10,0,10,9,14,0,3,18,14,12,23,14,6,14,0,2,17,18,0,14,17
2018-12-30T04:00:00Z,7,1,4,8,5,0,10,6,4,4,15,11,0,8,18,1,10,14,0,0,22,13,15,5,11,3,2,3,2,5,18,0,11,14,15,9,12,16,11,10,0,4,19,22,6,20,17,3,3,9,0,10,8,14,0,4,17,16,9,17,13,14,12,0,3,22,14,0,12,15
2018-12-30T05:00:00Z,5,1,8,7,6,0,10,7,6,6,18,13,0,9,18,1,5,15,0,0,13,16,16,5,15,0,3,4,3,4,13,0,13,19,15,6,7,15,8,12,0,5,18,20,4,20,13,2,3,7,0,5,4,13,4,4,18,16,8,20,16,2,8,0,1,17,15,0,13,17
2018-12-30T06:00:00Z,4,1,9,6,8,0,4,6,4,4,20,17,6,9,21,1,7,12,0,0,17,14,14,6,14,5,3,6,2,2,16,0,15,13,12,4,6,14,11,8,0,6,15,17,3,25,12,2,3,4,0,2,3,13,4,1,14,14,7,15,16,3,4,0,0,19,12,0,10,18
2018-12-30T07:00:00Z,9,3,11,6,11,0,9,5,4,5,14,15,3,13,7,1,4,12,0,0,20,14,24,4,11,3,10,8,8,1,15,0,14,11,11,3,5,10,6,10,0,17,14,19,4,13,12,2,4,5,0,1,6,12,3,1,12,16,5,9,11,10,4,0,2,7,15,0,17,19
2018-12-30T08:00:00Z,6,6,14,7,12,0,5,3,8,5,13,10,1,15,9,1,5,19,0,0,14,11,4,2,8,4,18,14,16,4,11,0,9,8,9,3,7,7,4,11,0,3,14,8,2,9,9,2,5,4,0,0,6,9,2,1,14,18,6,9,7,4,3,0,3,7,14,0,8,12
2018-12-30T09:00:00Z,7,8,14,9,10,0,2,8,5,4,10,7,6,14,12,1,2,22,0,0,7,7,9,2,7,12,20,17,19,16,10,0,4,6,6,5,7,9,10,11,0,3,12,7,5,8,9,1,5,6,0,-1,7,10,3,3,10,13,4,7,5,14,4,0,5,8,19,0,0,3
2018-12-30T10:00:00Z,4,11,11,6,12,0,7,7,2,4,7,7,3,14,15,1,5,19,0,0,6,9,8,3,8,13,18,18,18,15,9,0,4,10,5,7,7,12,6,10,0,3,14,11,7,7,6,1,4,6,0,5,7,6,6,6,6,12,2,5,9,7,6,0,7,9,14,0,4,6
2018-12-30T11:00:00Z,6,11,15,5,11,0,8,9,3,4,10,7,3,20,15,1,-1,19,0,0,6,7,10,2,7,15,18,14,17,16,11,0,4,8,6,5,7,15,4,8,0,7,11,9,10,7,6,2,6,4,0,2,4,6,10,7,4,13,3,9,11,7,11,0,7,6,14,0,5,4
2018-12-30T12:00:00Z,8,9,19,9,13,0,9,6,5,5,11,12,4,18,13,2,6,24,0,0,12,12,8,0,10,16,14,12,14,14,10,0,6,5,6,3,7,16,6,9,0,8,10,9,8,7,6,1,3,4,0,4,4,7,8,10,3,14,3,9,11,10,14,0,5,9,14,0,8,5
2018-12-30T13:00:00Z,10,7,18,12,13,0,8,10,7,3,13,13,14,20,29,1,7,16,0,0,9,14,6,2,13,10,11,10,10,14,10,0,6,0,3,7,7,26,5,10,0,9,8,15,10,12,5,1,6,2,0,3,8,7,10,6,7,11,5,21,15,0,17,0,0,13,11,0,5,7
2018-12-30T14:00:00Z,8,6,16,12,13,0,9,8,8,7,16,10,9,14,28,1,7,17,0,0,16,14,14,4,14,12,10,7,0,12,12,0,6,5,4,12,9,30,7,11,0,8,9,17,6,14,3,1,7,4,0,5,16,10,10,1,8,10,7,17,10,-2,13,0,0,14,17,0,8,11
2018-12-30T15:00:00Z,10,5,17,10,10,0,6,10,12,5,15,12,5,18,40,2,10,18,0,0,16,15,15,5,15,12,8,4,0,9,12,0,8,4,5,11,13,42,8,14,0,8,11,19,4,16,8,2,6,4,0,4,7,10,5,4,7,9,10,21,13,1,17,0,0,14,17,0,9,7
2018-12-30T16:00:00Z,12,4,21,8,11,0,9,6,10,5,19,18,6,17,23,2,12,26,0,0,14,16,17,9,16,8,5,4,0,5,12,0,11,3,7,11,14,39,11,15,0,5,12,22,4,18,8,1,10,9,0,4,7,10,10,9,9,12,11,19,20,0,21,0,0,16,20,0,14,17
2018-12-30T17:00:00Z,17,2,23,9,10,0,11,5,12,10,27,19,9,16,23,2,19,18,0,0,27,22,16,11,18,7,6,6,0,2,16,0,11,5,5,13,17,25,14,17,0,7,11,19,6,19,6,2,10,5,0,6,9,13,13,10,11,12,10,14,19,15,19,0,0,23,21,0,15,20
2018-12-30T18:00:00Z,13,4,27,10,11,0,7,6,10,7,23,15,9,20,22,1,7,16,0,0,25,15,17,9,19,7,10,8,0,4,14,0,10,6,6,10,10,21,12,15,0,5,11,18,13,16,8,2,12,8,0,6,10,16,5,8,16,10,8,20,19,16,28,0,0,22,17,0,16,21
2018-12-30T19:00:00Z,8,5,16,9,10,0,10,4,10,10,18,14,5,21,16,1,0,20,0,0,22,17,15,7,19,10,11,8,10,9,11,0,10,10,9,8,10,18,11,17,0,8,14,22,8,23,1,2,12,12,0,9,10,12,6,7,13,10,7,19,14,-1,26,0,0,10,22,0,11,16
2018-12-30T20:00:00Z,11,6,15,8,8,0,5,9,14,8,21,11,7,12,21,2,10,17,0,0,22,14,13,8,20,9,12,8,12,9,10,0,6,5,11,10,10,14,9,17,0,9,16,22,8,24,3,2,10,10,0,7,9,9,3,10,13,11,8,16,13,8,26,0,0,11,23,0,14,10
2018-12-30T21:00:00Z,6,6,11,9,6,0,7,6,11,9,17,9,7,17,16,2,8,20,0,0,11,16,12,9,21,10,13,8,13,10,8,0,6,8,10,8,11,14,8,15,0,5,14,18,4,23,6,2,6,6,0,5,5,9,2,6,14,11,7,16,10,0,8,0,0,14,16,0,8,13
2018-12-30T22:00:00Z,10,7,12,6,5,0,12,8,10,12,14,7,8,14,17,3,7,24,0,0,14,10,7,8,18,9,15,8,13,9,8,0,3,5,8,5,10,14,13,16,0,8,18,20,3,18,7,4,10,5,0,5,5,9,4,15,13,10,10,19,7,7,14,0,0,12,20,0,8,13
2018-12-30T23:00:00Z,4,8,8,3,5,0,17,9,14,9,15,4,13,15,13,3,12,14,0,0,16,6,11,6,14,10,15,6,14,9,9,0,3,6,4,5,6,8,18,13,0,7,16,21,3,17,5,4,14,4,0,7,6,11,2,18,14,8,9,21,5,8,12,0,0,12,19,0,8,15
2018-12-31T00:00:00Z,6,0,8,4,5,0,9,0,10,5,10,5,8,19,15,0,12,0,0,0,0,9,8,0,0,10,10,4,0,0,7,0,3,0,2,7,4,0,0,9,0,5,16,20,0,0,12,0,16,7,12,4,6,0,1,0,0,7,9,0,5,5,8,0,0,8,18,0,6,0
2018-12-31T01:00:00Z,4,0,7,5,6,0,4,0,7,6,9,5,3,14,11,0,14,0,0,0,0,9,9,13,0,8,5,3,0,0,6,0,4,2,2,0,8,0,0,11,0,5,14,13,0,0,14,0,13,5,0,2,6,0,2,0,0,9,13,0,5,6,5,0,0,7,16,0,7,0
2018-12-31T02:00:00Z,7,0,6,7,6,0,3,0,8,4,13,6,5,11,11,0,12,0,0,0,0,8,8,4,0,5,5,3,0,0,3,0,5,2,2,6,5,0,0,6,0,5,18,9,0,0,11,0,11,3,0,3,4,0,4,0,0,7,9,0,11,6,2,0,0,10,19,0,5,0
2018-12-31T03:00:00Z,9,0,10,6,4,0,3,0,5,4,11,6,3,12,9,0,10,0,0,0,0,11,9,4,0,6,4,3,0,0,8,0,7,3,3,5,8,0,0,5,0,4,19,7,0,0,7,0,13,6,0,0,0,0,0,0,0,8,7,0,8,16,2,0,0,14,15,0,4,0
2018-12-31T04:00:00Z,4,0,10,7,7,0,0,0,7,3,6,7,7,7,8,0,12,0,0,0,0,11,10,4,0,5,3,4,0,0,8,0,6,1,2,8,8,0,0,10,0,2,17,4,0,0,2,0,10,5,0,2,2,0,4,0,0,7,6,0,7,6,1,0,0,11,8,0,4,0
2018-12-31T05:00:00Z,6,0,13,10,9,0,0,0,7,8,6,8,9,9,13,0,8,0,0,0,0,12,9,3,0,2,3,5,0,0,11,0,7,-1,1,5,6,0,0,8,0,3,8,10,0,0,0,0,9,4,0,1,2,0,3,0,0,8,3,0,11,2,1,0,0,13,8,0,7,0
2018-12-31T06:00:00Z,5,0,15,10,13,0,3,0,6,7,6,10,9,9,17,0,10,0,0,0,0,13,10,3,0,4,5,8,0,0,12,0,7,3,1,7,6,0,0,6,0,1,6,5,0,0,0,0,8,3,0,-1,0,0,5,0,0,6,5,0,18,2,2,0,0,9,12,0,6,0
2018-12-31T07:00:00Z,2,0,17,9,14,0,4,0,10,11,5,10,10,9,14,0,8,0,0,0,0,13,9,2,0,7,8,11,0,0,11,0,8,3,3,4,7,0,0,8,0,4,4,8,0,0,3,0,6,3,0,-2,2,0,7,0,0,7,5,0,14,8,3,0,0,13,10,0,5,0
2018-12-31T08:00:00Z,6,0,20,11,14,0,6,0,11,16,6,6,11,17,21,0,5,0,0,0,0,12,11,2,0,12,10,10,0,0,7,0,6,0,2,4,7,0,0,8,0,3,4,7,0,0,0,0,6,3,0,0,5,0,7,0,0,8,5,0,11,7,6,0,0,10,10,0,3,0
2018-12-31T09:00:00Z,6,0,24,12,16,0,9,0,13,11,9,6,14,16,14,0,6,0,0,0,0,16,8,4,0,12,11,11,0,0,9,0,4,2,3,6,6,0,0,11,0,3,6,7,0,0,1,0,10,2,0,0,5,0,7,0,0,12,6,0,14,9,7,0,0,9,11,0,5,0
2018-12-31T10:00:00Z,13,0,30,12,14,0,5,0,14,12,11,8,17,22,12,0,6,0,0,0,0,14,8,6,0,12,12,10,0,0,12,0,2,5,4,7,11,0,0,11,0,6,7,10,0,0,2,0,11,4,0,-4,3,0,15,0,0,11,11,0,14,14,5,0,0,10,14,0,6,0
2018-12-31T11:00:00Z,12,0,29,13,8,0,10,0,11,10,12,10,17,26,16,0,9,0,0,0,0,13,9,8,0,8,13,12,0,0,14,0,2,7,4,10,13,0,0,12,0,9,11,12,0,0,4,0,9,6,0,2,7,0,19,0,0,10,9,0,9,15,6,0,0,17,14,0,8,0
2018-12-31T12:00:00Z,10,0,29,14,17,0,14,0,15,12,12,8,17,29,21,0,4,0,0,0,0,15,12,7,0,14,16,12,0,0,12,0,2,10,6,16,13,0,0,18,0,8,7,11,0,0,4,0,13,6,0,4,11,0,17,0,0,11,7,0,11,12,10,0,0,11,19,0,8,0
2018-12-31T13:00:00Z,10,0,29,14,19,0,12,0,19,14,18,6,35,25,25,0,13,0,0,0,0,17,7,7,0,15,15,12,0,0,8,0,2,8,8,13,16,0,0,15,0,6,8,15,0,0,7,0,13,8,0,4,14,0,21,0,0,13,10,0,5,16,14,0,0,15,14,0,9,0
2018-12-31T14:00:00Z,10,0,26,14,17,0,14,0,22,15,14,5,20,23,26,0,10,0,0,0,0,17,9,8,0,16,15,12,0,0,11,0,3,10,7,12,16,0,0,14,0,7,7,17,0,0,5,0,12,12,0,7,11,0,13,0,0,12,11,0,7,3,14,0,0,16,17,0,12,0
2018-12-31T15:00:00Z,11,0,30,13,17,0,14,0,23,17,16,9,26,21,30,0,10,0,0,0,0,15,11,6,0,14,15,11,0,0,12,0,5,7,10,16,13,0,0,17,0,9,8,23,0,0,7,0,13,12,0,11,15,0,12,0,0,14,14,0,7,16,21,0,0,11,13,0,12,0
2018-12-31T16:00:00Z,14,0,28,13,16,0,18,0,26,18,22,9,13,24,26,0,14,0,0,0,0,16,15,7,0,14,14,10,0,0,12,0,8,11,12,13,13,0,0,17,0,10,8,20,0,0,6,0,12,12,0,8,19,0,13,0,0,14,9,0,11,12,22,0,0,20,19,0,10,0
2018-12-31T17:00:00Z,5,0,33,13,20,0,17,0,16,14,16,11,14,22,25,0,9,0,0,0,0,18,9,10,0,17,10,8,0,0,13,0,8,13,12,16,17,0,0,15,0,7,10,18,0,0,8,0,15,11,0,12,39,0,14,0,0,14,13,0,12,16,14,0,11,20,16,0,12,0
2018-12-31T18:00:00Z,7,0,26,17,21,0,17,0,16,13,23,13,11,16,30,0,12,0,0,0,0,22,14,9,0,11,8,5,0,0,13,0,10,14,14,10,15,0,0,15,0,0,9,23,0,0,8,0,16,12,0,12,33,0,18,0,0,13,10,0,14,17,16,0,19,20,18,0,11,0
2018-12-31T19:00:00Z,0,0,22,17,20,0,17,0,14,13,20,15,11,23,30,0,13,0,0,0,0,20,19,10,0,5,5,4,0,0,16,0,10,16,18,14,15,0,0,16,0,10,11,21,0,0,10,0,15,14,0,15,24,0,12,0,0,15,12,0,14,21,16,0,15,28,18,0,15,0
2018-12-31T20:00:00Z,3,0,20,8,18,0,15,0,8,14,23,15,11,20,27,0,9,0,0,0,0,13,11,12,0,6,5,3,0,0,14,0,9,12,13,14,17,0,0,20,0,12,16,25,0,0,11,0,15,25,0,12,19,0,10,0,0,18,12,0,16,15,14,0,17,28,16,0,13,0
2018-12-31T21:00:00Z,6,0,19,9,13,0,13,0,15,25,19,17,13,29,31,0,14,0,0,0,0,13,16,11,0,4,4,2,0,0,18,0,12,13,11,14,16,0,0,20,0,9,16,20,0,0,6,0,15,14,0,11,33,0,8,0,0,18,14,0,15,16,9,0,17,22,19,0,14,0
2018-12-31T22:00:00Z,8,0,17,11,13,0,13,0,17,17,18,18,14,23,27,0,16,0,0,0,0,7,18,12,0,2,4,2,0,0,14,0,12,12,10,14,18,0,0,18,0,11,12,18,0,0,7,0,12,11,0,12,14,0,13,0,0,16,15,0,18,17,12,0,12,27,18,0,15,0
2018-12-31T23:00:00Z,14,0,16,11,13,0,15,0,14,18,19,19,19,21,25,0,12,0,0,0,0,9,16,15,0,5,3,1,0,0,17,0,13,15,10,12,16,0,0,20,0,10,12,15,0,0,10,0,13,9,0,13,33,0,14,0,0,15,18,0,17,18,10,0,16,21,14,0,13,0
2019-01-01T00:00:00Z,40,1,16,8,14,0,19,27,23,24,24,40,29,21,97,10,15,30,0,0,23,10,36,9,17,7,2,1,2,3,27,12,21,15,12,14,21,37,19,23,26,8,16,33,18,29,15,14,19,10,28,23,46,13,12,22,20,19,19,25,20,65,14,0,23,41,27,0,13,16
2019-01-01T01:00:00Z,14,1,15,9,13,0,12,16,14,14,15,16,14,21,24,10,13,21,0,0,21,5,18,8,17,-1,5,9,3,3,22,13,13,12,10,12,15,18,13,17,21,7,13,21,13,17,15,15,14,20,26,9,9,15,10,14,16,15,15,17,23,9,9,0,22,20,22,0,13,21
2019-01-01T02:00:00Z,13,3,11,11,7,0,11,22,17,18,18,12,12,17,18,10,18,22,0,0,17,7,14,5,15,5,14,14,14,6,12,9,9,9,9,8,9,15,23,7,12,5,12,15,12,14,14,12,10,13,24,8,9,15,12,16,16,17,15,14,14,16,13,0,18,18,21,0,11,14
2019-01-01T03:00:00Z,13,7,8,11,4,0,11,16,15,15,17,11,15,15,21,9,15,21,0,0,20,3,15,4,14,11,16,16,15,19,11,8,10,9,10,8,12,14,22,11,11,4,9,16,11,13,15,12,11,11,17,8,7,9,11,14,14,14,8,16,15,19,14,0,14,0,20,0,10,14
2019-01-01T04:00:00Z,12,10,5,9,3,0,10,14,15,13,17,12,13,12,14,9,12,13,0,0,15,6,13,5,15,12,17,13,17,14,12,8,9,9,10,9,9,13,15,7,11,3,13,14,10,14,12,10,9,13,13,6,7,9,9,9,9,15,2,22,16,15,14,0,15,0,21,0,7,13
2019-01-01T05:00:00Z,13,11,2,7,2,0,10,14,15,16,13,11,10,12,14,9,4,14,0,0,14,6,15,3,15,13,15,12,16,13,10,10,10,10,9,3,9,18,14,5,19,4,12,13,10,13,10,11,10,14,16,7,5,10,9,10,3,13,6,20,17,14,7,0,14,0,24,0,6,13
2019-01-01T06:00:00Z,10,10,1,5,5,0,11,17,14,11,12,12,11,19,0,8,6,14,0,0,14,14,14,2,13,13,15,9,15,18,13,8,10,10,7,5,9,20,20,15,18,11,10,9,11,14,11,12,10,12,14,6,5,10,10,10,0,15,8,16,16,13,8,0,13,14,21,0,5,9
2019-01-01T07:00:00Z,10,10,2,8,14,0,11,16,16,13,13,15,12,22,0,9,5,14,0,0,20,12,13,15,12,11,14,8,14,12,11,6,10,12,10,6,8,12,15,22,13,4,11,11,10,15,13,12,12,9,14,4,8,10,9,14,5,15,6,12,18,13,9,0,14,14,14,0,5,6
2019-01-01T08:00:00Z,11,10,6,8,16,0,9,16,17,17,8,10,10,25,0,4,10,16,0,0,19,13,14,16,9,12,12,7,12,17,6,6,10,9,10,3,2,13,16,22,14,6,11,10,10,10,13,13,10,11,12,9,8,9,9,13,6,18,4,9,14,17,12,0,21,14,12,0,6,6
2019-01-01T09:00:00Z,14,9,13,7,18,0,9,19,22,18,12,5,11,26,14,8,5,18,0,0,16,11,23,9,8,15,12,7,12,14,14,10,9,16,11,3,7,14,11,12,20,7,8,11,11,9,15,13,9,10,15,7,8,9,9,17,6,14,6,8,11,14,14,0,13,13,11,0,12,25
2019-01-01T10:00:00Z,15,8,13,10,16,0,7,20,19,15,17,12,15,21,14,8,5,18,0,0,14,13,10,10,15,14,12,8,14,11,15,14,10,12,9,11,13,14,10,16,12,6,7,10,10,8,14,14,14,14,16,4,8,9,12,18,17,17,5,18,13,16,11,0,19,16,14,0,11,31
