,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.147572, 50.840836)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.298777, 51.617333)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.879898, 52.271886)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-0.449548, 50.916932)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2017-01-01T00:00:00Z,10,4,26,2,23,17,23,5,0,17,31,9,40,17,14,43,17,0,10,19,7,28,16,12,1,23,12,27,4,2,7,10,28,11,0,11,4,32,22,18,22,13,9,31,10,15,8,32,3,19,47,33,5,0,0,12,50,16,11,0,0,15,16,24,0,0,5,0,30,20,6,17,0,10,8,14,3,15,8
2017-01-01T01:00:00Z,5,2,17,2,18,13,15,3,0,17,26,0,32,7,5,20,20,0,7,22,6,20,15,4,2,23,8,4,5,2,2,6,22,0,0,10,0,30,22,16,14,7,13,23,5,5,3,34,3,19,11,18,0,0,0,8,26,15,9,0,0,9,18,18,0,0,2,0,10,24,4,10,0,6,4,10,0,9,10
2017-01-01T02:00:00Z,1,2,13,3,17,14,14,1,0,11,22,0,25,7,7,23,21,0,7,19,8,16,14,2,4,21,5,4,6,1,0,3,18,0,0,8,0,22,17,16,13,14,12,20,3,4,5,26,3,23,11,12,0,0,0,7,26,8,10,0,0,8,20,21,0,0,1,0,6,22,2,10,0,0,7,10,0,8,10
2017-01-01T03:00:00Z,2,-1,12,4,19,16,13,3,0,3,19,0,21,5,6,26,21,0,11,17,12,17,14,1,3,18,3,4,2,3,-1,2,18,0,0,13,0,19,24,15,15,10,6,20,0,3,3,23,3,27,12,10,0,0,0,7,24,6,16,0,0,3,19,19,0,0,1,0,8,22,3,11,0,2,5,0,0,7,4
2017-01-01T04:00:00Z,5,1,16,-1,20,11,14,-2,0,3,11,0,25,5,3,26,18,0,11,10,12,20,13,1,3,23,5,3,3,1,0,4,21,0,0,15,0,24,15,12,16,2,1,23,1,4,1,23,4,27,10,8,0,0,0,6,23,2,17,0,0,6,18,21,0,0,1,0,6,22,2,11,0,-1,2,4,0,3,5
2017-01-01T05:00:00Z,2,2,18,2,20,13,16,0,0,1,10,0,25,4,1,24,16,0,12,10,10,20,13,0,3,17,-1,5,1,1,0,2,22,0,0,15,0,26,19,18,13,2,2,22,-1,1,-2,25,1,24,10,9,0,0,0,6,18,1,16,0,0,2,16,21,0,0,1,0,4,21,3,10,0,0,0,-1,0,5,2
2017-01-01T06:00:00Z,0,1,13,3,21,13,13,-3,0,7,9,0,24,2,3,26,12,0,4,10,3,17,14,0,1,22,-1,5,0,1,-1,1,24,0,0,1,0,24,21,16,17,-1,2,25,3,-2,4,24,3,29,14,9,0,0,0,6,14,0,7,0,0,5,19,22,0,0,3,0,2,17,4,6,0,1,1,2,0,3,3
2017-01-01T07:00:00Z,1,5,6,0,17,6,6,-1,0,3,8,0,22,4,3,24,9,0,2,8,7,13,11,1,3,19,0,1,-1,1,-4,0,25,0,0,4,0,20,23,16,17,0,-2,19,1,-3,1,21,2,23,7,6,0,0,0,6,11,-1,2,0,0,4,21,22,0,0,1,0,-2,18,7,6,0,-3,3,2,0,1,4
2017-01-01T08:00:00Z,2,2,9,2,17,5,4,-2,0,4,8,0,19,3,1,24,5,0,2,6,3,16,7,3,4,21,-1,1,-1,1,1,4,20,0,0,2,0,19,13,9,14,4,0,20,-1,-2,4,23,4,22,0,3,0,0,0,3,7,2,0,0,0,2,21,19,0,0,2,0,-2,12,4,6,0,2,3,-2,0,1,3
2017-01-01T09:00:00Z,0,1,4,1,19,2,1,-3,0,4,4,0,20,3,1,26,5,0,4,3,2,12,6,2,4,19,0,1,1,2,2,4,23,0,0,3,0,15,8,10,2,1,0,19,1,-1,-2,18,4,22,0,3,0,0,0,4,7,1,4,0,0,5,14,22,0,0,0,0,-1,8,5,4,0,2,2,-1,0,2,7
2017-01-01T10:00:00Z,1,1,4,3,12,1,-1,0,0,1,4,0,17,2,5,20,2,0,3,3,3,8,-1,6,4,15,1,2,2,2,0,3,18,0,0,2,0,14,7,2,4,-1,2,13,1,-2,2,14,1,22,1,2,0,0,0,7,6,1,-2,0,0,3,12,20,0,0,-2,0,2,5,4,4,0,0,2,0,0,5,6
2017-01-01T11:00:00Z,-3,-1,3,3,6,-1,1,1,0,4,3,0,14,0,3,16,2,0,3,2,4,8,2,8,5,16,2,6,1,1,0,2,13,0,0,2,0,11,6,2,2,0,1,11,6,0,2,16,3,19,-1,1,0,0,0,3,6,1,2,0,0,2,13,16,0,0,4,0,-1,5,5,5,0,-3,4,4,0,5,7
2017-01-01T12:00:00Z,1,-1,4,3,5,4,3,1,0,4,3,0,11,0,6,15,4,0,2,3,4,6,3,6,3,2,2,2,-1,2,0,2,6,0,0,6,0,8,6,2,4,3,2,11,3,-1,7,13,2,12,1,2,0,0,0,4,7,3,5,0,0,2,2,14,0,0,5,0,5,6,0,6,0,4,6,4,0,1,8
2017-01-01T13:00:00Z,6,1,5,4,6,1,1,1,0,4,1,0,14,0,5,11,3,0,7,3,3,4,4,10,0,5,4,1,4,5,5,0,15,0,0,6,0,12,5,4,4,10,5,11,5,0,2,14,3,4,2,0,0,0,0,4,10,5,0,0,0,4,0,13,0,0,4,0,4,6,3,7,0,-1,2,4,0,3,9
2017-01-01T14:00:00Z,1,2,7,5,8,4,3,0,0,4,3,0,8,0,2,8,0,0,7,2,3,3,3,12,1,9,3,4,3,5,1,2,23,0,0,4,0,7,3,4,4,6,4,8,6,0,0,7,1,4,2,1,0,0,0,6,9,5,4,0,0,7,3,7,0,0,1,0,3,10,4,8,0,-1,3,6,0,7,7
2017-01-01T15:00:00Z,3,1,7,4,2,5,3,1,0,3,4,0,7,0,5,8,0,0,5,4,6,3,3,14,1,12,1,1,-3,3,0,3,5,0,0,5,0,3,2,2,4,13,0,5,3,4,2,2,2,3,4,1,0,0,0,2,9,3,1,0,0,5,1,6,0,0,2,0,6,10,3,8,0,2,4,7,0,6,6
2017-01-01T16:00:00Z,6,4,6,4,0,4,3,-2,0,5,6,0,5,4,4,6,27,0,4,5,6,1,4,11,1,15,6,5,2,4,3,1,5,0,0,4,0,3,7,8,6,11,2,7,3,2,4,1,6,5,6,2,0,0,0,1,6,6,3,0,0,6,3,3,0,0,2,0,1,10,4,6,0,3,10,8,0,4,7
2017-01-01T17:00:00Z,4,3,7,4,0,5,4,3,0,4,7,0,5,4,6,5,9,0,4,6,6,-1,6,15,6,14,7,6,2,6,7,8,4,0,0,3,0,3,7,9,7,12,3,6,5,1,4,3,4,3,3,4,0,0,0,3,5,5,7,0,0,3,5,3,0,0,3,0,6,7,6,8,0,3,6,9,0,6,2
2017-01-01T18:00:00Z,5,6,6,7,0,6,2,3,0,5,10,0,8,5,20,5,2,0,5,8,8,3,3,11,6,4,7,5,2,6,4,8,5,0,0,4,0,2,8,9,5,13,1,3,8,0,2,4,1,6,2,6,0,0,0,2,6,13,2,0,0,3,5,4,0,0,5,0,7,6,-1,10,0,2,7,9,0,6,8
2017-01-01T19:00:00Z,7,4,5,11,2,6,3,5,0,7,9,0,7,4,6,3,2,0,6,6,7,1,3,23,6,3,7,9,5,4,4,3,6,0,0,5,0,1,7,8,5,13,4,7,4,0,-3,3,1,7,4,4,0,0,0,1,3,8,10,0,0,0,4,5,0,0,2,0,4,5,7,7,0,3,17,8,0,9,6
2017-01-01T20:00:00Z,6,6,8,9,0,3,3,2,0,7,6,0,8,3,10,6,0,0,4,5,7,4,6,22,6,2,6,4,4,4,5,7,6,0,0,6,0,6,6,7,4,10,4,6,3,-2,4,4,5,10,5,3,0,0,0,4,5,10,-2,0,0,2,8,4,0,0,6,0,9,6,8,5,0,3,11,10,0,5,10
2017-01-01T21:00:00Z,6,5,8,8,2,5,6,5,0,5,7,0,11,6,5,5,6,0,7,5,7,2,4,17,6,4,4,5,3,4,6,8,5,0,0,9,0,5,10,9,8,3,4,6,7,-2,9,6,6,7,2,6,0,0,0,4,4,13,2,0,0,3,4,6,0,0,5,0,8,6,8,6,0,2,8,12,0,5,2
2017-01-01T22:00:00Z,2,4,11,11,3,6,7,1,0,5,7,0,7,4,11,5,5,0,4,6,6,2,8,16,6,0,4,8,6,5,5,8,5,0,0,3,0,7,12,11,6,0,0,8,3,0,7,5,5,3,6,5,0,0,0,5,5,6,4,0,0,4,6,5,0,0,6,0,8,4,7,6,0,7,7,7,0,3,6
2017-01-01T23:00:00Z,6,5,9,8,4,4,4,0,0,8,9,0,7,4,4,4,5,0,4,6,6,1,5,18,5,1,5,7,4,5,4,6,5,0,0,5,0,6,6,7,7,3,5,9,4,-3,2,3,6,3,4,5,0,0,0,7,6,8,4,0,0,3,6,3,0,0,5,0,5,7,4,7,0,2,3,6,0,6,6
2017-01-02T00:00:00Z,5,4,1,4,4,2,0,2,0,2,8,9,6,4,4,5,6,0,3,4,5,0,1,14,6,2,3,5,3,4,2,6,6,7,0,3,2,6,10,5,5,1,5,7,4,1,2,2,10,2,2,3,5,0,0,4,5,3,8,0,0,3,7,3,0,0,3,0,1,6,4,10,0,4,2,5,5,5,3
2017-01-02T01:00:00Z,6,4,6,5,4,4,6,3,0,3,11,0,9,5,3,6,2,0,5,6,5,-2,4,12,5,3,5,3,3,4,2,5,6,0,0,3,0,0,4,2,4,4,3,7,2,-3,4,6,-2,2,2,2,0,0,0,4,6,6,4,0,0,2,4,3,0,0,0,0,2,7,2,9,0,4,5,4,0,7,7
2017-01-02T02:00:00Z,1,4,8,6,6,4,6,5,0,6,10,0,8,4,9,4,3,0,5,7,3,1,6,8,4,4,0,5,0,4,3,4,5,0,0,6,0,6,6,3,2,6,2,9,6,-1,9,3,0,4,2,6,0,0,0,5,7,4,4,0,0,4,2,0,0,0,3,0,6,5,3,10,0,4,1,5,0,6,1
2017-01-02T03:00:00Z,2,6,1,5,4,-1,-2,1,0,4,9,0,7,3,5,3,2,0,6,6,5,1,3,9,3,4,0,6,-1,4,3,3,4,0,0,6,0,6,5,4,5,3,2,5,4,0,1,5,2,5,1,4,0,0,0,2,7,6,1,0,0,4,2,2,0,0,2,0,10,7,1,11,0,2,6,5,0,2,3
2017-01-02T04:00:00Z,6,4,6,5,4,10,6,-2,0,10,10,0,7,6,5,3,5,0,4,3,9,2,1,8,4,1,4,8,2,4,2,3,6,0,0,3,0,8,6,8,-1,3,4,8,4,1,0,5,4,4,5,8,0,0,0,4,6,3,5,0,0,2,4,2,0,0,6,0,0,4,6,10,0,4,6,3,0,4,5
2017-01-02T05:00:00Z,2,4,7,6,1,5,4,3,0,6,8,0,7,3,6,7,8,0,5,6,5,0,0,4,4,5,2,6,1,4,3,5,7,0,0,2,0,5,-2,0,-2,3,2,6,4,-2,3,3,3,4,1,7,0,0,0,2,5,3,6,0,0,5,3,4,0,0,0,0,2,6,6,10,0,5,3,3,0,2,6
2017-01-02T06:00:00Z,3,4,8,5,4,3,8,2,0,5,5,0,5,4,6,6,1,0,3,9,6,-1,4,5,4,5,4,4,1,3,1,2,8,0,0,2,0,4,4,2,3,-1,1,8,3,0,3,3,2,5,2,6,0,0,0,2,2,5,6,0,0,3,6,4,0,0,4,0,2,8,4,11,0,4,2,8,0,3,5
2017-01-02T07:00:00Z,2,3,11,5,3,8,6,3,0,8,6,0,6,1,7,4,3,0,4,7,3,-3,5,5,5,8,6,3,5,2,6,4,6,0,0,2,0,9,7,2,1,-1,2,8,4,-1,0,5,2,3,1,6,0,0,0,1,4,4,6,0,0,8,1,4,0,0,0,0,3,8,3,12,0,2,2,3,0,3,3
2017-01-02T08:00:00Z,0,4,8,7,3,4,4,2,0,10,9,0,9,4,9,7,4,0,5,7,3,-1,2,5,4,6,4,5,6,3,4,5,6,0,0,3,0,5,3,0,3,2,3,10,3,-1,4,5,3,5,3,8,0,0,0,5,7,4,2,0,0,3,7,4,0,0,4,0,4,0,5,11,0,4,6,5,0,3,6
2017-01-02T09:00:00Z,1,5,8,8,4,8,9,2,0,9,10,0,15,4,9,9,0,0,2,6,8,3,4,5,5,7,8,5,1,2,3,5,5,0,0,4,0,5,4,8,2,2,4,7,2,2,5,6,2,4,6,7,0,0,0,9,5,4,6,0,0,7,13,3,0,0,6,0,5,0,4,8,0,4,10,4,0,4,6
2017-01-02T10:00:00Z,0,4,11,3,3,10,8,2,0,5,8,0,14,3,11,7,3,0,5,7,4,5,6,6,5,8,6,4,3,4,3,7,8,0,0,4,0,4,8,4,6,2,4,8,4,4,5,5,4,3,4,6,0,0,0,1,7,7,3,0,0,10,6,3,0,0,4,0,7,8,6,9,0,7,8,6,0,3,6
2017-01-02T11:00:00Z,4,5,12,4,5,9,9,1,0,7,8,0,9,3,11,6,3,0,3,8,4,5,6,14,2,4,8,2,3,4,2,5,7,0,0,4,0,4,6,3,4,4,5,8,10,1,7,5,6,4,4,5,0,0,0,8,7,5,14,0,0,12,5,7,0,0,4,0,13,8,5,12,0,4,5,7,0,5,4
2017-01-02T12:00:00Z,3,3,10,6,8,8,10,10,0,10,8,0,12,4,11,6,4,0,3,7,7,2,6,18,1,4,6,4,4,2,4,4,6,0,0,5,0,5,10,6,6,4,3,8,5,3,6,5,4,4,7,3,0,0,0,5,6,8,15,0,0,6,6,6,0,0,3,0,18,12,3,12,0,4,8,6,0,6,5
2017-01-02T13:00:00Z,2,5,9,9,3,8,8,5,0,4,9,0,17,6,8,4,3,0,4,5,6,1,8,16,1,6,5,4,3,3,1,4,6,0,0,6,0,6,12,8,7,10,2,10,4,5,2,8,4,8,8,3,0,0,0,9,6,7,10,0,0,8,6,8,0,0,2,0,16,11,4,31,0,8,6,6,0,5,5
2017-01-02T14:00:00Z,3,3,7,11,5,7,6,1,0,6,11,0,14,5,7,6,4,0,6,5,12,4,8,8,2,4,7,4,8,2,2,3,10,0,0,6,0,4,12,8,7,5,2,8,2,7,4,8,5,6,11,4,0,0,0,9,9,4,0,0,0,6,8,6,0,0,3,0,13,12,5,8,0,0,7,3,0,2,6
2017-01-02T15:00:00Z,3,1,10,11,5,12,11,5,0,8,11,0,13,7,12,8,5,0,7,6,21,4,9,7,5,5,6,5,13,2,4,4,3,0,0,7,0,9,12,11,8,5,6,9,4,7,3,5,7,10,14,4,0,0,0,7,9,4,10,0,0,9,13,8,0,0,5,0,14,14,6,16,0,3,5,6,0,7,12
2017-01-02T16:00:00Z,2,3,16,8,6,19,15,0,0,15,18,0,14,8,16,14,9,0,9,11,13,5,11,8,2,11,5,5,4,2,5,3,18,0,0,6,0,15,14,17,11,3,8,10,6,7,9,7,3,10,20,10,0,0,0,7,9,3,9,0,0,14,12,16,0,0,7,0,21,23,5,15,0,7,5,8,0,13,14
2017-01-02T17:00:00Z,2,1,16,6,8,20,17,0,0,15,40,0,17,12,15,12,21,0,9,8,16,4,13,11,1,21,10,6,8,2,7,4,16,0,0,11,0,14,18,24,13,9,8,19,6,3,5,8,3,11,17,13,0,0,0,9,8,8,13,0,0,11,11,14,0,0,7,0,25,33,5,16,0,6,14,10,0,9,16
2017-01-02T18:00:00Z,3,2,20,6,11,22,14,3,0,17,47,0,19,13,14,16,14,0,11,12,13,6,18,17,4,19,14,6,4,2,8,3,11,0,0,9,0,15,21,29,16,8,11,18,4,6,8,15,6,15,21,24,0,0,0,6,10,14,14,0,0,9,12,14,0,0,9,0,23,37,6,29,0,15,15,15,0,12,18
2017-01-02T19:00:00Z,2,2,21,7,10,16,12,9,0,26,107,0,19,13,18,17,12,0,8,18,11,7,16,6,5,21,14,6,6,2,3,1,12,0,0,10,0,18,22,34,18,12,11,14,11,18,10,13,7,20,24,28,0,0,0,9,12,14,12,0,0,8,13,23,0,0,7,0,24,25,3,47,0,16,13,9,0,12,18
2017-01-02T20:00:00Z,2,5,16,10,9,18,13,7,0,19,108,0,21,19,13,19,10,0,10,20,11,10,16,14,5,20,19,5,7,1,5,5,16,0,0,10,0,17,25,30,22,8,7,20,15,24,27,16,6,15,24,30,0,0,0,15,13,17,12,0,0,8,16,21,0,0,4,0,19,34,3,29,0,12,12,16,0,14,17
2017-01-02T21:00:00Z,1,1,16,18,11,15,8,9,0,17,66,0,22,21,12,20,12,0,12,12,13,9,17,40,6,16,19,3,1,1,3,4,18,0,0,9,0,20,21,30,19,5,8,27,11,30,11,22,4,10,20,28,0,0,0,16,11,31,7,0,0,13,14,21,0,0,5,0,18,23,6,32,0,11,20,22,0,11,15
2017-01-02T22:00:00Z,1,4,18,26,20,12,8,8,0,19,68,0,27,16,6,21,12,0,11,10,8,10,13,10,4,16,28,3,1,1,2,4,18,0,0,9,0,25,26,29,17,5,6,25,9,26,9,22,7,10,18,28,0,0,0,15,12,32,14,0,0,11,14,18,0,0,5,0,15,19,4,33,0,9,18,20,0,10,12
2017-01-02T23:00:00Z,2,3,13,15,16,9,6,3,0,10,62,0,27,14,2,17,11,0,10,6,8,14,10,8,0,11,27,1,6,1,4,3,18,0,0,10,0,21,28,26,16,4,4,19,10,26,4,23,4,13,21,25,0,0,0,8,15,32,2,0,0,13,15,14,0,0,2,0,0,22,3,33,0,7,17,23,0,8,4
2017-01-03T00:00:00Z,4,1,8,10,15,9,4,2,0,11,102,11,25,15,3,19,12,0,7,5,7,12,9,10,2,12,26,1,3,1,3,1,17,11,0,6,1,25,24,18,18,2,5,20,6,22,2,21,4,13,15,19,5,0,0,13,16,28,4,0,0,10,20,14,0,0,3,0,2,17,2,31,0,5,20,26,2,3,8
2017-01-03T01:00:00Z,0,1,10,6,14,8,2,0,0,10,90,0,23,10,3,19,9,0,10,4,10,11,8,4,2,12,19,3,0,1,0,2,21,0,0,4,0,20,23,17,16,7,6,18,4,20,2,21,3,13,16,19,0,0,0,7,14,15,3,0,0,13,11,11,0,0,2,0,0,10,4,15,0,2,14,16,0,3,9
2017-01-03T02:00:00Z,0,2,9,6,18,8,5,1,0,10,67,0,20,10,3,18,8,0,16,4,11,11,9,5,2,13,16,2,1,1,2,0,20,0,0,7,0,17,18,17,10,5,8,17,6,16,-1,19,5,14,14,13,0,0,0,4,14,5,3,0,0,9,17,14,0,0,5,0,3,9,5,15,0,-1,5,5,0,2,6
2017-01-03T03:00:00Z,0,-1,4,4,14,8,3,1,0,10,59,0,20,8,1,15,8,0,11,2,6,11,2,2,2,15,10,2,1,1,1,0,20,0,0,8,0,16,15,14,6,3,4,17,5,6,2,19,3,12,13,9,0,0,0,8,11,4,6,0,0,10,18,15,0,0,2,0,-1,9,3,14,0,2,2,0,0,4,5
2017-01-03T04:00:00Z,2,0,7,3,12,3,3,0,0,8,37,0,15,4,-1,14,7,0,9,3,8,9,5,1,1,10,2,3,1,1,2,3,19,0,0,8,0,13,13,10,6,-2,0,14,2,0,3,14,0,14,8,15,0,0,0,8,11,4,3,0,0,12,16,18,0,0,0,0,1,8,1,16,0,2,1,1,0,4,6
2017-01-03T05:00:00Z,2,2,3,6,12,4,5,1,0,7,32,0,17,2,0,15,3,0,5,4,4,8,6,-2,0,8,1,3,0,1,0,4,17,0,0,13,0,15,9,10,7,2,3,15,4,0,0,17,2,17,5,15,0,0,0,7,10,3,1,0,0,12,13,16,0,0,-1,0,3,12,3,15,0,2,5,3,0,6,5
2017-01-03T06:00:00Z,1,1,8,5,8,6,3,2,0,8,36,0,13,4,1,13,6,0,2,9,3,7,7,1,-2,10,0,3,4,1,3,4,16,0,0,15,0,13,6,8,4,2,3,12,3,-1,2,17,4,17,2,14,0,0,0,7,12,3,4,0,0,9,8,14,0,0,-2,0,-1,18,2,9,0,-1,3,2,0,6,6
2017-01-03T07:00:00Z,3,3,3,2,8,9,6,-1,0,12,38,0,13,3,6,14,7,0,5,18,5,7,8,0,-2,10,3,3,3,0,3,3,15,0,0,9,0,11,9,10,7,4,4,8,3,-1,1,17,2,17,5,14,0,0,0,10,12,6,2,0,0,10,10,15,0,0,-1,0,6,20,1,21,0,3,2,4,0,2,10
2017-01-03T08:00:00Z,0,1,5,6,8,7,7,2,0,14,41,0,14,4,6,10,4,0,3,8,5,1,4,3,-1,8,3,1,1,1,3,1,13,0,7,6,0,12,9,10,6,2,4,10,1,0,1,18,3,12,6,23,0,0,0,10,13,4,7,0,0,27,5,10,0,0,-2,0,2,20,3,20,0,0,3,3,0,6,6
2017-01-03T09:00:00Z,2,-1,8,5,9,7,10,2,0,16,46,0,20,7,1,7,4,0,2,13,7,6,8,1,-2,12,1,1,0,1,2,1,15,0,6,6,0,14,8,7,6,1,1,10,5,1,1,21,2,10,6,18,0,0,0,12,12,5,5,0,0,17,7,6,0,0,0,0,9,17,2,20,0,2,4,4,0,7,7
2017-01-03T10:00:00Z,3,0,9,4,10,6,11,1,0,18,51,0,17,14,7,9,6,0,5,14,5,13,8,2,-1,6,2,1,0,1,1,2,13,0,19,8,0,14,11,10,17,4,4,14,4,2,0,21,3,11,8,10,0,0,0,12,12,2,13,0,11,13,6,12,0,0,2,0,4,9,1,10,0,4,4,2,0,6,8
2017-01-03T11:00:00Z,-1,0,6,6,11,7,8,5,0,19,16,0,17,18,7,8,5,0,4,12,38,9,6,4,-3,4,2,4,2,1,-2,4,12,0,14,9,0,8,10,9,9,5,4,14,5,1,0,14,3,9,6,11,0,0,0,10,12,3,8,0,0,23,8,10,0,0,0,0,4,10,2,11,0,4,2,2,0,6,8
2017-01-03T12:00:00Z,-1,-2,9,5,10,4,15,8,0,26,10,0,14,15,6,11,12,0,3,13,73,4,2,2,-3,9,7,2,6,1,2,3,16,0,13,10,0,13,6,9,6,5,3,13,4,2,4,14,-1,9,15,10,0,0,0,17,8,6,14,0,0,16,8,12,0,0,0,0,4,15,0,12,0,0,4,2,0,6,5
2017-01-03T13:00:00Z,0,0,14,3,9,6,8,5,0,25,6,0,12,7,3,14,7,0,3,11,89,0,4,4,1,4,5,1,2,1,4,2,15,0,8,6,0,11,12,8,7,2,3,10,5,3,-1,14,3,9,13,3,0,0,0,8,7,2,12,0,0,9,9,12,0,0,3,0,6,9,1,12,0,2,4,1,0,8,8
2017-01-03T14:00:00Z,2,2,25,7,7,5,10,4,0,27,7,0,6,3,1,12,4,0,3,6,83,0,3,1,2,8,0,2,4,1,3,2,9,0,6,6,0,7,11,8,6,5,1,9,3,4,5,12,4,11,18,-1,0,0,0,10,6,6,13,0,0,5,2,10,0,0,1,0,5,9,4,8,0,2,2,4,0,0,6
2017-01-03T15:00:00Z,2,1,15,6,6,5,10,6,0,20,9,0,4,4,5,11,20,0,2,9,14,0,8,4,1,12,0,2,5,1,1,3,13,0,7,6,0,5,7,9,6,3,4,8,6,2,4,9,2,8,12,0,0,0,0,4,8,6,12,0,9,6,5,9,0,0,2,0,10,16,2,6,0,1,2,3,0,2,5
2017-01-03T16:00:00Z,0,2,7,4,5,5,10,4,0,7,6,0,10,4,6,9,8,0,6,13,4,0,5,6,1,14,3,0,4,1,1,2,7,0,9,4,0,9,7,8,6,5,-1,11,2,2,4,14,4,9,11,4,0,0,0,7,9,1,12,0,5,15,4,7,0,5,1,0,5,13,0,10,0,3,3,4,0,3,6
2017-01-03T17:00:00Z,4,2,9,6,10,6,13,2,0,6,8,0,13,5,5,12,5,0,6,14,7,0,3,5,2,13,3,2,8,1,3,3,7,0,10,10,0,11,6,7,6,5,2,12,10,2,1,20,1,8,9,2,0,0,0,6,10,6,4,0,8,15,6,7,0,10,0,0,10,12,5,10,0,1,5,3,0,5,7
2017-01-03T18:00:00Z,6,2,7,3,9,6,7,6,0,7,8,0,13,8,4,19,5,0,4,14,6,0,6,6,4,11,6,0,2,1,2,2,13,0,14,5,0,7,13,13,6,3,4,15,3,0,3,18,2,9,9,5,0,0,0,8,11,6,12,0,8,11,7,10,0,-3,1,0,5,14,2,9,0,5,5,3,0,9,4
2017-01-03T19:00:00Z,7,2,8,4,11,4,10,2,0,9,6,0,14,7,4,11,5,0,5,12,3,0,3,4,1,9,2,4,3,1,1,2,16,0,14,3,0,12,8,11,8,7,2,20,3,3,2,19,5,10,8,10,0,0,0,17,12,4,0,0,12,9,12,16,0,10,4,0,9,19,3,11,0,8,3,3,0,6,8
2017-01-03T20:00:00Z,7,2,6,3,10,6,8,3,0,8,4,0,12,4,7,10,6,0,7,15,7,0,9,4,-1,12,3,4,2,1,1,3,13,0,8,6,0,11,8,10,8,6,3,17,3,2,2,13,3,8,5,8,0,0,0,13,9,6,8,0,13,16,6,14,0,4,4,0,6,11,4,10,0,4,1,0,0,2,6
2017-01-03T21:00:00Z,5,2,6,6,13,5,3,3,0,8,8,0,15,7,2,10,7,0,6,10,5,0,6,3,1,8,0,3,4,1,1,2,11,0,10,5,0,12,10,8,6,2,2,14,4,-3,0,11,3,12,5,11,0,0,0,9,7,4,3,0,7,11,7,11,0,2,-2,0,2,16,3,7,0,2,4,0,0,4,4
2017-01-03T22:00:00Z,4,3,6,3,10,4,4,4,0,5,7,0,11,4,4,8,4,0,4,7,7,0,1,4,-3,12,0,2,3,1,3,2,10,0,7,3,0,4,9,4,4,0,1,13,2,-1,-3,12,4,11,4,10,0,0,0,2,8,4,2,0,14,5,6,14,0,2,-1,0,6,13,2,9,0,2,6,2,0,3,5
2017-01-03T23:00:00Z,5,2,4,5,8,6,3,4,0,1,5,0,12,4,1,10,3,0,4,7,5,0,8,2,-4,11,0,2,2,1,3,1,8,0,9,3,0,8,7,9,5,-1,0,12,2,-2,0,12,4,9,3,10,0,0,0,4,12,6,19,0,11,5,6,10,0,6,-1,0,0,12,3,10,0,5,4,0,0,2,4
2017-01-04T00:00:00Z,4,1,7,2,6,0,2,3,0,4,5,8,6,6,4,7,4,0,5,7,8,0,5,1,-2,8,2,5,9,1,2,0,10,0,4,3,4,9,7,4,4,4,3,8,4,-1,0,9,4,8,2,5,4,0,0,4,10,7,10,0,10,3,8,4,0,2,-1,0,0,6,2,8,0,3,3,4,9,2,2
