,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.918235, 52.481346)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.147572, 50.840836)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.441614, 51.48879)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-7.900328, 54.43951)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-0.379916, 50.832947)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-01-01T00:00:00Z,8,0,24,7,10,11,2,0,18,0,25,4,11,9,7,8,0,11,2,0,10,9,14,6,4,5,0,7,3,2,0,0,3,0,5,12,0,9,4,6,5,10,10,0,15,0,14,9,13,6,3,10,0,6,0,0,5,4,7,6,7,0,0,4,0,9,8,0,10,6,3,8,4,10,12,15,0,0,4,0
2018-01-01T01:00:00Z,7,0,8,7,8,6,6,0,7,0,4,0,3,2,4,8,0,8,2,0,1,7,8,4,4,3,0,3,0,2,0,0,3,0,3,5,0,4,2,6,4,5,11,0,11,0,5,3,12,2,4,6,0,5,4,0,7,4,9,11,0,0,0,5,0,8,4,0,10,0,2,8,5,2,10,12,0,0,7,0
2018-01-01T02:00:00Z,4,0,4,7,4,0,4,0,6,0,6,0,1,7,3,51,0,9,3,0,1,6,4,2,8,7,0,3,3,3,0,0,2,0,2,6,0,3,2,5,3,8,11,0,5,0,2,2,8,2,0,9,0,5,2,0,8,3,7,12,2,0,0,3,0,5,5,0,8,2,3,9,4,2,6,12,0,0,11,0
2018-01-01T03:00:00Z,3,0,4,9,3,3,3,0,7,0,3,0,0,5,2,8,0,12,4,0,1,2,5,2,8,8,0,0,2,2,0,0,-1,0,2,5,0,2,-2,6,2,4,6,0,3,0,1,5,2,1,2,7,0,9,1,0,9,2,8,9,0,0,0,4,0,14,6,0,2,2,3,10,3,0,6,5,0,0,10,0
2018-01-01T04:00:00Z,7,0,6,5,2,4,5,0,10,0,5,0,1,7,2,5,0,10,3,0,2,5,3,5,6,4,0,0,0,2,0,0,-1,0,2,6,0,2,0,7,1,3,4,0,2,0,0,3,5,2,2,3,0,6,2,0,11,6,7,10,0,0,0,4,0,7,4,0,6,1,0,12,3,1,4,6,0,0,4,0
2018-01-01T05:00:00Z,3,0,5,6,3,3,2,0,17,0,4,0,3,6,4,6,0,12,3,0,0,4,4,1,8,8,0,2,-2,3,0,0,-1,0,3,4,0,3,2,6,2,3,4,0,5,0,1,1,3,-1,4,3,0,6,1,0,10,6,5,15,0,0,0,5,0,2,2,0,4,2,0,13,2,0,5,4,0,0,0,0
2018-01-01T06:00:00Z,3,0,5,6,5,2,4,0,14,0,6,0,6,5,6,7,0,14,5,0,-1,3,3,2,6,11,0,-2,0,4,0,0,2,0,5,4,0,5,2,6,4,4,5,0,7,0,3,2,8,0,3,4,0,4,2,0,3,8,6,22,3,0,0,2,0,4,3,0,7,1,4,12,5,1,5,5,0,0,2,0
2018-01-01T07:00:00Z,4,0,5,6,6,1,3,0,12,0,6,0,4,5,2,11,0,11,6,0,1,8,7,5,4,10,0,0,2,3,0,0,1,0,7,7,0,6,0,5,3,3,4,0,6,0,2,-1,5,1,0,3,0,6,9,0,2,10,8,18,1,0,0,4,0,6,4,0,5,3,2,15,4,9,8,4,0,0,2,0
2018-01-01T08:00:00Z,1,0,6,6,7,5,3,0,10,0,5,0,7,5,6,11,0,12,4,0,3,5,6,2,8,11,0,2,3,5,0,0,3,0,8,5,0,7,3,5,3,2,5,0,5,0,2,2,8,1,3,4,0,8,5,0,2,2,8,12,3,0,0,6,0,6,6,0,10,4,5,5,6,5,7,5,0,0,0,0
2018-01-01T09:00:00Z,3,0,6,7,6,5,5,0,9,0,6,0,8,6,4,10,0,9,4,0,1,7,9,2,8,6,0,3,2,5,0,0,5,0,9,4,0,8,10,8,3,6,6,0,6,0,1,2,9,2,4,3,0,5,5,0,0,4,4,3,5,0,0,11,0,6,5,0,5,3,3,7,6,5,9,2,0,0,3,0
2018-01-01T10:00:00Z,1,0,7,4,8,4,7,0,6,0,4,0,5,2,4,10,0,10,4,0,1,8,9,3,7,3,0,4,6,5,0,0,4,0,9,7,0,9,7,7,4,3,8,0,8,0,3,3,10,3,5,7,0,5,9,0,2,1,5,4,6,0,0,4,0,6,3,0,4,0,3,9,7,6,7,7,0,0,6,0
2018-01-01T11:00:00Z,3,0,9,6,6,5,6,0,5,0,4,0,8,3,5,16,0,9,5,0,2,9,10,3,6,4,0,6,1,5,0,0,0,0,8,7,0,8,7,9,5,4,6,0,7,0,5,2,8,3,5,5,0,8,6,0,2,2,5,6,7,0,0,7,0,6,6,0,3,2,2,6,7,3,9,4,0,0,6,0
2018-01-01T12:00:00Z,4,0,3,4,6,4,6,0,6,0,3,0,6,5,3,5,0,7,6,0,1,8,6,7,5,4,0,4,6,4,0,0,4,0,6,6,0,6,6,7,5,8,8,0,5,0,3,6,14,5,8,5,0,8,1,0,3,3,8,5,1,0,0,10,0,10,5,0,1,0,2,4,5,6,9,3,0,0,9,0
2018-01-01T13:00:00Z,2,0,2,7,6,3,6,0,6,0,5,0,5,4,4,11,0,11,4,0,3,6,0,7,5,4,0,4,4,2,0,0,3,0,5,13,0,5,1,7,5,11,9,0,6,0,3,4,8,5,10,5,0,5,3,0,9,3,8,7,2,0,0,5,0,7,5,0,-3,3,1,6,2,10,9,3,0,0,7,0
2018-01-01T14:00:00Z,1,0,5,5,4,2,4,0,6,0,5,0,3,10,4,14,0,14,3,0,1,5,5,6,6,3,0,5,3,1,0,0,3,0,3,10,0,2,2,7,4,10,9,0,8,0,4,2,9,5,8,4,0,4,4,0,7,3,6,8,1,0,0,4,0,6,5,0,-3,2,4,9,4,6,7,4,0,0,11,0
2018-01-01T15:00:00Z,5,0,6,8,3,2,4,0,11,0,3,0,3,4,3,11,0,11,4,0,1,4,6,2,6,3,0,6,-2,1,0,0,0,0,3,9,0,3,3,6,3,6,7,0,5,0,2,5,4,6,7,4,0,4,4,0,7,5,5,9,1,0,0,3,0,8,3,0,7,0,7,9,7,4,10,8,0,0,9,0
2018-01-01T16:00:00Z,0,0,8,4,6,4,8,0,8,0,5,0,7,7,12,8,0,10,4,0,1,4,10,11,16,4,0,8,5,2,0,0,1,0,3,4,0,3,4,7,3,6,4,0,7,0,2,3,9,8,8,6,0,6,3,0,7,6,3,9,2,0,0,5,0,7,8,0,3,3,6,6,4,0,7,5,0,0,7,0
2018-01-01T17:00:00Z,3,0,4,5,7,2,5,0,8,0,7,0,4,6,3,9,0,8,5,0,3,6,5,3,10,7,0,7,1,1,0,0,2,0,4,6,0,4,5,8,3,1,2,0,10,0,0,10,10,3,4,7,0,8,4,0,10,6,5,8,4,0,0,5,0,6,2,0,4,4,9,6,5,0,6,0,0,0,12,0
2018-01-01T18:00:00Z,5,0,6,2,6,2,6,0,12,0,5,0,4,5,0,9,0,9,0,0,2,7,4,4,15,9,0,4,5,2,0,0,4,0,4,6,0,5,4,8,4,4,2,0,12,0,4,11,14,1,6,5,0,6,2,0,7,8,2,9,5,0,0,5,0,5,4,0,6,4,4,9,2,6,6,5,0,0,8,0
2018-01-01T19:00:00Z,5,0,4,8,5,1,4,0,13,0,4,0,3,4,6,8,0,12,4,0,1,8,6,5,5,7,0,4,3,2,0,0,2,0,3,5,0,4,2,6,1,4,5,0,12,0,1,8,6,1,6,4,0,5,4,0,9,5,4,9,4,0,0,2,0,7,0,0,5,3,4,11,2,5,9,5,0,0,4,0
2018-01-01T20:00:00Z,2,0,6,7,4,2,7,0,9,0,6,0,5,8,4,8,0,9,3,0,1,5,5,8,4,5,0,5,-1,1,0,0,0,0,3,5,0,3,1,5,2,2,3,0,11,0,0,4,8,2,2,1,0,5,3,0,6,5,2,8,2,0,0,5,0,6,2,0,3,2,3,10,5,5,6,6,0,0,8,0
2018-01-01T21:00:00Z,3,0,6,11,6,2,6,0,6,0,8,0,2,4,2,10,0,7,3,0,0,4,6,5,3,7,0,2,3,2,0,0,0,0,3,3,0,3,2,5,2,0,3,0,8,0,0,5,6,-2,4,3,0,9,4,0,6,6,4,6,4,0,0,4,0,3,1,0,6,4,4,9,3,5,9,5,0,0,5,0
2018-01-01T22:00:00Z,1,0,7,8,4,1,4,0,6,0,2,0,2,6,0,8,0,9,2,0,0,3,6,12,4,5,0,3,1,3,0,0,3,0,3,1,0,3,6,4,3,1,2,0,6,0,1,2,8,3,3,5,0,6,5,0,6,5,4,18,4,0,0,4,0,2,2,0,6,4,0,12,4,0,7,4,0,0,4,0
2018-01-01T23:00:00Z,0,0,6,8,4,1,5,0,11,0,8,0,0,8,2,9,0,12,3,0,0,5,3,10,4,5,0,4,2,3,0,0,1,0,4,1,0,3,4,5,0,1,2,0,7,0,1,5,3,2,2,4,0,5,9,0,6,5,4,12,4,0,0,5,0,5,4,0,4,5,0,9,5,5,7,4,0,0,-1,0
2018-01-02T00:00:00Z,-1,0,6,10,4,5,3,0,12,0,5,8,1,9,-1,8,0,9,2,0,0,4,6,13,4,5,0,2,3,3,0,0,1,0,3,2,0,4,2,5,2,2,4,0,7,0,0,0,2,2,4,4,0,5,-2,0,9,3,5,9,2,0,0,5,0,5,3,0,4,-2,2,9,3,4,8,6,0,0,4,0
2018-01-02T01:00:00Z,-1,0,7,10,5,3,5,0,11,0,6,0,1,10,2,9,0,10,2,0,2,6,5,7,6,6,0,2,2,3,0,0,1,0,3,2,0,3,4,7,1,3,4,0,7,0,2,2,3,2,1,5,0,3,2,0,7,6,7,9,1,0,0,0,0,4,6,0,8,1,0,13,3,8,10,5,0,0,1,0
2018-01-02T02:00:00Z,1,0,8,11,5,6,6,0,8,0,6,0,3,10,6,9,0,14,5,0,4,3,4,6,4,7,0,1,4,3,0,0,0,0,5,2,0,4,1,6,4,1,2,0,7,0,2,4,4,1,3,5,0,7,0,0,5,7,6,6,2,0,0,4,0,5,4,0,3,3,1,26,2,7,10,8,0,0,1,0
2018-01-02T03:00:00Z,0,0,7,14,6,7,7,0,7,0,10,0,4,10,4,9,0,14,7,0,4,5,9,4,6,7,0,2,1,3,0,0,-1,0,6,5,0,5,4,7,6,5,5,0,4,0,5,4,7,0,4,4,0,9,4,0,5,7,6,8,2,0,0,5,0,8,8,0,6,2,2,11,2,3,9,7,0,0,0,0
2018-01-02T04:00:00Z,2,0,5,7,4,6,8,0,10,0,7,0,1,4,3,7,0,11,7,0,5,7,3,8,5,9,0,0,4,3,0,0,4,0,6,1,0,6,3,10,6,3,8,0,9,0,2,4,8,1,2,6,0,9,4,0,7,5,6,7,4,0,0,5,0,8,8,0,6,3,-2,10,3,9,9,5,0,0,7,0
2018-01-02T05:00:00Z,2,0,6,10,5,7,3,0,11,0,8,0,4,11,2,4,0,10,5,0,4,5,7,6,7,7,0,2,-1,3,0,0,3,0,7,4,0,7,2,5,4,5,6,0,4,0,4,2,7,0,2,6,0,10,3,0,3,9,8,7,6,0,0,5,0,11,6,0,6,4,2,16,4,4,7,5,0,0,2,0
2018-01-02T06:00:00Z,0,0,8,8,7,12,3,0,9,0,5,0,3,4,5,6,0,13,5,0,4,8,6,3,9,9,0,4,3,7,0,0,4,0,8,7,0,7,4,8,4,4,8,0,8,0,0,2,8,3,3,5,0,9,6,0,2,7,10,9,6,0,0,6,0,8,6,0,14,0,3,18,6,6,9,12,0,0,8,0
2018-01-02T07:00:00Z,0,0,5,7,6,8,8,0,18,0,5,0,5,2,9,11,0,11,6,0,4,9,9,5,8,7,0,7,6,8,0,0,6,0,9,5,0,8,6,9,4,6,10,0,11,0,3,4,10,6,4,8,0,7,5,0,-1,10,5,11,3,0,0,6,0,10,5,0,9,0,4,9,3,9,15,4,0,0,5,0
2018-01-02T08:00:00Z,2,0,0,7,5,14,4,0,7,0,9,0,5,5,5,11,0,13,6,0,1,8,4,4,10,9,0,2,4,7,0,0,6,0,8,8,0,8,7,11,7,10,9,0,9,0,5,2,9,4,4,8,0,9,7,0,0,6,6,7,9,0,0,10,0,14,3,0,7,9,4,8,2,5,11,5,0,0,4,0
2018-01-02T09:00:00Z,3,0,8,7,9,13,1,0,6,0,4,0,8,10,3,12,0,12,7,0,4,7,9,4,11,5,0,7,4,7,0,0,-1,0,8,9,0,9,5,9,11,5,8,0,4,0,3,5,10,5,2,8,0,9,4,0,2,6,6,6,9,0,0,4,0,11,4,0,4,3,5,8,6,2,7,4,0,0,3,0
2018-01-02T10:00:00Z,3,0,8,7,9,11,8,0,6,0,11,0,6,4,6,12,0,8,7,0,6,10,10,6,8,10,0,4,4,3,0,0,1,0,9,8,0,9,10,7,10,8,14,0,6,0,1,7,13,3,6,7,0,10,3,0,10,4,7,5,0,0,0,9,0,10,2,0,10,6,3,7,5,8,5,4,0,0,8,0
2018-01-02T11:00:00Z,4,0,6,6,11,4,4,0,4,0,8,0,10,6,2,21,0,6,3,0,0,10,7,9,6,6,0,1,5,2,0,0,8,0,7,9,0,9,5,6,7,5,10,0,8,0,3,8,13,4,6,8,0,7,4,0,6,3,10,12,0,0,0,10,0,21,3,0,2,9,7,7,11,2,6,10,0,0,8,0
2018-01-02T12:00:00Z,8,0,4,9,5,8,4,0,6,0,0,0,7,9,3,12,0,6,5,0,3,9,3,6,6,5,0,7,3,4,0,0,3,0,4,8,0,7,7,5,3,7,6,0,9,0,6,8,13,4,11,7,0,6,2,0,14,-1,4,20,0,0,0,12,0,14,6,0,3,2,4,17,6,8,8,7,0,0,4,0
2018-01-02T13:00:00Z,4,0,3,12,6,5,7,0,6,0,12,0,2,17,2,9,0,12,2,0,2,8,6,10,6,4,0,3,5,5,0,0,4,0,1,3,0,3,13,-1,1,10,9,0,5,0,3,4,11,7,13,9,0,6,-3,0,18,4,2,19,0,0,0,6,0,9,1,0,1,9,2,20,3,3,7,9,0,0,6,0
2018-01-02T14:00:00Z,3,0,7,16,5,7,9,0,19,0,19,0,1,18,8,5,0,15,1,0,2,7,2,15,7,4,0,5,7,4,0,0,0,0,1,6,0,1,2,3,5,9,7,0,4,0,7,3,3,4,7,4,0,5,3,0,20,6,2,20,4,0,0,2,0,10,6,0,4,3,5,27,2,11,8,12,0,0,5,0
2018-01-02T15:00:00Z,4,0,9,19,6,9,4,0,21,0,19,0,3,19,4,6,0,23,3,0,2,8,13,16,8,7,0,5,10,7,0,0,0,0,5,6,0,3,5,8,3,8,7,0,7,0,7,6,13,6,5,6,0,5,10,0,20,6,12,23,8,0,0,9,0,14,10,0,10,3,4,25,3,6,11,9,0,0,4,0
2018-01-02T16:00:00Z,0,0,8,20,8,13,4,0,23,0,19,0,8,18,8,8,0,26,4,0,3,8,8,15,7,10,0,6,5,9,0,0,4,0,12,10,0,9,12,8,7,9,9,0,9,0,8,7,16,6,4,10,0,8,17,0,16,10,9,23,13,0,0,8,0,18,7,0,16,6,11,22,5,8,13,9,0,0,7,0
2018-01-02T17:00:00Z,3,0,11,17,11,13,8,0,29,0,18,0,10,13,12,10,0,26,10,0,9,13,11,16,12,13,0,4,5,10,0,0,6,0,18,8,0,15,15,13,8,11,13,0,11,0,10,11,22,10,3,9,0,9,14,0,15,14,10,23,10,0,0,18,0,11,9,0,10,9,11,24,0,7,9,14,0,0,12,0
2018-01-02T18:00:00Z,3,0,17,6,16,20,6,0,24,0,13,0,14,11,12,11,0,24,10,0,10,23,19,27,9,15,0,4,5,11,0,0,10,0,18,8,0,19,18,16,8,11,12,0,14,0,9,7,22,12,6,12,0,14,0,0,15,12,8,14,12,0,0,19,0,10,11,0,10,7,14,14,10,5,6,11,0,0,13,0
2018-01-02T19:00:00Z,4,0,14,11,14,13,5,0,21,0,9,0,12,11,11,17,0,20,8,0,9,23,12,18,6,14,0,4,9,10,0,0,9,0,17,9,0,17,20,16,11,4,8,0,18,0,6,3,17,16,3,8,0,20,0,0,11,14,7,16,11,0,0,20,0,11,14,0,14,2,6,11,7,5,9,6,0,0,9,0
2018-01-02T20:00:00Z,7,0,17,2,16,9,4,0,16,0,6,0,10,2,0,19,0,22,6,0,6,13,10,7,10,14,0,6,9,9,0,0,9,0,15,12,0,18,10,19,14,14,7,0,15,0,10,12,14,1,7,15,0,14,0,0,12,14,15,17,7,0,0,16,0,10,7,0,9,6,7,10,7,3,10,11,0,0,4,0
2018-01-02T21:00:00Z,12,0,0,3,8,9,8,0,11,0,7,0,5,2,0,13,0,19,2,0,9,6,15,4,8,9,0,5,0,8,0,0,6,0,5,9,0,10,5,10,11,9,9,0,7,0,0,11,6,0,7,7,0,8,0,0,0,4,0,23,3,0,0,7,0,7,11,0,4,6,0,11,4,11,4,4,0,0,11,0
2018-01-02T22:00:00Z,9,0,7,5,2,-1,8,0,7,0,2,0,5,7,1,7,0,16,3,0,3,3,0,5,5,3,0,4,6,5,0,0,0,0,2,15,0,2,4,5,0,2,4,0,4,0,0,4,5,3,9,7,0,4,0,0,8,0,9,9,0,0,0,6,0,4,5,0,3,2,6,9,3,6,11,11,0,0,8,0
2018-01-02T23:00:00Z,7,0,11,6,-1,6,4,0,8,0,12,0,-4,7,4,3,0,12,5,0,2,9,10,5,6,5,0,5,4,1,0,0,0,0,1,5,0,1,6,5,2,3,7,0,8,0,0,4,4,2,2,1,0,5,0,0,6,6,6,11,2,0,0,6,0,4,3,0,1,1,4,8,11,6,6,8,0,0,5,0
2018-01-03T00:00:00Z,8,0,10,6,2,4,9,0,11,0,8,9,2,5,4,6,0,15,5,0,2,8,0,1,6,4,0,3,0,1,0,0,1,0,5,2,0,4,5,8,2,4,5,0,6,0,4,4,3,0,-1,2,0,4,0,0,7,3,3,1,8,0,0,-1,0,7,7,0,1,0,0,11,0,3,10,8,0,0,7,0
2018-01-03T01:00:00Z,8,0,0,7,3,0,8,0,9,0,8,0,6,10,2,9,0,11,6,0,4,1,10,1,8,6,0,3,1,1,0,0,5,0,6,6,0,7,7,3,4,7,1,0,6,0,2,7,2,-1,1,6,0,6,0,0,4,2,10,20,5,0,0,3,0,5,3,0,5,3,2,16,3,2,6,4,0,0,7,0
2018-01-03T02:00:00Z,5,0,4,5,4,9,9,0,11,0,14,0,1,12,2,9,0,10,-2,0,-4,4,8,4,8,8,0,2,2,0,0,0,2,0,5,4,0,5,2,4,5,1,5,0,5,0,3,5,1,-2,4,2,0,5,0,0,9,5,8,8,6,0,0,1,0,4,6,0,1,1,1,9,3,6,7,7,0,0,4,0
2018-01-03T03:00:00Z,3,0,9,5,7,1,10,0,11,0,11,0,5,8,3,7,0,10,6,0,0,3,3,1,6,8,0,2,2,0,0,0,0,0,6,6,0,4,2,3,3,5,8,0,5,0,4,1,5,1,5,7,0,8,0,0,7,2,4,13,9,0,0,0,0,4,3,0,9,5,0,9,4,4,8,6,0,0,3,0
2018-01-03T04:00:00Z,2,0,7,7,11,5,9,0,12,0,5,0,10,8,0,12,0,12,6,0,2,5,7,4,8,16,0,1,2,1,0,0,5,0,6,4,0,9,2,8,4,1,10,0,7,0,2,1,3,0,-1,6,0,11,0,0,1,9,8,8,5,0,0,0,0,5,3,0,5,2,0,11,11,6,6,0,0,0,7,0
2018-01-03T05:00:00Z,4,0,9,5,9,5,10,0,12,0,9,0,6,6,3,12,0,14,4,0,2,5,8,6,6,7,0,4,2,1,0,0,0,0,6,4,0,5,4,5,4,4,5,0,10,0,2,0,6,0,3,2,0,6,0,0,9,8,6,8,2,0,0,4,0,8,-2,0,8,1,-2,18,5,6,10,10,0,0,3,0
2018-01-03T06:00:00Z,3,0,7,6,7,4,4,0,14,0,6,0,3,8,2,13,0,15,10,0,6,5,4,4,5,10,0,0,1,2,0,0,4,0,6,6,0,6,5,7,6,3,6,0,5,0,2,1,3,-1,4,2,0,6,0,0,10,7,6,9,4,0,0,0,0,7,4,0,13,-1,0,14,6,3,9,7,0,0,3,0
2018-01-03T07:00:00Z,2,0,6,6,5,6,6,0,13,0,11,0,3,7,4,13,0,17,5,0,1,4,6,2,4,12,0,0,4,3,0,0,3,0,6,2,0,6,5,8,3,3,3,0,6,0,3,2,8,0,2,4,0,7,0,0,12,4,9,3,6,0,0,6,0,5,7,0,6,3,0,14,5,7,7,6,0,0,1,0
2018-01-03T08:00:00Z,4,0,9,7,7,5,9,0,18,0,11,0,4,10,5,14,0,19,5,0,3,10,6,3,5,10,0,2,6,3,0,0,5,0,6,3,0,7,4,9,4,6,6,0,10,0,3,0,10,1,3,3,0,7,0,0,13,5,6,16,7,0,0,3,0,6,4,0,7,4,-1,14,6,4,9,7,0,0,3,0
2018-01-03T09:00:00Z,4,0,9,8,8,7,9,0,16,0,11,0,4,14,6,10,0,14,4,0,5,7,9,3,6,9,0,4,5,3,0,0,5,0,6,5,0,7,5,10,5,3,8,0,12,0,2,5,8,0,1,2,0,6,0,0,12,7,5,22,6,0,0,8,0,6,6,0,11,5,2,23,8,10,11,7,0,0,0,0
2018-01-03T10:00:00Z,0,0,8,6,7,7,8,0,13,0,0,0,3,12,5,10,0,16,7,0,4,11,10,5,5,6,0,4,6,4,0,0,5,0,9,8,0,8,8,8,5,5,7,0,0,0,6,3,10,0,2,5,0,6,0,0,12,8,9,15,8,0,0,6,0,6,3,0,8,7,2,21,12,4,10,8,0,0,4,0
2018-01-03T11:00:00Z,8,0,9,7,9,8,11,0,15,0,0,0,8,14,8,21,0,16,8,0,3,11,18,5,6,13,0,1,5,4,0,0,6,0,10,6,0,10,8,10,3,7,5,0,0,0,3,2,13,5,3,5,0,11,0,0,11,10,10,17,11,0,0,8,0,9,8,0,14,-1,3,0,14,7,10,9,0,0,8,0
2018-01-03T12:00:00Z,10,0,8,7,13,8,9,0,11,0,0,0,8,18,6,14,0,17,6,0,4,12,13,8,5,14,0,3,5,4,0,0,6,0,10,6,0,11,8,10,6,6,8,0,0,0,6,5,12,5,5,9,0,9,0,0,6,12,10,10,9,0,0,10,0,0,4,0,10,7,2,18,12,9,8,7,0,0,4,0
2018-01-03T13:00:00Z,7,0,8,9,10,0,7,0,13,0,0,0,4,17,0,14,0,11,4,0,4,10,14,8,11,13,0,5,5,6,0,0,7,0,10,5,0,11,7,9,6,4,7,0,15,0,6,8,12,3,1,4,0,6,0,0,17,14,6,6,8,0,0,9,0,12,5,0,18,5,3,16,9,10,10,9,0,0,2,0
2018-01-03T14:00:00Z,13,0,9,10,10,8,9,0,16,0,0,0,9,14,4,16,0,12,4,0,4,9,12,8,6,12,0,4,4,5,0,0,5,0,11,6,0,11,10,12,6,7,8,0,13,0,8,1,10,2,4,5,0,7,0,0,12,11,10,18,13,0,0,6,0,7,7,0,19,3,2,15,8,7,11,10,0,0,4,0
2018-01-03T15:00:00Z,17,0,15,10,13,11,9,0,15,0,0,0,11,19,5,18,0,18,5,0,5,11,13,6,5,12,0,2,6,4,0,0,10,0,12,8,0,13,12,16,8,8,8,0,14,0,9,6,16,-1,2,8,0,15,0,0,16,12,12,13,13,0,0,9,0,8,7,0,10,7,1,18,14,11,12,10,0,0,4,0
2018-01-03T16:00:00Z,26,0,15,10,14,10,10,0,17,0,0,0,9,16,9,13,0,19,8,0,4,11,16,4,4,12,0,3,2,3,0,0,7,0,13,7,0,15,13,12,8,9,8,0,16,0,8,4,20,0,5,12,0,14,0,0,12,11,10,17,11,0,0,11,0,9,4,0,18,10,4,17,17,8,14,9,0,0,10,0
2018-01-03T17:00:00Z,35,0,12,8,13,14,17,0,20,0,0,0,7,17,8,14,0,21,10,0,10,13,8,6,4,12,0,4,6,3,0,0,9,0,13,10,0,15,9,14,13,8,9,0,15,0,10,2,21,3,8,12,0,13,0,0,8,12,14,14,14,0,0,9,0,10,8,0,9,6,4,27,14,10,16,10,0,0,10,0
2018-01-03T18:00:00Z,51,0,13,10,10,9,12,0,22,0,0,0,5,15,6,18,0,21,10,0,8,13,11,6,10,15,0,5,12,3,0,0,7,0,12,10,0,15,6,15,12,9,10,0,15,0,10,4,20,3,8,11,0,9,0,0,6,12,13,9,14,0,0,12,0,8,9,0,19,7,0,24,13,5,12,12,0,0,11,0
2018-01-03T19:00:00Z,30,0,14,8,13,12,15,0,20,0,0,0,8,13,6,17,0,22,9,0,6,13,12,14,6,15,0,4,8,3,0,0,11,0,14,11,0,15,10,15,9,11,7,0,16,0,8,6,17,1,12,9,0,13,0,0,7,12,13,21,11,0,0,10,0,12,11,0,21,8,2,16,12,12,10,11,0,0,10,0
2018-01-03T20:00:00Z,16,0,14,6,15,10,15,0,13,0,0,0,12,10,5,19,0,20,6,0,7,15,13,18,8,15,0,3,6,2,0,0,8,0,15,9,0,17,10,13,11,10,9,0,13,0,8,4,20,4,11,11,0,11,0,0,8,13,14,6,12,0,0,10,0,8,11,0,12,12,2,23,11,7,11,14,0,0,10,0
2018-01-03T21:00:00Z,21,0,13,8,16,8,13,0,11,0,0,0,12,10,7,16,0,12,8,0,8,12,12,9,7,17,0,4,2,2,0,0,12,0,15,6,0,16,9,12,9,5,8,0,17,0,9,7,18,5,10,14,0,11,0,0,7,8,14,14,12,0,0,11,0,8,4,0,14,5,3,11,11,13,13,13,0,0,8,0
2018-01-03T22:00:00Z,15,0,12,7,14,7,13,0,7,0,0,0,14,7,6,19,0,24,12,0,9,14,14,8,6,12,0,5,4,2,0,0,12,0,15,6,0,17,7,12,9,6,12,0,18,0,7,6,17,3,10,7,0,12,0,0,7,10,14,11,8,0,0,10,0,12,6,0,6,10,6,11,15,5,9,13,0,0,10,0
2018-01-03T23:00:00Z,12,0,14,6,17,12,13,0,15,0,0,0,14,7,4,18,0,20,9,0,6,12,13,7,6,10,0,2,4,3,0,0,10,0,14,8,0,16,8,12,9,5,5,0,14,0,8,2,16,3,11,11,0,12,0,0,4,6,15,17,11,0,0,18,0,7,11,0,7,9,1,0,12,6,14,12,0,0,3,0
2018-01-04T00:00:00Z,15,0,10,9,12,10,15,0,8,0,0,7,9,6,5,14,0,6,9,0,8,14,9,9,10,11,0,1,5,3,0,0,9,0,9,8,0,14,5,16,11,6,7,0,14,0,7,3,14,2,6,10,0,12,0,0,-2,7,12,7,5,0,0,12,0,8,8,0,7,4,3,0,9,9,14,16,0,0,8,0
