,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.918235, 52.481346)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.147572, 50.840836)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.441614, 51.48879)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-7.900328, 54.43951)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-0.379916, 50.832947)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-03-14T14:00:00Z,16,0,7,11,5,7,6,0,0,0,8,0,10,11,9,7,0,9,8,0,8,7,7,8,9,11,0,6,9,9,0,0,5,0,5,11,0,5,2,10,6,9,8,0,6,0,0,14,15,12,12,11,0,5,9,0,9,10,13,9,7,0,0,4,9,9,10,0,15,7,14,11,10,7,7,0,0,0,10,0
2018-03-14T15:00:00Z,13,0,8,12,8,7,9,0,15,0,9,0,10,10,7,7,0,11,8,0,7,6,10,10,13,9,0,9,11,7,0,0,6,0,5,13,0,5,7,9,4,9,9,0,6,0,0,12,10,12,14,10,0,5,9,0,13,11,10,8,8,0,0,7,10,11,7,0,10,5,14,9,5,7,4,10,0,0,6,0
2018-03-14T16:00:00Z,11,0,10,9,10,10,9,0,11,0,10,0,12,10,12,8,0,9,7,0,9,11,12,8,11,11,0,10,7,7,0,0,7,0,5,11,0,7,5,9,4,11,9,0,9,0,0,11,15,17,13,10,0,9,9,0,11,8,7,6,6,0,0,12,8,11,10,0,6,3,14,10,8,4,7,9,0,0,8,0
2018-03-14T17:00:00Z,12,0,10,9,9,10,2,0,11,0,10,0,15,9,10,9,0,8,6,0,7,8,11,11,13,11,0,10,10,5,0,0,6,0,6,15,0,7,6,10,8,13,8,0,10,0,0,15,16,13,11,9,0,8,10,0,10,10,9,10,5,0,0,10,8,11,6,0,11,6,14,20,9,5,8,7,0,0,14,0
2018-03-14T18:00:00Z,11,0,10,8,9,10,4,0,8,0,4,0,12,5,13,10,0,10,8,0,8,10,13,10,10,12,0,13,10,6,0,0,8,0,7,16,0,7,7,11,9,13,11,0,4,0,0,12,15,12,10,13,0,11,10,0,14,8,10,10,8,0,0,13,9,15,8,0,12,6,14,11,9,6,6,11,0,0,16,0
2018-03-14T19:00:00Z,12,0,10,8,8,8,10,0,10,0,8,0,8,8,12,10,0,8,13,0,9,6,12,9,21,12,0,13,10,7,0,0,6,0,6,23,0,6,8,12,8,18,14,0,3,0,0,21,11,14,6,13,0,10,11,0,10,7,7,10,7,0,0,14,8,13,10,0,9,6,15,15,9,8,6,8,0,0,21,0
2018-03-14T20:00:00Z,12,0,12,11,8,12,12,0,10,0,7,0,7,6,19,8,0,10,10,0,12,10,21,6,25,11,0,14,11,9,0,0,8,0,6,20,0,6,9,12,8,19,17,0,8,0,0,24,14,18,6,11,0,10,11,0,8,12,9,6,7,0,0,9,10,12,14,0,8,9,20,17,8,8,12,13,0,0,23,0
2018-03-14T21:00:00Z,16,0,9,10,9,12,7,0,9,0,8,0,8,5,22,6,0,9,11,0,11,7,18,7,16,12,0,14,12,12,0,0,8,0,6,23,0,7,8,11,6,18,14,0,8,0,0,14,10,19,8,12,0,10,7,0,7,13,8,6,6,0,0,11,10,15,5,0,9,6,20,10,8,9,13,11,0,0,19,0
2018-03-14T22:00:00Z,16,0,10,9,8,10,15,0,11,0,8,0,10,6,22,0,0,13,12,0,10,7,16,7,19,12,0,21,14,15,0,0,8,0,6,28,0,7,6,11,7,16,12,0,5,0,0,18,7,18,16,13,0,10,10,0,5,11,12,8,6,0,0,13,10,12,14,0,12,7,21,16,9,10,10,11,0,0,19,0
2018-03-14T23:00:00Z,13,0,8,10,6,12,12,0,11,0,12,0,10,6,17,0,0,10,12,0,10,6,18,7,28,11,0,20,14,19,0,0,7,0,6,27,0,6,8,8,8,13,14,0,8,0,0,22,11,24,14,10,0,13,9,0,6,8,10,11,7,0,0,14,16,10,8,0,8,6,27,14,9,10,12,14,0,0,25,0
2018-03-15T00:00:00Z,15,0,9,13,8,9,4,0,10,0,16,5,10,5,18,5,0,11,9,0,10,6,22,9,27,11,0,22,22,22,0,0,10,0,5,27,0,5,7,10,8,11,14,0,6,0,0,21,7,24,24,10,0,9,9,0,4,9,11,10,6,0,0,14,13,13,14,0,13,8,23,20,7,7,11,19,0,0,28,0
2018-03-15T01:00:00Z,16,0,11,12,7,10,8,0,9,0,15,0,5,6,23,3,0,12,13,0,8,5,17,10,26,10,0,20,21,24,0,0,9,0,5,30,0,6,9,11,9,20,25,0,2,0,0,23,5,26,27,11,0,15,9,0,3,9,12,7,5,0,0,15,14,12,11,0,9,8,24,25,7,9,14,24,0,0,28,0
2018-03-15T02:00:00Z,19,0,10,10,10,10,11,0,7,0,12,0,6,6,24,3,0,11,16,0,16,6,18,10,30,11,0,23,20,21,0,0,9,0,6,24,0,6,10,11,10,27,28,0,11,0,0,29,10,25,23,14,0,13,6,0,5,11,15,6,6,0,0,14,12,17,17,0,10,10,26,14,8,7,17,9,0,0,32,0
2018-03-15T03:00:00Z,14,0,12,10,8,13,14,0,6,0,2,0,7,6,25,8,0,7,19,0,15,6,21,9,26,11,0,23,26,20,0,0,8,0,5,21,0,6,9,12,12,30,34,0,8,0,0,24,6,26,22,17,0,16,8,0,8,6,19,7,6,0,0,15,12,22,26,0,6,8,26,13,6,8,12,15,0,0,30,0
2018-03-15T04:00:00Z,17,0,13,15,6,14,21,0,6,0,8,0,6,0,27,7,0,13,17,0,16,3,20,7,20,6,0,24,20,23,0,0,7,0,4,25,0,6,14,13,12,29,28,0,5,0,0,21,6,24,21,13,0,17,8,0,5,13,26,6,6,0,0,17,14,20,19,0,5,13,25,12,6,10,17,22,0,0,25,0
2018-03-15T05:00:00Z,16,0,12,18,8,14,26,0,4,0,2,0,3,2,24,7,0,8,18,0,19,0,21,8,20,6,0,26,21,23,0,0,4,0,3,26,0,4,9,12,10,30,28,0,4,0,0,23,7,23,24,15,0,13,4,0,7,-2,28,5,5,0,0,15,11,22,23,0,10,15,22,14,4,15,20,18,0,0,24,0
2018-03-15T06:00:00Z,19,0,12,20,8,13,22,0,3,0,6,0,7,2,22,11,0,14,19,0,17,-1,16,10,22,8,0,22,23,26,0,0,8,0,3,29,0,3,6,13,12,24,28,0,1,0,0,24,6,22,23,16,0,16,6,0,7,11,28,3,3,0,0,12,11,22,24,0,7,13,21,13,3,12,16,22,0,0,26,0
2018-03-15T07:00:00Z,18,0,12,24,7,14,22,0,7,0,6,0,10,3,23,7,0,8,17,0,17,2,21,8,28,6,0,20,23,25,0,0,7,0,3,27,0,3,5,10,11,28,24,0,2,0,0,25,9,22,22,17,0,16,8,0,9,2,23,5,2,0,0,16,10,23,20,0,9,12,20,12,7,10,16,21,0,0,29,0
2018-03-15T08:00:00Z,18,0,7,25,10,13,28,0,11,0,10,0,7,4,25,3,0,7,17,0,18,0,16,7,27,8,0,19,22,22,0,0,5,0,4,25,0,4,4,12,11,30,30,0,6,0,0,29,13,23,22,18,0,12,9,0,10,10,27,6,4,0,0,15,0,27,18,0,7,9,23,15,2,11,18,15,0,0,28,0
2018-03-15T09:00:00Z,18,0,5,22,6,6,17,0,10,0,6,0,9,4,12,11,0,12,15,0,16,0,8,8,28,7,0,18,18,21,0,0,0,0,6,27,0,6,6,11,10,28,26,0,4,0,0,26,10,24,19,12,0,16,6,0,11,8,14,6,3,0,0,14,0,24,23,0,8,12,27,15,8,12,12,18,0,0,27,0
2018-03-15T10:00:00Z,18,0,8,19,10,8,7,0,11,0,12,0,12,10,11,7,0,7,11,0,11,0,14,5,27,7,0,20,18,20,0,0,0,0,5,27,0,5,6,10,10,23,25,0,5,0,0,26,11,25,18,11,0,13,8,0,10,8,10,11,2,0,0,10,0,20,10,0,9,12,27,8,4,11,12,11,0,0,29,0
2018-03-15T11:00:00Z,18,0,7,19,5,8,8,0,10,0,9,0,11,9,10,4,0,6,9,0,12,4,10,10,27,9,0,19,12,18,0,0,3,0,4,24,0,7,5,14,10,21,22,0,5,0,17,31,13,23,16,13,0,9,7,0,10,11,10,9,4,0,0,5,0,0,10,0,8,8,26,9,6,11,12,12,0,0,25,0
2018-03-15T12:00:00Z,20,0,10,16,8,11,7,0,8,0,9,0,10,11,5,5,0,5,14,0,9,4,6,7,25,9,0,22,10,15,0,0,6,0,5,24,0,5,4,11,4,21,22,0,2,0,27,22,14,25,17,14,0,6,4,0,11,5,9,9,2,0,0,12,8,20,19,0,9,12,26,9,5,8,7,15,0,10,25,0
2018-03-15T13:00:00Z,23,0,8,15,6,11,7,0,9,0,11,0,9,10,8,5,0,7,15,0,10,5,8,10,17,8,0,18,9,15,0,0,3,0,4,21,0,4,5,8,9,23,22,0,5,0,28,15,16,22,17,15,0,6,5,0,10,6,8,11,3,0,0,18,6,20,23,0,11,9,22,10,5,6,8,11,0,6,22,0
2018-03-15T14:00:00Z,22,0,2,12,7,8,7,0,7,0,9,0,9,7,8,25,0,10,14,0,18,5,3,7,14,7,0,17,7,13,0,0,6,0,3,22,0,3,3,7,9,29,26,0,3,0,29,14,13,19,16,15,0,5,8,0,10,6,15,10,6,0,0,12,8,22,17,0,11,7,23,12,5,7,14,14,0,5,19,0
2018-03-15T15:00:00Z,21,0,6,12,8,5,10,0,14,0,9,0,12,7,8,10,0,8,16,0,17,6,10,11,10,11,0,13,1,11,0,0,6,0,3,20,0,3,4,6,8,27,29,0,2,0,17,11,13,19,15,16,0,4,1,0,8,8,14,9,5,0,0,7,11,26,16,0,8,7,21,13,6,7,16,14,0,9,21,0
2018-03-15T16:00:00Z,18,0,4,16,5,6,10,0,8,0,9,0,9,6,13,6,0,11,16,0,15,4,9,16,9,9,0,7,5,8,0,0,5,0,2,22,0,2,3,4,8,30,28,0,4,0,19,12,13,20,17,15,0,9,1,0,7,10,14,10,2,0,0,11,10,24,17,0,9,8,19,13,4,3,11,17,0,11,22,0
2018-03-15T17:00:00Z,20,0,8,16,5,8,18,0,10,0,6,0,8,9,7,3,0,10,17,0,20,4,11,10,13,10,0,5,5,6,0,0,10,0,3,26,0,3,2,6,6,25,29,0,2,0,16,18,13,20,18,12,0,8,7,0,8,10,21,9,3,0,0,9,12,28,27,0,10,8,23,12,5,6,13,17,0,10,21,0
2018-03-15T18:00:00Z,19,0,9,17,9,9,20,0,9,0,9,0,12,7,11,8,0,10,20,0,23,7,11,23,21,10,0,9,4,5,0,0,10,0,4,22,0,5,9,8,8,29,32,0,7,0,20,22,17,20,18,15,0,9,7,0,5,9,23,6,3,0,0,14,12,34,31,0,12,12,22,13,4,10,14,19,0,16,22,0
2018-03-15T19:00:00Z,19,0,18,20,23,12,27,0,11,0,12,0,8,10,8,13,0,10,20,0,26,7,18,21,27,8,0,9,4,6,0,0,10,0,5,25,0,6,10,15,13,31,28,0,6,0,26,25,12,22,18,16,0,14,9,0,9,7,26,13,5,0,0,18,14,32,26,0,8,12,23,13,10,15,15,25,0,9,28,0
2018-03-15T20:00:00Z,22,0,24,20,20,14,20,0,13,0,10,0,17,11,9,14,0,11,25,0,25,12,23,21,22,8,0,7,9,8,0,0,14,0,7,26,0,8,12,18,13,31,33,0,9,0,24,12,13,21,19,18,0,17,11,0,9,8,24,12,4,0,0,23,17,35,28,0,10,13,21,16,11,17,19,28,0,8,28,0
2018-03-15T21:00:00Z,18,0,20,22,15,18,24,0,10,0,12,0,17,13,7,12,0,7,29,0,29,15,22,26,16,8,0,7,8,8,0,0,15,0,8,25,0,10,18,21,14,31,31,0,9,0,20,20,15,22,14,24,0,18,9,0,6,7,30,10,10,0,0,24,24,38,26,0,9,17,21,13,9,22,20,28,0,6,26,0
2018-03-15T22:00:00Z,20,0,21,17,20,21,27,0,17,0,10,0,16,13,10,9,0,17,32,0,36,13,26,21,15,7,0,12,8,8,0,0,20,0,7,24,0,8,18,22,19,28,28,0,9,0,19,23,15,20,17,28,0,23,10,0,7,6,29,19,8,0,0,24,23,38,28,0,7,19,19,7,8,22,23,21,0,5,21,0
2018-03-15T23:00:00Z,20,0,23,17,26,22,33,0,8,0,9,0,18,9,8,12,0,6,36,0,34,14,31,22,8,5,0,8,9,11,0,0,18,0,6,16,0,8,22,26,23,26,31,0,15,0,22,3,11,20,18,32,0,24,14,0,8,5,27,8,6,0,0,24,24,42,40,0,7,19,21,3,6,22,26,24,0,6,24,0
2018-03-16T00:00:00Z,19,0,22,17,22,24,17,0,6,0,11,11,22,3,5,12,0,8,33,0,36,15,25,20,8,6,0,5,12,14,0,0,16,0,6,27,0,12,22,27,19,28,31,0,16,0,23,11,18,19,24,31,0,20,18,0,8,6,24,13,6,0,0,30,23,43,42,0,9,26,21,2,7,26,27,23,0,8,20,0
2018-03-16T01:00:00Z,20,0,22,17,12,23,10,0,10,0,9,0,13,1,7,8,0,9,35,0,34,12,21,17,7,8,0,5,5,8,0,0,11,0,3,29,0,8,20,24,18,30,33,0,11,0,25,4,12,19,27,31,0,27,11,0,10,6,24,4,2,0,0,32,15,46,37,0,5,29,18,5,4,29,28,24,0,9,25,0
2018-03-16T02:00:00Z,21,0,21,13,7,25,10,0,7,0,0,0,5,3,2,3,0,10,33,0,31,4,26,20,6,9,0,3,3,6,0,0,4,0,5,26,0,5,20,22,20,23,24,0,4,0,25,12,5,20,26,30,0,27,7,0,6,7,28,6,5,0,0,36,8,42,34,0,9,28,19,5,7,26,20,24,0,9,26,0
2018-03-16T03:00:00Z,16,0,24,12,6,23,21,0,15,0,0,0,4,4,5,2,0,13,26,0,26,5,33,19,8,9,0,8,6,6,0,0,2,0,3,30,0,5,22,26,26,30,32,0,4,0,20,17,6,18,26,31,0,30,3,0,5,9,24,4,4,0,0,32,5,32,34,0,7,22,18,4,5,24,24,26,0,10,17,0
2018-03-16T04:00:00Z,16,0,26,13,6,26,22,0,11,0,0,0,3,4,1,9,0,15,23,0,21,6,31,20,18,9,0,4,3,6,0,0,2,0,1,31,0,3,24,23,32,24,24,0,4,0,16,17,5,20,31,28,0,26,6,0,4,8,20,6,1,0,0,28,6,25,26,0,9,22,20,7,6,23,23,21,0,10,18,0
2018-03-16T05:00:00Z,19,0,22,14,7,22,14,0,10,0,3,0,1,6,0,10,0,10,23,0,24,2,31,18,12,9,0,6,6,6,0,0,3,0,1,32,0,2,20,22,27,14,17,0,5,0,15,15,6,20,36,34,0,17,2,0,9,8,19,5,2,0,0,13,6,32,23,0,9,19,18,8,3,20,17,15,0,14,14,0
2018-03-16T06:00:00Z,14,0,18,13,7,18,20,0,10,0,6,0,4,7,2,10,0,10,24,0,27,2,18,18,12,8,0,6,4,3,0,0,4,0,5,33,0,4,5,8,18,25,28,0,5,0,16,17,9,16,35,29,0,5,5,0,14,7,16,7,2,0,0,6,5,36,35,0,9,12,12,7,3,19,16,21,0,12,26,0
2018-03-16T07:00:00Z,12,0,8,11,8,12,8,0,13,0,11,0,9,6,5,9,0,13,30,0,29,6,9,19,8,9,0,5,2,4,0,0,4,0,9,36,0,8,3,4,6,35,39,0,5,0,20,14,14,17,31,24,0,6,2,0,12,10,12,19,3,0,0,3,6,45,43,0,9,5,16,7,5,15,15,26,0,14,33,0
2018-03-16T08:00:00Z,16,0,3,9,9,6,15,0,10,0,9,0,12,4,7,8,0,9,21,0,20,9,10,15,10,11,0,6,1,5,0,0,7,0,9,39,0,10,0,3,4,30,32,0,7,0,20,12,18,19,32,18,0,7,6,0,6,8,23,27,6,0,0,6,11,30,28,0,16,6,18,8,9,14,21,34,0,11,24,0
2018-03-16T09:00:00Z,15,0,4,8,9,6,20,0,11,0,8,0,10,6,7,14,0,9,16,0,18,8,4,14,15,9,0,9,2,5,0,0,4,0,9,32,0,8,1,3,5,21,22,0,7,0,10,15,18,20,32,8,0,7,9,0,5,8,29,13,7,0,0,7,10,31,24,0,11,10,21,10,6,20,15,20,0,13,26,0
2018-03-16T10:00:00Z,15,0,4,8,9,6,18,0,15,0,11,0,10,9,7,20,0,14,11,0,12,7,3,10,11,11,0,3,8,6,0,0,4,0,8,22,0,7,5,7,4,16,15,0,6,0,11,11,17,12,38,6,0,8,10,0,8,9,12,13,7,0,0,10,11,30,15,0,13,7,12,12,10,12,9,16,0,12,17,0
2018-03-16T11:00:00Z,13,0,6,9,8,9,7,0,8,0,7,0,10,11,8,11,0,12,4,0,3,6,11,7,15,10,0,3,5,6,0,0,5,0,6,22,0,6,7,11,2,12,14,0,6,0,14,10,14,10,37,12,0,11,9,0,7,11,9,9,7,0,0,10,11,34,12,0,11,4,14,11,10,14,7,7,0,10,12,0
2018-03-16T12:00:00Z,15,0,11,10,9,11,7,0,10,0,9,0,11,8,11,11,0,14,4,0,1,9,11,7,11,12,0,6,3,4,0,0,8,0,4,27,0,7,7,8,6,25,29,0,4,0,13,15,15,16,33,32,0,8,4,0,5,11,7,8,8,0,0,8,12,14,2,0,8,1,18,8,8,9,7,12,0,8,17,0
2018-03-16T13:00:00Z,16,0,13,10,7,11,5,0,11,0,7,0,11,8,13,9,0,14,3,0,4,8,11,7,10,13,0,5,6,5,0,0,4,0,5,25,0,6,6,6,8,36,34,0,6,0,20,11,18,19,27,26,0,7,12,0,7,9,7,7,7,0,0,10,6,8,5,0,10,5,21,9,11,4,5,19,0,15,25,0
2018-03-16T14:00:00Z,14,0,8,11,8,6,5,0,13,0,4,0,9,7,10,6,0,13,4,0,7,7,5,8,6,11,0,6,4,6,0,0,6,0,6,25,0,6,4,8,5,35,34,0,4,0,15,7,19,17,20,21,0,10,2,0,7,13,7,3,6,0,0,8,8,10,8,0,12,5,17,9,9,3,2,4,0,13,24,0
2018-03-16T15:00:00Z,14,0,9,13,7,6,7,0,15,0,4,0,7,6,6,7,0,12,5,0,4,7,8,14,6,14,0,4,2,7,0,0,4,0,6,18,0,5,5,7,5,33,35,0,6,0,13,6,20,14,30,16,0,12,2,0,7,15,7,5,6,0,0,8,7,24,13,0,12,6,14,6,10,3,7,3,0,15,22,0
2018-03-16T16:00:00Z,19,0,8,13,8,8,5,0,14,0,8,0,9,8,6,7,0,16,26,0,22,6,10,17,5,14,0,4,4,6,0,0,6,0,7,16,0,6,5,11,4,28,22,0,4,0,16,10,20,9,33,27,0,8,10,0,4,11,4,4,5,0,0,10,9,33,28,0,15,5,7,8,6,5,6,5,0,13,12,0
2018-03-16T17:00:00Z,18,0,9,12,9,14,7,0,16,0,7,0,7,9,5,12,0,17,37,0,36,6,7,15,6,15,0,6,2,5,0,0,4,0,6,18,0,6,4,7,11,20,19,0,3,0,31,10,12,11,21,28,0,10,7,0,5,11,21,7,4,0,0,11,10,31,30,0,10,5,0,10,7,5,7,16,0,10,12,0
2018-03-16T18:00:00Z,17,0,8,11,10,12,24,0,17,0,9,0,6,8,9,11,0,15,29,0,30,7,8,16,7,16,0,6,4,4,0,0,7,0,7,12,0,4,6,12,21,24,16,0,8,0,34,9,6,8,17,23,0,18,6,0,8,13,34,10,14,0,0,15,10,29,32,0,13,12,0,8,7,8,23,25,0,20,8,0
2018-03-16T19:00:00Z,17,0,15,11,11,27,26,0,13,0,12,0,13,8,8,17,0,25,25,0,24,10,24,27,7,13,0,4,2,4,0,0,13,0,7,10,0,6,13,19,26,16,17,0,8,0,27,10,14,7,17,20,0,22,15,0,8,13,22,7,11,0,0,23,14,26,21,0,17,27,0,11,10,23,22,24,0,7,9,0
2018-03-16T20:00:00Z,15,0,28,14,15,33,20,0,17,0,22,0,16,10,2,25,0,17,23,0,23,18,29,32,8,17,0,5,6,4,0,0,15,0,7,13,0,10,24,25,25,12,7,0,8,0,24,9,13,9,16,18,0,29,15,0,10,14,20,8,14,0,0,27,14,29,29,0,16,24,0,14,10,23,20,19,0,15,12,0
2018-03-16T21:00:00Z,13,0,30,19,14,28,15,0,13,0,29,0,20,20,6,13,0,22,23,0,23,21,31,16,12,20,0,4,2,5,0,0,9,0,18,10,0,15,29,29,21,12,7,0,15,0,24,10,21,8,12,19,0,26,20,0,11,16,18,12,12,0,0,25,15,22,23,0,20,20,0,13,20,17,20,20,0,15,14,0
2018-03-16T22:00:00Z,17,0,26,14,17,25,12,0,11,0,25,0,16,16,3,20,0,19,15,0,18,14,31,21,11,18,0,5,2,4,0,0,11,0,15,11,0,15,22,25,16,11,9,0,10,0,16,12,15,7,12,18,0,15,19,0,8,13,10,12,17,0,0,30,17,14,16,0,19,20,0,8,16,16,16,15,0,12,12,0
2018-03-16T23:00:00Z,14,0,23,10,16,19,8,0,15,0,17,0,12,12,2,24,0,19,12,0,11,12,26,20,11,13,0,8,8,6,0,0,17,0,16,9,0,15,24,23,18,10,6,0,15,0,5,13,15,8,15,12,0,16,23,0,8,13,5,12,12,0,0,31,24,16,18,0,14,14,14,8,14,14,13,8,0,12,10,0
2018-03-17T00:00:00Z,13,0,20,7,22,18,6,0,16,0,14,12,12,8,2,26,0,17,10,0,10,12,26,14,11,18,0,11,7,7,0,0,20,0,13,9,0,14,19,19,8,10,9,0,18,0,6,8,15,9,16,13,0,10,23,0,6,12,5,17,13,0,0,23,23,17,10,0,12,8,10,7,12,8,3,9,0,11,13,0
2018-03-17T01:00:00Z,11,0,14,8,21,9,2,0,6,0,18,0,18,10,8,29,0,12,12,0,10,18,16,11,12,29,0,7,4,7,0,0,18,0,12,9,0,15,11,17,9,7,11,0,18,0,6,12,14,9,12,14,0,13,18,0,8,16,5,6,10,0,0,15,23,11,15,0,13,9,11,6,14,2,2,4,0,18,9,0
2018-03-17T02:00:00Z,12,0,10,5,22,10,4,0,15,0,22,0,19,18,5,20,0,20,11,0,10,20,15,8,11,24,0,7,8,8,0,0,16,0,19,7,0,20,9,11,10,9,10,0,23,0,8,9,21,9,11,11,0,17,12,0,7,13,8,0,14,0,0,16,22,14,13,0,12,4,7,11,21,2,3,7,0,17,10,0
2018-03-17T03:00:00Z,11,0,12,6,17,13,7,0,13,0,18,0,14,18,7,24,0,16,8,0,9,14,16,8,11,22,0,9,10,8,0,0,16,0,15,7,0,14,9,13,9,8,10,0,17,0,10,9,14,6,13,12,0,14,9,0,9,17,10,0,20,0,0,13,18,12,8,0,15,7,5,13,19,-2,10,6,0,17,9,0
2018-03-17T04:00:00Z,10,0,12,6,14,11,9,0,14,0,9,0,9,5,5,21,0,17,10,0,8,8,14,6,9,17,0,10,6,8,0,0,9,0,11,6,0,11,8,10,11,7,8,0,12,0,8,4,9,4,12,11,0,14,12,0,12,11,7,0,12,0,0,13,10,13,8,0,13,7,10,11,13,8,8,9,0,17,8,0
2018-03-17T05:00:00Z,7,0,15,5,10,14,4,0,12,0,8,0,6,5,8,14,0,13,10,0,6,5,15,5,5,20,0,6,8,9,0,0,8,0,9,5,0,9,11,15,10,8,8,0,11,0,6,6,7,6,10,9,0,17,9,0,14,15,8,6,8,0,0,18,12,13,8,0,16,6,7,6,12,6,7,7,0,12,5,0
2018-03-17T06:00:00Z,7,0,15,5,11,12,7,0,12,0,8,0,10,6,5,11,0,13,7,0,7,9,16,8,4,20,0,4,5,9,0,0,8,0,10,6,0,11,12,13,8,4,7,0,8,0,8,8,11,5,11,7,0,12,12,0,11,16,8,4,8,0,0,15,9,9,10,0,16,7,7,5,11,7,7,12,0,18,7,0
2018-03-17T07:00:00Z,8,0,11,9,11,12,8,0,9,0,8,0,9,6,7,12,0,13,7,0,5,10,15,5,5,16,0,7,7,8,0,0,7,0,9,7,0,10,10,12,7,4,5,0,7,0,7,5,7,6,12,8,0,16,11,0,11,14,8,5,9,0,0,16,10,11,3,0,14,6,8,5,10,7,9,7,0,16,7,0
2018-03-17T08:00:00Z,7,0,9,7,11,8,2,0,12,0,10,0,7,9,6,9,0,15,6,0,5,11,14,9,6,13,0,6,6,8,0,0,9,0,10,3,0,11,10,12,6,6,3,0,6,0,6,4,9,4,11,4,0,13,15,0,13,8,6,7,8,0,0,15,13,9,5,0,11,5,10,5,13,6,5,3,0,12,5,0
2018-03-17T09:00:00Z,7,0,6,7,12,8,8,0,12,0,10,0,10,9,5,15,0,9,4,0,5,11,8,6,4,13,0,4,3,7,0,0,10,0,11,4,0,12,6,8,7,6,2,0,10,0,2,4,14,4,12,4,0,10,12,0,10,5,4,9,8,0,0,12,12,10,7,0,11,4,5,9,12,39,4,6,0,8,2,0
2018-03-17T10:00:00Z,9,0,9,7,10,8,4,0,14,0,11,0,10,8,8,11,0,9,10,0,5,11,8,10,3,9,0,6,6,6,0,0,8,0,11,6,0,11,4,10,6,4,3,0,12,0,9,3,9,4,11,5,0,14,14,0,9,9,3,12,11,0,0,12,11,9,4,0,9,2,4,8,13,8,3,4,0,6,7,0
2018-03-17T11:00:00Z,8,0,7,7,11,5,9,0,9,0,12,0,7,7,7,12,0,14,4,0,5,13,12,6,4,8,0,2,1,5,0,0,6,0,11,4,0,11,6,7,8,11,7,0,9,0,14,0,8,5,6,3,0,10,11,0,12,11,9,6,10,0,0,11,14,8,4,0,8,4,10,5,13,4,3,12,0,8,5,0
2018-03-17T12:00:00Z,8,0,7,5,10,10,9,0,12,0,7,0,10,7,7,15,0,14,1,0,2,10,10,10,5,12,0,6,7,6,0,0,9,0,11,8,0,10,4,7,6,6,7,0,11,0,8,3,10,4,8,8,0,8,12,0,12,12,6,4,8,0,0,12,13,9,4,0,12,3,7,3,11,3,6,3,0,15,6,0
2018-03-17T13:00:00Z,13,0,9,8,15,8,1,0,16,0,8,0,12,7,8,13,0,13,2,0,6,12,13,8,5,14,0,7,4,6,0,0,10,0,11,3,0,11,5,6,2,10,7,0,8,0,14,3,9,7,11,3,0,9,13,0,12,15,7,6,10,0,0,10,12,9,3,0,13,4,6,6,12,2,5,4,0,14,9,0
2018-03-17T14:00:00Z,10,0,5,3,13,3,6,0,18,0,9,0,9,7,2,14,0,17,2,0,4,10,12,5,3,17,0,4,8,6,0,0,10,0,11,7,0,11,5,8,2,10,4,0,13,0,12,2,9,6,8,6,0,10,9,0,10,12,6,8,8,0,0,13,14,9,-1,0,15,2,8,7,14,5,5,7,0,16,7,0
