,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.875024, 52.47609)","(-1.918235, 52.481346)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-3.152305, 51.49096)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.441614, 51.48879)","(-0.305749, 53.758971)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-7.900328, 54.43951)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.595362, 54.986405)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-1.095558, 50.798339)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-08-15T08:00:00Z,6,3,14,0,0,14,0,9,14,0,10,14,0,12,25,5,7,11,17,0,0,0,5,40,0,0,4,6,5,0,8,0,10,29,0,10,8,7,16,14,0,0,0,0,0,10,2,17,8,35,0,6,10,17,0,5,0,0,8,12,13,0,0,0,7,0,0,11,11,27,10,6,0,13,0
2018-08-15T09:00:00Z,8,3,12,0,0,10,0,7,8,0,10,16,45,12,17,5,7,14,9,11,0,0,6,55,0,0,3,9,6,0,6,0,10,22,0,9,4,5,10,12,0,0,0,0,0,8,0,0,5,19,0,5,10,12,0,7,0,0,8,13,10,0,0,0,10,0,0,10,11,29,10,5,0,10,0
2018-08-15T10:00:00Z,8,3,15,0,0,13,0,11,9,0,8,10,21,0,19,5,7,14,12,10,0,0,9,64,0,0,-1,9,6,0,9,0,12,19,0,7,5,0,7,12,0,0,0,0,0,9,4,0,8,19,0,3,10,12,0,7,0,0,6,13,11,0,0,0,11,0,0,9,13,29,7,7,0,6,0
2018-08-15T11:00:00Z,5,3,11,0,0,15,0,9,10,0,11,10,15,-1,16,7,9,13,11,10,0,0,7,87,0,0,3,12,10,0,8,0,8,22,0,8,9,7,8,14,0,0,0,0,0,8,7,0,10,12,0,2,10,11,0,7,0,0,5,13,12,0,0,0,12,0,0,8,13,27,9,4,0,9,0
2018-08-15T12:00:00Z,9,4,12,0,0,11,0,9,9,0,8,12,10,18,18,6,10,16,15,10,0,0,6,64,0,0,7,12,8,0,7,0,7,24,0,7,9,7,9,10,0,0,0,0,0,5,3,0,12,13,0,2,9,13,0,15,0,0,6,13,12,0,0,0,9,0,0,10,17,29,9,8,0,8,0
2018-08-15T13:00:00Z,13,5,16,0,0,14,0,5,12,0,14,12,87,19,16,7,5,12,9,10,0,0,8,65,0,0,6,10,9,0,10,0,0,29,0,8,17,8,9,12,0,0,0,0,0,9,4,0,9,14,0,4,12,14,0,19,0,0,7,14,12,0,0,0,5,0,0,10,17,30,8,5,0,9,0
2018-08-15T14:00:00Z,10,4,10,0,0,17,0,4,10,0,9,13,74,9,17,7,7,20,11,9,0,0,8,53,0,0,7,13,9,0,10,0,8,27,0,8,11,15,8,10,0,0,0,0,0,8,4,0,9,9,0,7,13,13,0,16,0,0,8,417,14,0,0,0,10,0,0,11,19,32,10,6,0,6,0
2018-08-15T15:00:00Z,7,5,9,0,0,16,0,5,9,0,7,14,10,6,18,9,14,17,13,10,0,0,5,61,0,0,10,13,10,0,11,0,12,23,0,9,9,11,8,10,0,0,0,0,0,7,5,0,11,7,0,8,7,11,0,6,0,0,10,87,14,0,0,0,8,0,0,11,12,31,10,2,0,6,0
2018-08-15T16:00:00Z,10,5,13,0,0,16,0,5,17,0,5,15,11,3,19,10,11,16,12,13,0,0,6,24,0,0,11,14,7,0,11,0,9,16,0,10,10,6,7,13,0,0,0,0,0,8,3,0,10,7,0,7,4,12,0,12,0,0,14,36,11,0,0,0,7,0,0,11,15,32,12,5,0,9,0
2018-08-15T17:00:00Z,11,6,16,0,0,15,0,5,12,0,10,15,10,7,19,8,10,14,14,12,0,0,8,18,0,0,14,10,8,0,12,0,9,22,0,9,12,0,7,10,0,0,0,0,0,9,0,0,7,8,0,8,8,10,0,8,0,0,12,31,12,0,0,0,8,0,0,17,8,27,12,6,0,8,0
2018-08-15T18:00:00Z,6,6,15,0,0,18,0,4,16,0,9,17,8,5,19,7,9,13,12,12,0,0,6,17,0,0,9,12,8,0,15,0,10,18,0,9,8,11,6,11,0,0,0,0,0,6,2,0,10,7,0,7,8,13,0,22,0,0,16,16,10,0,0,0,10,0,0,15,11,29,15,3,0,5,0
2018-08-15T19:00:00Z,6,5,20,0,0,11,0,1,16,0,5,14,7,3,17,6,10,8,7,12,0,0,10,13,0,0,13,10,9,0,14,0,8,22,0,9,7,5,10,5,0,0,0,0,0,6,0,0,9,9,0,8,6,12,0,6,0,0,14,12,11,0,0,0,9,0,0,11,9,24,20,0,0,7,0
2018-08-15T20:00:00Z,8,5,13,0,0,10,0,0,17,0,4,15,5,6,16,6,5,9,7,9,0,0,20,15,0,0,6,11,8,0,10,0,8,15,0,8,4,10,4,7,0,0,0,0,0,4,2,0,5,6,0,6,3,13,0,9,0,0,12,10,11,0,0,0,4,0,0,12,6,22,17,2,0,2,0
2018-08-15T21:00:00Z,8,4,7,0,0,11,0,0,10,0,1,12,2,10,17,7,6,10,6,18,0,0,19,11,0,0,6,10,6,0,12,0,8,14,0,8,7,8,2,6,0,0,0,0,0,3,3,0,5,3,0,8,4,13,0,7,0,0,9,9,10,0,0,0,4,0,0,12,4,20,12,4,0,3,0
2018-08-15T22:00:00Z,7,4,8,0,0,9,0,0,20,0,6,12,1,2,15,7,6,11,6,8,0,0,17,13,0,0,6,8,5,0,9,0,7,14,0,7,4,5,4,3,0,0,0,0,0,5,3,0,4,4,0,9,3,13,0,6,0,0,9,9,8,0,0,0,5,0,0,12,7,18,11,3,0,4,0
2018-08-15T23:00:00Z,5,5,13,0,0,8,0,-2,8,0,3,14,0,6,18,7,4,6,5,6,0,0,14,13,0,0,4,7,7,0,10,0,8,12,0,7,3,4,7,4,0,0,0,0,0,5,0,0,4,4,0,5,3,11,0,6,0,0,11,9,6,0,0,0,5,0,0,11,5,15,9,2,0,3,0
2018-08-16T00:00:00Z,6,5,15,0,0,6,0,-1,6,0,5,12,5,9,17,6,5,5,4,12,0,0,13,17,0,0,5,10,9,0,9,0,8,8,0,7,9,3,4,4,0,0,0,0,25,0,2,0,4,3,0,4,7,10,0,3,26,0,13,9,6,0,0,0,5,0,0,8,9,14,10,2,8,4,0
2018-08-16T01:00:00Z,18,5,16,0,0,5,0,0,6,0,4,10,4,7,14,5,3,6,6,8,0,0,11,10,0,0,5,12,16,0,9,0,5,7,0,6,6,2,5,5,0,0,0,0,0,0,3,0,3,4,0,4,10,9,0,6,0,0,8,10,9,0,0,0,4,0,0,11,7,12,9,5,0,2,0
2018-08-16T02:00:00Z,13,4,14,0,0,4,0,4,7,0,8,2,3,10,14,6,4,4,0,4,0,0,6,8,0,0,6,13,18,0,12,0,4,6,0,4,3,7,4,5,0,0,0,0,0,0,2,0,3,6,0,4,7,6,0,3,0,0,8,9,5,0,0,0,3,0,0,10,3,19,8,6,0,4,0
2018-08-16T03:00:00Z,9,6,15,0,0,6,0,12,8,0,6,5,6,6,11,5,2,6,3,3,0,0,7,7,0,0,9,15,16,0,24,0,4,4,0,4,6,4,4,2,0,0,0,0,0,0,3,0,3,3,0,5,9,5,0,3,0,0,8,8,9,0,0,0,1,0,0,10,8,12,7,6,0,2,0
2018-08-16T04:00:00Z,8,9,20,0,0,7,0,14,8,0,9,6,8,13,11,6,6,7,7,6,0,0,3,11,0,0,10,15,13,0,16,0,5,5,0,5,5,6,6,6,0,0,0,0,0,0,6,0,2,5,0,3,13,4,0,5,0,0,7,7,9,0,0,0,4,0,0,10,13,16,6,11,0,6,0
2018-08-16T05:00:00Z,12,9,13,0,0,7,0,11,14,0,15,10,5,14,11,7,8,9,2,6,0,0,5,12,0,0,13,16,9,0,27,0,6,10,0,5,3,4,0,8,0,0,0,0,0,0,3,0,3,6,0,4,15,7,0,5,0,0,7,8,11,0,0,0,12,0,0,12,10,29,7,7,0,6,0
2018-08-16T06:00:00Z,10,9,21,0,0,10,0,14,14,0,18,12,5,5,16,6,1,10,10,6,0,0,5,28,0,0,12,14,10,0,14,0,6,16,0,6,2,1,16,16,0,0,0,0,0,0,6,0,9,8,0,2,15,5,0,6,0,0,7,9,8,0,0,0,7,0,0,9,10,35,9,9,0,11,0
2018-08-16T07:00:00Z,12,7,16,0,0,10,0,14,17,0,19,12,24,11,19,3,12,21,8,10,0,0,6,27,0,0,9,13,14,0,9,0,6,14,0,7,6,5,21,20,0,0,0,0,0,0,13,0,6,17,0,5,14,10,0,3,0,0,7,13,10,0,0,0,10,0,0,7,20,31,11,13,0,11,0
2018-08-16T08:00:00Z,10,5,15,0,0,11,0,22,19,0,19,10,58,16,18,3,11,21,19,0,0,0,6,12,0,0,10,9,10,0,6,0,5,28,0,5,4,4,22,16,0,0,0,0,0,0,10,0,2,16,0,6,12,10,0,-2,0,0,6,14,8,0,0,0,10,0,0,9,22,34,8,15,0,12,0
2018-08-16T09:00:00Z,12,4,18,0,0,14,0,17,16,0,15,8,24,19,15,4,14,25,22,10,0,0,7,17,0,0,7,11,9,0,9,0,6,19,0,7,6,9,14,17,0,0,0,0,0,0,3,0,7,13,0,8,9,18,0,1,0,0,5,18,9,0,0,0,14,0,0,8,19,34,7,10,0,12,0
2018-08-16T10:00:00Z,9,4,12,12,0,19,0,10,25,0,11,9,74,14,17,5,15,25,21,6,0,0,6,23,0,0,4,12,12,0,10,0,6,31,0,6,11,0,13,16,0,0,0,0,0,0,0,0,13,14,0,7,7,13,0,9,0,0,8,11,18,0,0,0,13,0,0,12,15,22,7,10,0,15,0
2018-08-16T11:00:00Z,8,3,9,16,0,17,0,11,23,0,11,5,62,10,11,7,11,25,13,6,0,0,7,10,0,0,8,18,9,0,9,0,11,28,0,6,10,10,11,13,0,0,0,0,0,0,0,0,20,9,0,9,8,18,0,12,0,0,18,6,13,0,0,0,16,0,0,12,14,16,12,8,0,8,0
2018-08-16T12:00:00Z,10,4,9,12,0,15,0,9,22,0,14,17,7,10,13,10,8,22,9,14,0,0,3,18,0,0,7,14,8,0,11,0,10,19,0,9,12,13,9,12,0,0,0,0,0,0,0,0,15,6,0,8,7,15,0,15,0,0,10,4,16,0,0,0,14,0,0,15,12,22,10,6,0,7,0
2018-08-16T13:00:00Z,10,4,10,17,0,12,0,9,16,0,9,18,28,10,14,11,8,13,13,12,0,0,3,30,0,0,6,13,7,0,9,0,12,14,0,11,13,6,12,12,0,0,0,0,0,0,0,0,16,6,0,12,7,9,0,16,0,0,0,7,18,0,0,0,6,0,0,12,11,13,9,8,0,6,0
2018-08-16T14:00:00Z,8,4,9,10,0,13,0,10,14,0,10,19,38,9,18,7,7,17,14,15,0,0,7,29,0,0,9,11,11,0,14,0,14,14,0,11,9,10,10,11,0,0,0,0,0,0,0,0,8,9,0,12,8,8,0,14,0,0,17,9,20,0,0,0,8,0,0,19,9,20,14,8,0,10,0
2018-08-16T15:00:00Z,6,4,12,10,0,12,0,13,21,0,10,19,16,8,24,6,6,19,8,16,0,0,8,23,0,0,8,12,11,0,10,0,14,19,0,11,7,0,8,10,0,0,0,12,0,0,0,0,8,9,0,7,8,9,0,21,0,0,5,9,17,0,0,0,6,0,0,20,10,17,13,9,0,8,0
2018-08-16T16:00:00Z,8,3,11,18,0,13,0,11,10,0,7,21,9,8,24,6,10,21,10,12,0,0,6,20,0,0,10,14,10,0,13,0,11,16,0,12,5,8,10,9,0,0,0,10,0,0,0,0,7,10,0,5,8,10,0,19,0,0,6,11,20,0,0,0,8,0,0,15,9,27,14,9,0,3,0
2018-08-16T17:00:00Z,6,4,11,11,0,12,0,14,20,0,10,18,9,12,26,8,7,17,9,16,0,0,8,21,0,0,13,12,9,0,13,0,4,13,0,12,6,6,10,10,0,0,0,10,0,0,0,0,5,12,0,6,9,9,0,15,0,0,6,12,18,0,0,0,10,0,0,19,11,30,16,9,0,7,0
2018-08-16T18:00:00Z,8,4,12,12,0,13,0,13,18,0,8,13,11,16,29,4,5,16,10,14,0,0,6,13,0,0,8,11,7,0,14,0,6,13,0,7,6,4,11,10,0,0,0,7,0,0,0,0,8,12,0,6,9,15,0,25,0,0,5,12,19,0,0,0,7,0,0,19,10,26,14,8,0,8,0
2018-08-16T19:00:00Z,7,5,10,12,0,10,0,16,17,0,9,15,12,9,26,6,9,21,6,17,0,0,6,14,0,0,6,10,8,0,11,0,8,11,0,10,4,3,11,10,0,0,0,8,0,0,0,0,9,13,0,6,9,10,0,25,0,0,8,13,10,0,0,0,6,0,0,12,12,29,16,6,0,9,0
2018-08-16T20:00:00Z,8,4,12,12,0,12,0,9,17,0,9,22,13,9,20,8,12,16,9,20,0,0,11,21,0,0,7,10,7,0,11,0,8,17,0,14,4,5,9,10,0,0,0,9,0,0,0,0,10,13,0,6,11,16,0,16,0,0,15,14,10,0,0,0,8,0,0,10,13,25,15,9,0,6,0
2018-08-16T21:00:00Z,6,6,12,9,0,16,0,14,15,0,11,14,11,9,20,9,10,18,10,14,0,0,8,14,0,0,9,10,10,0,8,0,9,14,0,9,6,4,9,12,0,0,0,9,0,0,0,0,7,13,0,8,12,14,0,16,0,0,16,15,9,0,0,0,11,0,0,14,12,22,16,10,0,6,0
2018-08-16T22:00:00Z,7,6,8,7,0,15,0,13,15,0,13,12,10,11,23,9,8,19,8,10,0,0,6,15,0,0,6,8,8,0,12,0,9,15,0,7,7,1,10,11,0,0,0,8,0,0,0,0,7,12,0,7,12,12,0,9,0,0,20,14,13,0,0,0,12,0,0,10,13,22,18,12,0,6,0
2018-08-16T23:00:00Z,5,4,8,8,0,15,0,14,18,0,11,12,12,10,17,10,8,17,9,10,0,0,6,10,0,0,10,11,8,0,12,0,10,14,0,10,9,6,8,10,0,0,0,8,0,0,0,0,7,11,0,6,10,12,0,9,0,0,16,14,9,0,0,0,8,0,0,10,11,26,15,10,0,8,0
2018-08-17T00:00:00Z,8,4,7,6,0,11,0,11,15,0,11,11,15,12,17,9,9,16,8,8,0,0,5,15,0,0,9,7,5,0,14,0,11,14,0,9,8,10,10,12,0,0,0,11,25,0,0,0,7,9,0,7,10,14,0,14,23,0,10,13,9,0,0,0,8,0,0,10,12,28,15,6,9,6,0
2018-08-17T01:00:00Z,5,3,6,4,0,10,0,10,13,0,9,12,12,2,13,9,8,14,8,10,0,0,7,12,0,0,5,7,4,0,12,0,11,14,0,8,9,10,9,11,0,0,0,8,0,0,0,0,8,8,0,7,10,15,0,13,0,0,9,10,10,0,0,0,9,0,0,12,12,26,16,5,0,10,0
2018-08-17T02:00:00Z,4,2,9,2,0,9,0,9,15,0,8,12,11,5,13,9,8,15,8,10,0,0,5,16,0,0,7,5,5,0,11,0,10,11,0,7,9,6,10,12,0,0,0,10,0,0,0,0,9,9,0,9,10,16,0,13,0,0,10,9,10,0,0,0,8,0,0,26,12,24,14,6,0,11,0
2018-08-17T03:00:00Z,8,2,8,5,0,8,0,8,13,0,9,11,11,6,14,8,8,17,10,10,0,0,4,16,0,0,3,6,5,0,9,0,11,17,0,8,11,12,11,11,0,0,0,10,0,0,0,0,6,9,0,8,8,14,0,13,0,0,9,10,12,0,0,0,9,0,0,8,11,25,12,8,0,12,0
2018-08-17T04:00:00Z,7,2,7,6,0,14,0,6,18,0,11,12,7,12,14,8,7,16,9,8,0,0,7,17,0,0,6,6,6,0,6,0,11,14,0,8,6,1,12,11,0,0,0,7,0,0,0,0,13,8,0,8,7,14,0,11,0,0,8,9,12,0,0,0,8,0,0,10,18,17,18,9,0,7,0
2018-08-17T05:00:00Z,7,2,9,5,0,16,0,14,18,0,12,12,10,15,16,7,7,18,9,10,0,0,7,20,15,0,3,10,9,0,10,0,10,24,0,8,11,8,14,11,0,0,0,10,0,0,0,0,13,10,0,8,8,13,0,21,0,0,8,8,19,0,0,0,9,0,0,18,18,22,17,10,0,10,0
2018-08-17T06:00:00Z,9,3,11,19,0,13,0,9,17,0,17,17,15,9,26,6,12,19,14,0,0,0,7,34,14,0,3,7,10,0,8,0,13,26,0,10,10,9,14,14,0,0,0,7,0,0,0,0,11,10,0,8,8,13,0,19,0,0,13,9,19,0,0,0,11,0,0,17,17,30,24,10,0,8,0
2018-08-17T07:00:00Z,7,3,9,15,0,19,0,15,14,0,12,18,23,12,26,11,12,19,12,0,0,0,6,45,7,0,2,12,12,0,6,0,13,22,0,13,12,8,11,12,0,0,0,9,0,0,0,0,9,10,0,4,11,12,0,20,0,0,17,12,25,0,0,0,16,0,0,18,14,31,20,11,0,9,0
2018-08-17T08:00:00Z,8,4,7,19,0,15,0,12,19,0,12,17,125,7,24,9,11,14,10,0,0,0,2,52,7,0,5,14,8,0,9,0,11,21,0,15,9,10,9,14,0,0,0,9,0,0,0,0,6,10,0,6,9,8,0,19,0,0,15,12,14,0,0,0,7,0,0,15,15,25,18,11,0,20,0
2018-08-17T09:00:00Z,8,5,6,18,0,12,0,8,12,0,11,15,99,10,22,7,7,21,8,16,0,0,1,47,8,0,10,13,5,0,10,0,9,20,0,12,10,9,12,14,0,0,0,13,0,0,0,0,10,10,0,8,10,13,0,15,0,0,11,11,12,0,0,0,8,0,0,11,16,18,16,9,0,9,0
2018-08-17T10:00:00Z,9,4,6,21,0,10,0,13,15,0,10,11,230,8,18,5,8,18,8,14,0,0,2,41,10,0,10,9,6,0,14,0,9,23,0,9,4,5,14,10,0,0,0,12,0,0,0,0,13,10,0,4,10,10,0,23,0,0,8,9,10,0,0,0,4,0,0,7,12,20,10,11,0,12,0
2018-08-17T11:00:00Z,11,3,5,18,0,14,0,8,14,0,11,13,111,16,16,6,10,20,10,10,0,0,4,52,11,0,5,9,5,0,7,0,8,15,0,7,3,4,11,11,0,0,0,10,0,0,0,0,8,10,0,5,14,10,0,15,0,0,4,9,14,0,0,0,6,0,0,12,15,15,12,10,0,8,0
2018-08-17T12:00:00Z,13,2,6,23,0,15,0,16,16,0,14,12,23,9,20,7,11,20,0,11,0,0,2,50,10,0,4,9,5,0,6,0,6,12,0,6,10,2,12,13,0,0,0,16,0,0,0,0,11,11,0,5,14,16,0,15,0,0,5,8,14,0,0,0,10,0,0,13,17,21,9,10,0,8,0
2018-08-17T13:00:00Z,12,1,7,22,0,13,0,12,22,0,11,10,120,8,21,6,10,22,0,7,0,0,3,57,11,0,5,8,4,0,4,0,6,16,0,6,10,0,11,13,0,0,0,8,0,0,0,0,12,12,0,7,16,18,0,16,0,0,9,7,13,0,0,0,9,0,0,14,15,33,5,12,0,7,0
2018-08-17T14:00:00Z,10,1,11,29,0,12,0,18,18,0,12,9,26,4,16,6,12,20,12,11,0,0,4,30,15,0,5,7,4,0,3,0,8,16,0,6,11,9,14,17,0,0,0,16,0,0,0,0,12,13,0,7,15,15,0,13,0,0,11,6,18,0,0,0,10,0,0,13,18,36,12,10,0,9,0
2018-08-17T15:00:00Z,11,1,9,25,0,14,0,15,22,0,16,20,18,7,17,6,13,19,12,8,0,0,3,30,8,0,3,9,4,0,1,0,9,20,0,8,11,8,12,15,0,0,0,11,0,0,0,0,8,19,0,8,17,14,0,13,0,0,10,7,12,0,0,0,11,0,0,15,16,37,8,10,0,9,0
2018-08-17T16:00:00Z,14,1,10,22,0,15,0,13,27,0,14,15,16,6,14,6,11,31,9,11,0,0,5,23,13,0,3,6,3,0,0,0,8,14,0,8,12,9,12,10,0,0,0,9,0,0,0,0,11,18,0,6,18,14,0,13,0,0,17,6,17,0,0,0,8,0,0,12,14,40,10,12,0,10,0
2018-08-17T17:00:00Z,12,1,12,23,0,18,0,12,22,0,14,13,17,0,21,8,10,20,10,10,0,0,6,19,13,0,3,6,2,0,2,0,6,20,0,7,9,8,12,11,0,0,0,10,0,0,0,0,11,14,0,8,21,16,0,22,0,0,16,8,14,0,0,0,12,0,0,13,15,34,13,12,0,9,0
2018-08-17T18:00:00Z,13,1,16,20,0,19,0,16,20,0,15,11,18,4,23,9,11,30,10,8,0,0,6,18,11,0,4,6,2,0,2,0,11,16,0,8,11,10,9,11,0,0,0,8,0,0,0,0,9,15,0,11,18,13,0,23,0,0,14,8,13,0,0,0,10,0,0,14,18,42,15,10,0,8,0
2018-08-17T19:00:00Z,8,1,11,22,0,14,0,11,21,0,12,12,14,8,19,12,16,18,11,10,0,0,6,15,10,0,2,9,3,0,2,0,11,15,0,9,10,14,9,9,0,0,0,6,0,0,0,0,11,10,0,9,17,16,0,16,0,0,19,10,15,0,0,0,9,0,0,14,21,38,15,8,0,8,0
2018-08-17T20:00:00Z,5,1,13,20,0,16,0,15,26,0,11,12,17,8,15,12,17,18,16,12,0,0,8,16,9,0,1,10,8,0,4,0,12,18,0,10,16,14,10,12,0,0,0,8,0,0,0,0,13,14,0,8,18,18,0,13,0,0,18,10,16,0,0,0,13,0,0,16,18,29,14,8,0,6,0
2018-08-17T21:00:00Z,10,2,13,13,0,12,0,12,18,0,12,13,13,8,16,10,14,24,14,14,0,0,14,15,8,0,6,10,13,0,7,0,11,19,0,10,13,14,12,13,0,0,0,6,0,0,0,0,10,14,0,9,16,19,0,23,0,0,16,10,13,0,0,0,12,0,0,14,15,37,14,14,0,8,0
2018-08-17T22:00:00Z,8,2,10,11,0,12,0,11,20,0,11,14,13,10,20,9,11,17,12,12,0,0,9,14,10,0,5,11,13,0,14,0,11,20,0,11,13,12,12,12,0,0,0,8,0,0,0,0,12,11,0,8,13,18,0,19,0,0,25,9,14,0,0,0,12,0,12,16,11,32,15,11,0,10,0
2018-08-17T23:00:00Z,7,2,10,11,0,14,0,8,14,0,11,15,14,11,18,9,15,13,14,14,0,0,5,18,10,0,4,10,15,0,15,0,12,19,0,12,12,9,12,14,0,0,0,12,0,0,0,0,7,16,0,7,17,20,0,15,0,0,18,10,9,0,0,0,11,0,19,12,15,27,13,10,0,11,0
2018-08-18T00:00:00Z,10,3,12,16,0,11,0,9,14,0,12,13,9,12,18,9,15,15,13,11,0,0,3,19,7,0,2,10,12,0,13,0,12,17,0,10,11,9,14,17,0,0,0,10,24,0,0,0,7,11,0,5,19,20,0,9,33,0,12,10,14,0,0,0,13,0,14,13,11,24,14,13,7,13,0
2018-08-18T01:00:00Z,12,4,10,18,0,8,0,15,14,0,14,11,11,9,16,9,14,14,16,11,0,0,3,13,7,0,6,13,11,0,12,0,10,19,0,11,8,10,13,14,0,0,0,7,0,0,0,0,6,9,0,9,18,17,0,16,0,0,16,10,9,0,0,0,11,0,14,12,13,40,12,12,0,14,0
2018-08-18T02:00:00Z,12,3,6,17,0,9,0,19,9,0,11,10,14,13,20,8,10,9,14,11,0,0,3,11,7,0,9,7,5,0,10,0,11,18,0,10,7,10,15,15,0,0,0,6,0,0,0,0,9,12,0,8,17,22,0,13,0,0,13,9,12,0,0,0,13,0,15,12,12,37,11,12,0,14,0
2018-08-18T03:00:00Z,14,2,5,20,0,11,0,16,11,0,12,10,18,16,21,10,14,21,11,11,0,0,4,11,9,0,3,3,1,0,6,0,9,13,0,9,11,11,13,15,0,0,0,5,0,0,0,0,6,15,0,6,18,24,0,8,0,0,14,10,10,0,0,0,11,0,12,14,12,33,10,10,0,13,0
2018-08-18T04:00:00Z,13,1,6,22,0,7,0,12,14,0,11,10,19,12,15,8,12,20,11,8,0,0,4,16,7,0,3,6,1,0,9,0,9,14,0,8,10,10,13,14,0,0,0,6,0,0,0,0,6,20,0,7,17,22,0,8,0,0,15,10,11,0,0,0,10,0,14,22,12,31,12,9,0,12,0
2018-08-18T05:00:00Z,15,2,7,18,0,9,0,7,17,0,11,12,20,14,20,7,11,23,11,6,0,0,3,12,6,0,4,4,2,0,9,0,9,25,0,7,6,8,11,12,0,0,0,5,0,0,0,0,8,20,0,4,18,18,0,13,0,0,13,10,12,0,0,0,10,0,9,19,15,33,11,9,0,9,0
2018-08-18T06:00:00Z,15,2,9,21,0,11,0,9,18,0,16,10,11,15,21,7,9,20,13,6,0,0,2,16,9,0,1,3,4,0,7,0,7,26,0,7,6,6,13,11,0,0,0,10,0,0,0,0,7,17,0,6,16,19,0,9,0,0,9,10,12,0,0,0,12,0,18,17,14,33,10,10,0,12,0
2018-08-18T07:00:00Z,14,1,13,23,0,13,0,11,20,0,14,11,12,14,17,8,10,21,13,10,0,0,5,18,13,0,8,4,5,0,4,0,7,25,0,7,7,9,12,14,0,0,0,6,0,0,0,0,6,17,0,8,15,21,0,10,0,0,8,9,12,0,0,0,11,0,11,18,12,32,10,13,0,10,0
2018-08-18T08:00:00Z,8,1,14,23,0,16,0,12,14,0,16,13,12,13,16,10,12,22,5,11,0,0,5,24,10,0,1,5,4,0,12,0,9,16,0,8,8,21,12,13,0,0,0,7,0,0,0,0,9,14,0,10,7,21,0,15,0,0,8,6,16,0,0,0,11,0,12,14,17,30,10,12,0,8,0
2018-08-18T09:00:00Z,9,1,14,25,0,15,0,10,14,0,16,16,17,16,16,8,10,22,12,12,0,0,3,26,6,0,1,9,6,0,13,0,9,18,0,9,11,12,9,12,0,0,0,8,0,0,0,0,11,15,0,10,2,20,0,11,0,0,10,7,15,0,0,0,9,0,12,13,14,32,13,10,0,8,0
2018-08-18T10:00:00Z,10,1,14,23,0,16,0,11,14,0,17,18,18,13,21,7,10,24,0,15,0,0,4,25,7,0,6,9,4,0,8,0,9,23,0,9,9,9,14,12,0,0,0,9,0,0,0,5,12,17,0,6,2,18,0,16,0,0,15,9,13,0,0,0,11,0,12,14,13,15,10,10,0,5,0
2018-08-18T11:00:00Z,9,1,15,20,0,16,0,7,16,0,14,13,11,16,15,6,14,22,11,22,0,0,4,36,10,0,8,9,4,0,4,0,8,13,0,9,9,0,13,14,0,0,0,14,0,0,0,7,12,13,0,9,2,18,0,19,0,0,12,8,14,0,0,0,13,0,14,12,14,12,10,12,0,6,0
2018-08-18T12:00:00Z,11,1,10,9,0,15,0,6,20,0,19,11,6,14,22,6,15,12,14,9,0,0,5,15,15,0,4,12,3,0,4,0,7,11,0,9,11,0,12,12,0,0,0,10,0,0,0,11,12,5,0,8,4,16,0,21,0,0,12,8,9,0,0,0,15,0,15,9,14,12,10,12,0,7,0
2018-08-18T13:00:00Z,11,1,12,9,0,15,0,4,14,0,17,10,12,12,17,7,10,13,12,10,0,0,6,12,12,0,4,11,2,0,3,0,6,14,0,6,10,10,14,12,0,0,0,13,0,0,0,15,8,5,0,6,8,19,0,20,0,0,7,8,12,0,0,0,12,0,11,11,13,9,11,8,0,12,0
