,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.875024, 52.47609)","(-1.918235, 52.481346)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-3.152305, 51.49096)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.441614, 51.48879)","(-0.305749, 53.758971)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-7.900328, 54.43951)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.595362, 54.986405)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-1.095558, 50.798339)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-01-01T00:00:00Z,7,0,9,10,9,0,0,0,16,17,24,16,13,14,21,0,6,0,9,11,0,0,7,15,2,0,8,7,3,0,0,10,7,27,8,12,7,11,16,15,0,0,0,13,19,0,9,1,13,0,0,6,0,19,7,0,31,9,16,0,6,0,0,6,16,0,13,0,18,23,15,0,9,11,0
2018-01-01T01:00:00Z,4,0,5,11,7,0,0,0,14,11,18,8,7,11,7,0,7,0,11,9,0,0,6,8,4,0,5,9,4,0,0,10,5,14,0,7,6,12,16,15,0,0,0,9,0,0,5,3,11,0,0,9,0,24,9,0,0,9,8,0,6,0,0,5,12,0,6,9,5,17,6,0,0,8,0
2018-01-01T02:00:00Z,2,0,5,7,5,0,0,0,12,7,10,6,19,12,4,0,8,0,5,7,0,0,7,5,6,0,4,8,5,0,0,7,4,18,0,6,8,12,13,17,0,0,0,7,0,0,5,4,10,0,0,1,0,23,13,0,0,1,6,0,5,0,0,6,11,0,6,9,7,17,8,0,0,15,0
2018-01-01T03:00:00Z,4,0,6,8,6,0,0,0,14,10,7,2,19,10,7,0,5,0,8,6,0,0,8,5,9,0,3,8,4,0,0,3,3,13,0,3,3,9,10,10,0,0,0,12,0,0,7,7,10,0,0,3,0,25,12,0,0,0,4,0,4,0,0,6,12,0,4,8,5,25,3,0,0,10,0
2018-01-01T04:00:00Z,8,0,7,6,7,0,0,0,14,13,9,1,17,11,8,0,6,0,5,1,0,0,7,2,8,0,4,10,5,0,0,2,3,11,0,4,2,7,5,9,0,0,0,7,0,0,4,5,6,0,0,3,0,24,12,0,0,1,6,0,10,0,0,6,9,0,6,13,7,32,4,0,0,8,0
2018-01-01T05:00:00Z,5,0,7,3,7,0,0,0,16,14,6,8,28,13,12,0,9,0,8,6,0,0,5,7,6,0,7,4,6,0,0,3,6,12,0,5,9,11,9,7,0,0,0,6,0,0,2,5,8,0,0,7,0,18,20,0,0,3,7,0,11,0,0,7,11,0,8,18,6,30,7,0,0,7,0
2018-01-01T06:00:00Z,3,0,10,3,7,0,0,0,17,14,7,10,25,12,11,0,10,0,10,10,0,0,11,9,6,0,0,3,7,0,0,8,10,11,0,9,11,12,6,8,0,0,0,7,0,0,1,4,14,0,0,11,0,9,20,0,0,2,8,0,15,0,0,9,9,0,12,19,6,23,11,0,0,10,0
2018-01-01T07:00:00Z,4,0,10,7,6,0,0,0,19,16,10,14,14,12,19,0,10,0,10,10,0,0,11,14,7,0,2,10,6,0,0,11,13,11,0,12,0,13,7,8,0,0,0,7,0,0,2,4,7,0,0,12,0,4,22,0,0,7,10,0,22,0,0,13,11,0,14,24,9,28,12,0,0,7,0
2018-01-01T08:00:00Z,3,0,7,9,10,0,0,0,21,16,14,19,20,12,24,0,10,0,12,15,0,0,7,19,8,0,6,9,10,0,0,16,17,12,0,15,2,16,10,8,0,0,0,10,0,0,6,7,9,0,0,11,0,4,28,0,0,8,11,0,18,0,0,12,11,0,17,26,6,13,16,0,0,8,0
2018-01-01T09:00:00Z,2,0,7,9,11,0,0,0,30,20,9,20,14,16,25,0,10,0,12,19,0,0,7,16,9,0,6,13,11,0,0,14,21,14,0,18,17,16,11,9,0,0,0,9,0,0,2,10,9,0,0,14,0,6,19,0,0,10,15,0,9,0,0,16,10,0,20,11,7,8,18,0,0,11,0
2018-01-01T10:00:00Z,3,0,8,9,7,0,0,0,18,10,14,24,6,15,21,0,11,0,13,20,0,0,6,26,7,0,7,11,11,0,0,17,21,17,0,20,17,19,13,12,0,0,0,8,0,0,7,14,10,0,0,16,0,6,16,0,0,13,21,0,7,0,0,18,15,0,21,14,10,18,17,0,0,7,0
2018-01-01T11:00:00Z,5,0,6,7,2,0,0,0,6,2,14,21,8,14,14,0,11,0,12,11,0,0,4,22,6,0,6,10,11,0,0,11,16,14,0,17,16,17,13,13,0,0,0,8,0,0,4,15,12,0,0,11,0,9,11,0,0,15,14,0,8,0,0,20,13,0,13,6,7,12,12,0,0,12,0
2018-01-01T12:00:00Z,7,0,5,4,3,0,0,0,10,5,12,13,11,14,11,0,10,0,7,10,0,0,6,12,8,0,8,15,8,0,0,11,11,16,0,11,9,14,15,13,0,0,0,10,0,0,8,17,11,0,0,2,0,14,10,0,0,16,7,0,8,0,0,22,12,0,9,4,6,14,10,0,0,10,0
2018-01-01T13:00:00Z,5,0,4,6,1,0,0,0,15,7,13,8,16,15,7,0,5,0,6,10,0,0,10,9,7,0,10,12,4,0,0,7,8,22,0,9,6,9,15,14,0,0,0,7,0,0,8,18,6,0,0,6,0,13,13,0,0,3,6,0,5,0,0,10,10,0,11,6,10,24,10,0,0,14,0
2018-01-01T14:00:00Z,5,0,7,13,8,0,0,0,17,9,8,4,16,12,9,0,4,0,6,6,0,0,10,0,7,0,10,2,2,0,0,10,5,18,0,3,8,8,12,15,0,0,0,7,0,0,10,19,6,0,0,5,0,16,9,0,0,4,4,0,8,0,0,5,8,0,12,17,6,20,9,0,0,12,0
2018-01-01T15:00:00Z,5,0,8,14,6,0,0,0,19,11,6,6,12,8,7,0,7,0,6,5,0,0,4,0,7,0,7,6,2,0,0,3,4,20,0,5,7,9,8,4,0,0,0,11,0,0,10,22,8,0,0,6,0,14,12,0,0,0,6,0,10,0,0,7,9,0,8,13,7,17,5,0,0,12,0
2018-01-01T16:00:00Z,4,0,6,10,6,0,0,0,18,11,8,8,16,17,13,0,7,0,8,7,0,0,12,9,17,0,6,6,4,0,0,5,5,18,0,6,8,10,7,5,0,0,0,11,0,0,10,10,6,0,0,6,0,15,14,0,0,0,7,0,9,0,0,8,5,0,9,15,9,17,7,0,0,7,0
2018-01-01T17:00:00Z,5,0,15,17,6,0,0,0,20,12,6,7,16,10,14,0,0,0,3,10,0,0,6,12,10,0,10,8,3,0,0,7,7,17,0,7,10,14,5,2,0,0,0,10,0,0,8,12,4,0,0,7,0,16,16,0,0,3,8,0,9,0,0,8,6,0,9,15,6,16,9,0,0,8,0
2018-01-01T18:00:00Z,5,0,9,8,6,0,0,0,19,11,6,9,10,2,12,0,0,0,4,12,0,0,10,10,11,0,7,10,4,0,0,8,6,14,0,9,9,10,4,4,0,0,0,18,0,0,3,15,7,0,0,6,0,21,15,0,0,6,8,0,14,0,0,6,6,0,10,11,8,22,8,0,0,9,0
2018-01-01T19:00:00Z,6,0,26,9,4,0,0,0,16,10,6,8,16,10,13,0,4,0,7,8,0,0,13,10,9,0,4,6,4,0,0,8,5,12,0,6,7,9,5,4,0,0,0,12,0,0,3,10,5,0,0,6,0,21,17,0,0,7,9,0,12,0,0,7,9,0,7,13,14,18,6,0,0,10,0
2018-01-01T20:00:00Z,2,0,24,11,9,0,0,0,14,8,9,9,18,10,16,0,3,0,6,6,0,0,15,6,6,0,4,5,4,0,0,6,5,8,0,6,5,10,2,3,0,0,0,7,0,0,0,7,8,0,0,6,0,20,20,0,0,6,10,0,11,0,0,7,9,0,7,15,8,18,10,0,0,5,0
2018-01-01T21:00:00Z,1,0,20,16,9,0,0,0,14,9,10,6,10,8,12,0,5,0,6,8,0,0,12,9,5,0,6,8,7,0,0,4,5,8,0,5,6,9,3,2,0,0,0,6,0,0,3,4,6,0,0,7,0,20,17,0,0,5,10,0,9,0,0,11,6,0,7,12,10,24,6,0,0,3,0
2018-01-01T22:00:00Z,3,0,19,17,17,0,0,0,14,12,8,6,16,6,10,0,7,0,7,5,0,0,19,9,2,0,4,9,7,0,0,5,6,6,0,6,3,11,6,3,0,0,0,5,0,0,2,5,7,0,0,7,0,18,18,0,0,5,7,0,9,0,0,8,4,0,7,14,7,28,6,0,0,8,0
2018-01-01T23:00:00Z,3,0,20,19,16,0,0,0,16,9,10,7,18,8,9,0,4,0,5,8,0,0,19,5,0,0,-1,7,10,0,0,6,6,7,0,6,8,10,7,5,0,0,0,5,0,0,0,3,6,0,0,8,0,21,15,0,0,4,5,0,11,0,0,5,9,0,9,13,5,26,6,0,0,2,0
2018-01-02T00:00:00Z,4,0,15,10,17,0,0,0,23,16,11,7,26,5,9,0,8,0,9,8,0,0,24,7,0,0,1,5,7,0,0,6,6,9,7,7,3,10,5,6,0,0,0,2,27,0,-1,3,7,0,0,6,0,20,16,0,41,4,7,0,11,0,0,8,10,0,6,15,7,22,7,0,17,6,0
2018-01-02T01:00:00Z,2,0,17,16,18,0,0,0,23,20,14,4,24,8,15,0,8,0,11,3,0,0,15,10,5,0,4,12,8,0,0,6,6,10,0,6,7,9,7,6,0,0,0,3,0,0,1,3,5,0,0,8,0,26,20,0,0,4,9,0,12,0,0,10,10,0,7,16,10,26,5,0,0,5,0
2018-01-02T02:00:00Z,3,0,16,17,17,0,0,0,26,20,18,4,30,8,11,0,13,0,10,0,0,0,12,10,1,0,3,12,7,0,0,6,9,10,0,7,11,11,7,6,0,0,0,7,0,0,2,6,10,0,0,9,0,26,16,0,0,5,11,0,13,0,0,10,12,0,8,15,10,33,7,0,0,4,0
2018-01-02T03:00:00Z,2,0,16,16,15,0,0,0,25,20,20,9,27,12,15,0,17,0,19,9,0,0,14,11,-2,0,6,10,7,0,0,7,12,7,0,11,16,15,9,10,0,0,0,6,0,0,4,4,10,0,0,10,0,28,18,0,0,8,12,0,12,0,0,10,18,0,10,17,12,27,11,0,0,8,0
2018-01-02T04:00:00Z,3,0,17,12,18,0,0,0,25,22,18,11,22,17,20,0,18,0,20,5,0,0,16,14,3,0,1,7,8,0,0,10,13,11,0,12,18,15,15,14,0,0,0,4,0,0,6,7,11,0,0,13,0,27,18,0,0,7,9,0,15,0,0,14,19,0,12,20,15,22,13,0,0,10,0
2018-01-02T05:00:00Z,4,0,20,17,16,0,0,0,28,24,19,10,24,14,18,0,15,0,16,14,0,0,13,13,7,0,7,3,7,0,0,11,15,15,0,13,15,15,15,19,0,0,0,8,0,0,4,7,15,0,0,12,0,21,0,0,0,10,13,0,18,0,0,18,22,0,13,13,18,25,15,0,0,12,0
2018-01-02T06:00:00Z,4,0,16,16,15,0,0,0,26,16,18,16,14,21,24,0,15,0,15,13,0,0,10,16,7,0,10,18,16,0,0,15,18,20,0,14,14,16,16,19,0,0,0,7,0,0,7,9,18,0,0,14,0,17,0,0,0,14,13,0,18,0,0,14,20,0,16,25,20,42,20,0,0,16,0
2018-01-02T07:00:00Z,2,0,6,30,16,0,0,0,35,20,19,23,19,19,28,0,15,0,16,15,0,0,3,23,10,0,12,16,18,0,0,16,17,26,0,16,18,16,19,16,0,0,0,10,0,0,9,15,16,0,0,16,0,13,0,0,0,11,11,0,27,0,0,13,17,0,16,27,16,25,20,0,0,18,0
2018-01-02T08:00:00Z,3,0,-2,17,11,0,0,0,22,16,20,26,19,16,22,0,16,0,18,22,0,0,13,26,25,0,8,14,15,0,0,16,17,25,0,17,22,16,18,20,0,0,0,14,0,0,8,14,15,0,0,17,0,9,28,0,0,10,14,0,30,0,0,18,18,0,18,23,14,19,18,0,0,18,0
2018-01-02T09:00:00Z,6,0,3,10,6,0,0,0,20,20,20,21,15,12,27,0,17,0,15,56,0,0,6,24,18,0,8,16,14,0,0,12,17,21,0,21,21,20,18,21,0,0,0,18,0,0,16,14,19,0,0,15,0,9,22,0,0,14,17,0,27,0,0,18,17,0,21,24,21,9,14,0,0,18,0
2018-01-02T10:00:00Z,4,0,10,10,6,0,0,0,10,4,16,23,10,17,29,0,15,0,15,26,0,0,9,19,19,0,12,11,5,0,0,14,15,18,0,18,10,17,23,19,0,0,0,18,0,0,19,13,15,0,0,11,0,7,24,0,0,16,12,0,6,0,0,20,21,0,23,15,27,9,16,0,0,14,0
2018-01-02T11:00:00Z,7,0,15,11,11,0,0,0,6,-1,8,23,13,7,22,0,8,0,11,14,0,0,16,16,17,0,9,7,3,0,0,15,10,20,0,14,11,14,15,15,0,0,0,17,0,0,14,13,15,0,0,4,0,18,15,18,0,10,10,0,5,0,0,19,17,0,17,12,17,22,16,0,0,17,0
2018-01-02T12:00:00Z,11,0,20,15,11,0,0,0,15,9,9,11,33,8,16,0,8,0,8,16,0,0,13,10,14,0,5,2,6,0,0,12,6,13,0,9,7,12,13,18,0,0,0,13,0,0,12,24,11,0,0,3,0,32,8,9,0,4,7,0,9,0,0,16,10,0,10,0,16,45,13,0,0,13,0
2018-01-02T13:00:00Z,9,0,24,28,21,0,0,0,43,34,11,9,44,8,7,0,2,0,5,6,0,0,19,6,8,0,1,10,9,0,0,11,2,17,0,4,1,11,11,12,0,0,0,6,0,0,9,24,10,0,0,0,0,41,3,15,0,0,6,0,10,0,0,10,7,0,6,16,9,57,5,0,0,6,0
2018-01-02T14:00:00Z,6,0,24,35,26,0,0,0,58,42,11,4,52,15,7,0,0,0,8,13,0,0,26,7,7,0,2,11,8,0,0,1,2,14,0,2,7,10,8,8,0,0,0,4,0,0,7,11,8,0,0,11,0,49,4,23,0,0,6,0,18,0,0,4,7,0,-1,20,12,57,2,0,0,8,0
2018-01-02T15:00:00Z,5,0,35,31,28,0,0,0,64,52,13,7,46,13,7,0,6,0,7,7,0,0,22,7,7,0,10,9,14,0,0,0,8,13,0,5,14,14,15,12,0,0,0,8,0,0,4,0,13,0,0,29,0,50,13,34,0,4,23,0,21,0,0,11,12,0,6,22,13,52,5,0,0,10,0
2018-01-02T16:00:00Z,10,0,25,37,29,0,0,0,59,52,18,20,34,24,11,0,10,0,18,14,0,0,23,21,13,0,7,15,20,0,0,11,19,15,0,15,18,28,18,19,0,0,0,13,0,0,8,-1,17,0,0,37,0,49,18,41,0,22,35,0,32,0,0,22,15,0,15,35,26,49,13,0,0,11,0
2018-01-02T17:00:00Z,11,0,13,27,20,0,0,0,50,45,18,31,33,28,14,0,19,0,19,23,0,0,18,29,19,0,6,18,20,0,0,19,29,20,0,26,23,30,21,16,0,0,0,20,0,0,13,5,23,0,0,34,0,48,24,49,0,34,36,0,44,0,0,35,22,0,29,41,27,43,19,0,0,20,0
2018-01-02T18:00:00Z,9,0,0,19,17,0,0,0,45,43,14,44,25,22,21,0,20,0,20,31,0,0,26,38,12,0,16,19,22,0,0,27,29,19,0,32,26,32,18,15,0,0,0,18,0,0,19,11,24,0,0,39,0,30,29,50,0,37,34,0,47,0,0,39,17,0,30,33,35,35,19,0,0,24,0
2018-01-02T19:00:00Z,6,0,2,6,0,0,0,0,27,28,16,36,17,16,39,0,14,0,21,30,0,0,17,31,7,0,16,21,19,0,0,27,25,25,0,28,40,31,9,5,0,0,0,7,0,0,13,17,16,0,0,31,0,22,33,46,0,36,36,0,35,0,0,34,13,0,32,42,20,10,29,0,0,20,0
2018-01-02T20:00:00Z,12,0,3,6,6,0,0,0,10,6,15,31,7,9,40,0,16,0,18,33,0,0,7,29,7,0,16,16,13,0,0,28,21,24,0,27,36,28,16,12,0,0,0,16,0,0,10,21,24,0,0,15,0,19,30,33,0,30,22,0,18,0,0,28,16,0,30,31,11,14,33,0,0,17,0
2018-01-02T21:00:00Z,13,0,12,3,3,0,0,0,9,1,8,13,16,6,23,0,10,0,17,21,0,0,4,16,12,0,9,4,14,0,0,18,6,18,0,14,18,15,12,9,0,0,0,15,0,0,6,23,26,0,0,5,0,26,24,24,0,19,9,0,10,0,0,20,13,0,15,19,10,28,16,0,0,14,0
2018-01-02T22:00:00Z,13,0,10,3,9,0,0,0,26,22,12,4,28,8,1,0,8,0,9,4,0,0,8,2,9,0,5,10,9,0,0,0,2,26,0,3,2,9,10,6,0,0,0,8,0,0,7,16,7,0,0,7,0,18,14,17,0,5,6,0,6,0,0,6,12,0,0,14,6,33,3,0,0,16,0
2018-01-02T23:00:00Z,11,0,8,16,10,0,0,0,38,28,13,-1,29,14,6,0,6,0,3,0,0,0,6,7,9,0,7,6,3,0,0,1,2,17,0,2,5,13,11,6,0,0,0,7,0,0,6,13,9,0,0,8,0,21,8,14,0,4,1,0,9,0,0,5,10,0,5,3,8,22,5,0,0,0,0
2018-01-03T00:00:00Z,11,0,9,5,10,0,0,0,30,25,16,7,22,10,6,0,9,0,5,5,0,0,9,7,14,0,7,3,2,0,0,3,7,10,13,7,15,12,14,12,0,0,0,7,35,0,2,5,11,0,0,21,0,12,10,10,42,0,13,0,7,0,0,10,8,0,0,5,10,32,9,0,19,16,0
2018-01-03T01:00:00Z,9,0,4,10,7,0,0,0,41,28,12,10,38,7,16,0,10,0,10,15,0,0,10,16,12,0,6,3,1,0,0,13,10,12,0,13,13,16,14,14,0,0,0,13,0,0,0,0,13,0,0,16,0,12,7,17,0,13,11,0,8,0,0,11,8,0,13,12,10,34,12,0,0,10,0
2018-01-03T02:00:00Z,7,0,3,12,8,0,0,0,48,34,15,13,29,5,9,0,0,0,10,11,0,0,13,10,12,0,3,3,1,0,0,9,8,13,0,9,7,11,11,14,0,0,0,7,0,0,1,0,13,0,0,17,0,2,10,24,0,0,11,0,16,0,0,12,7,0,10,9,7,19,5,0,0,14,0
2018-01-03T03:00:00Z,5,0,5,7,7,0,0,0,34,20,18,12,24,5,14,0,8,0,10,7,0,0,8,14,8,0,2,4,1,0,0,-2,12,13,0,8,6,10,12,12,0,0,0,3,0,0,1,0,8,0,0,11,0,22,12,20,0,0,16,0,14,0,0,0,9,0,5,16,8,25,4,0,0,7,0
2018-01-03T04:00:00Z,5,0,4,5,6,0,0,0,33,23,17,19,24,2,22,0,9,0,9,18,0,0,11,16,5,0,1,4,2,0,0,18,12,14,0,16,8,10,10,11,0,0,0,1,0,0,-1,3,6,0,0,8,0,22,16,21,0,13,8,0,16,0,0,6,8,0,21,14,8,25,18,0,0,5,0
2018-01-03T05:00:00Z,6,0,5,10,5,0,0,0,25,18,15,14,30,8,21,0,9,0,9,10,0,0,10,9,8,0,2,5,3,0,0,10,10,13,0,10,7,12,6,13,0,0,0,0,0,0,-3,3,10,0,0,10,0,26,8,20,0,6,18,0,14,0,0,8,8,0,12,22,8,27,11,0,0,4,0
2018-01-03T06:00:00Z,7,0,8,12,9,0,0,0,30,25,15,13,20,4,19,0,12,0,10,13,0,0,8,14,7,0,0,5,5,0,0,13,9,13,0,11,13,14,13,8,0,0,0,5,0,0,-1,6,10,0,0,9,0,22,12,17,0,10,13,0,13,0,0,10,20,0,16,35,8,22,14,0,0,5,0
2018-01-03T07:00:00Z,6,0,10,10,7,0,0,0,19,16,14,12,20,10,21,0,8,0,14,16,0,0,5,22,3,0,1,12,6,0,0,11,11,11,0,12,9,10,8,11,0,0,0,5,0,0,2,7,8,0,0,8,0,30,15,22,0,12,21,0,20,0,0,13,9,0,12,23,4,28,15,0,0,8,0
2018-01-03T08:00:00Z,8,0,12,16,6,0,0,0,30,0,21,12,32,14,22,0,11,0,9,22,0,0,8,19,7,0,5,13,6,0,0,13,10,9,0,14,10,12,15,10,0,0,0,3,0,0,1,9,10,0,0,12,0,31,19,16,0,0,18,0,8,0,0,11,12,0,18,14,8,37,18,0,0,5,0
2018-01-03T09:00:00Z,9,0,8,12,5,0,0,0,39,0,16,11,36,13,18,0,11,0,14,16,0,0,10,19,11,0,6,15,5,0,0,14,10,18,0,13,16,13,13,14,0,0,0,9,0,0,2,7,11,0,0,13,0,30,16,21,0,10,15,0,21,0,0,13,14,0,16,24,9,40,17,0,0,7,0
2018-01-03T10:00:00Z,0,0,6,10,6,0,0,0,46,0,18,18,36,10,23,0,12,0,8,18,0,0,12,26,9,0,4,16,8,0,0,15,14,19,0,17,14,15,11,10,0,0,0,6,0,0,5,8,10,0,0,16,0,35,15,29,0,15,22,0,0,0,0,15,7,0,23,33,8,37,18,0,0,9,0
2018-01-03T11:00:00Z,15,0,13,21,10,0,0,0,44,0,18,18,40,16,28,0,7,0,11,26,0,0,14,25,6,0,8,15,8,0,0,17,17,20,0,19,17,16,12,13,0,0,0,8,0,0,4,13,11,0,0,16,0,27,23,24,0,18,29,0,6,0,0,18,8,0,23,24,8,0,23,0,0,13,0
2018-01-03T12:00:00Z,14,0,14,21,11,0,0,0,46,0,18,22,44,11,30,0,10,0,14,28,0,0,18,34,7,0,6,11,9,0,0,22,17,18,0,20,18,15,10,11,0,0,0,9,0,0,9,10,15,0,0,21,0,23,20,34,0,22,28,0,0,0,0,20,17,0,26,26,10,39,25,0,0,10,0
2018-01-03T13:00:00Z,17,0,19,19,13,0,0,0,49,0,19,22,41,0,33,0,14,0,15,0,0,0,14,35,9,0,7,17,12,0,0,23,17,26,0,19,18,18,13,10,0,0,0,11,0,0,8,7,12,0,0,19,0,34,18,38,0,22,33,0,36,0,0,20,13,0,26,31,10,101,27,0,0,10,0
2018-01-03T14:00:00Z,23,0,19,24,15,0,0,0,48,0,19,18,44,0,33,0,11,0,10,32,0,0,16,40,9,0,8,14,9,0,0,22,18,16,0,20,20,23,11,13,0,0,0,7,0,0,4,6,12,0,0,23,0,36,19,23,0,21,29,0,25,0,0,22,14,0,29,26,13,37,23,0,0,10,0
2018-01-03T15:00:00Z,29,0,13,20,14,0,0,0,52,0,22,27,42,0,36,0,8,0,11,35,0,0,11,36,7,0,9,0,7,0,0,27,20,17,0,25,0,27,15,12,0,0,0,11,0,0,8,10,13,0,0,26,0,36,12,25,0,22,30,0,26,0,0,26,13,0,28,27,18,35,30,0,0,12,0
2018-01-03T16:00:00Z,30,0,16,14,10,0,0,0,43,0,25,28,42,0,36,0,15,0,15,26,0,0,11,33,3,0,6,11,6,0,0,26,22,18,0,27,0,29,12,15,0,0,0,7,0,0,4,12,22,0,0,28,0,36,19,38,0,0,32,0,30,0,0,27,18,0,33,30,21,37,29,0,0,18,0
2018-01-03T17:00:00Z,34,0,10,18,13,0,0,0,52,0,25,31,42,0,38,0,21,0,19,28,0,0,11,32,2,0,6,7,6,0,0,30,21,19,0,26,0,26,16,20,0,0,0,3,0,0,8,12,26,0,0,26,0,20,23,36,0,25,34,0,31,0,0,26,16,0,30,36,29,48,29,0,0,14,0
2018-01-03T18:00:00Z,63,0,11,22,14,12,0,0,60,0,25,31,40,0,40,0,21,0,22,31,0,0,11,32,6,0,4,15,5,0,0,27,20,22,0,26,0,27,20,17,0,0,0,7,0,0,4,20,22,0,0,28,0,19,22,40,0,25,31,0,33,0,0,25,19,0,26,42,19,48,26,0,0,14,0
2018-01-03T19:00:00Z,38,0,20,15,10,16,0,0,59,0,26,30,35,0,40,0,16,0,16,34,0,0,22,29,7,0,6,14,6,0,0,28,24,23,0,27,0,27,18,18,0,0,0,13,0,0,4,19,25,0,0,29,0,20,26,46,0,26,32,0,41,0,0,26,17,0,30,37,20,36,32,0,0,16,0
2018-01-03T20:00:00Z,22,0,18,9,14,15,0,0,50,0,22,33,24,0,37,0,17,0,18,32,0,0,22,36,6,0,9,11,6,0,0,30,26,20,0,30,0,29,19,18,0,0,0,8,0,0,6,19,24,0,0,34,0,20,32,43,0,33,29,0,39,0,0,25,19,0,32,36,23,38,31,0,0,14,0
2018-01-03T21:00:00Z,22,0,18,11,12,15,0,0,33,0,24,32,22,0,33,0,18,0,18,35,0,0,11,36,7,0,9,14,6,0,0,30,26,15,0,28,0,30,14,13,0,0,0,12,0,0,8,18,27,0,0,31,0,16,32,25,0,27,26,0,32,0,0,25,16,0,35,29,23,25,32,0,0,16,0
2018-01-03T22:00:00Z,21,0,19,16,11,14,0,0,26,0,26,35,21,0,33,0,21,0,17,22,0,0,15,36,10,0,10,14,5,0,0,32,26,14,0,32,0,28,15,10,0,0,0,9,0,0,6,22,26,0,0,33,0,14,19,21,0,0,29,0,17,0,0,31,21,0,33,20,23,27,35,0,0,15,0
2018-01-03T23:00:00Z,14,0,16,17,11,19,0,0,15,0,24,31,21,0,41,0,20,0,20,35,0,0,15,37,8,0,3,6,8,0,0,33,24,19,0,30,0,32,8,13,0,0,0,8,0,0,3,19,22,0,0,22,0,6,15,17,0,26,21,0,12,0,0,29,17,0,38,13,23,0,35,0,0,11,0
2018-01-04T00:00:00Z,19,0,24,17,14,19,0,0,9,0,26,29,24,0,34,0,19,0,21,25,0,0,12,24,5,0,4,6,7,0,0,29,14,17,11,25,0,29,16,13,0,0,0,7,24,0,8,20,27,0,0,18,0,7,13,19,28,21,10,0,15,0,0,29,16,0,28,18,26,0,29,0,14,10,0
2018-01-04T01:00:00Z,15,0,22,16,10,21,0,0,8,0,28,14,15,0,33,0,20,0,19,13,0,0,10,15,4,0,5,8,7,0,0,19,10,20,0,14,0,29,17,18,0,0,0,6,0,0,5,22,23,0,0,8,0,6,16,17,0,12,10,0,12,0,0,23,22,0,12,18,28,0,18,0,0,12,0
2018-01-04T02:00:00Z,11,0,25,22,16,14,0,0,5,0,24,7,6,0,22,0,26,0,23,13,0,0,11,11,6,0,4,7,6,0,0,12,7,24,0,10,0,23,22,23,0,0,0,5,0,0,6,25,25,0,0,6,0,3,9,7,0,4,12,0,11,0,0,20,25,0,9,13,22,8,16,0,0,20,0
2018-01-04T03:00:00Z,14,0,26,20,24,14,0,0,7,0,24,9,3,0,15,0,24,0,26,8,0,0,10,11,7,0,8,9,6,0,0,10,8,26,0,8,0,22,32,26,0,0,0,4,0,0,6,26,28,0,0,6,0,10,5,2,0,4,7,0,10,0,0,16,24,0,7,9,18,8,10,0,0,22,0
2018-01-04T04:00:00Z,10,0,14,25,22,11,0,0,5,0,28,8,0,0,15,0,24,0,24,5,0,0,14,14,6,0,10,10,6,0,0,8,7,22,0,7,0,15,26,27,0,0,0,8,0,0,10,23,24,0,0,5,0,12,6,-2,0,1,8,0,6,0,0,14,23,0,8,9,20,5,9,0,0,26,0
2018-01-04T05:00:00Z,9,0,1,23,18,10,0,0,5,0,27,8,0,0,12,0,21,0,20,4,0,0,7,8,8,0,5,4,6,0,0,7,6,31,0,7,0,13,23,23,0,0,0,11,0,0,4,21,18,0,0,6,0,17,2,1,0,3,8,0,8,0,0,13,23,0,7,4,18,8,8,0,0,24,0
