,"(-2.094278, 57.15736)","(-5.928833, 54.59965)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-4.258889, 55.85917)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.068218, 51.5993)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(-7.900328, 54.43951)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(0.317969, 51.47707)"
2001-02-26T22:00:00Z,14,0,21,8,16,13,8,3,12,0,9,14,0,14,10,20,0,12,8,38,16,10,7,5,18,8,0,14,16,1
2001-02-26T23:00:00Z,18,0,20,9,10,12,16,4,4,0,10,10,0,9,9,22,0,13,8,48,13,12,0,7,20,5,0,17,17,5
2001-02-27T00:00:00Z,20,0,14,12,9,10,18,12,5,0,12,16,0,9,9,23,0,10,8,27,13,9,0,5,8,7,0,4,14,13
2001-02-27T01:00:00Z,21,0,9,14,7,14,20,8,0,0,12,8,0,5,12,22,0,5,12,25,10,9,0,7,4,3,0,5,13,3
2001-02-27T02:00:00Z,23,0,8,14,7,8,23,13,-4,0,7,8,0,5,10,21,0,8,13,105,9,9,0,9,13,0,0,10,17,1
2001-02-27T03:00:00Z,27,0,10,13,9,10,23,13,-1,0,5,1,0,9,10,17,0,16,8,25,10,9,0,13,7,7,0,4,12,7
2001-02-27T04:00:00Z,31,0,10,12,10,13,20,13,3,0,5,8,0,9,10,27,0,8,4,14,14,13,0,8,10,17,0,9,12,10
2001-02-27T05:00:00Z,34,0,14,13,13,13,20,20,8,0,7,14,0,10,10,22,0,26,10,16,20,18,0,7,14,17,0,14,8,18
2001-02-27T06:00:00Z,35,0,22,16,20,17,22,18,16,0,8,21,0,14,7,17,0,16,17,22,13,25,0,9,13,16,0,17,5,14
2001-02-27T07:00:00Z,34,0,39,26,30,18,23,22,27,0,9,33,0,21,8,23,0,16,14,36,13,23,0,7,17,18,0,22,14,18
2001-02-27T08:00:00Z,33,0,47,52,40,22,29,31,40,0,12,47,0,26,13,31,0,12,17,53,17,27,0,16,14,18,0,21,26,34
2001-02-27T09:00:00Z,31,0,48,44,39,26,29,31,56,0,14,46,0,31,14,33,0,21,21,62,20,29,0,13,16,18,0,23,16,31
2001-02-27T10:00:00Z,33,0,65,34,44,25,29,31,56,0,16,46,0,31,16,30,0,22,29,74,20,31,0,13,16,18,0,25,13,30
2001-02-27T11:00:00Z,33,0,65,30,40,20,33,33,77,0,13,56,0,29,17,21,0,5,35,72,12,31,0,20,17,20,0,36,18,17
2001-02-27T12:00:00Z,29,0,57,33,38,21,25,38,140,0,16,42,0,33,16,18,0,3,39,74,10,29,0,8,14,16,0,46,18,20
2001-02-27T13:00:00Z,29,0,43,26,36,18,20,36,122,0,14,39,0,33,14,22,0,9,39,68,12,30,0,12,10,14,0,47,18,17
2001-02-27T14:00:00Z,29,0,38,27,33,23,23,36,91,0,14,36,0,30,14,27,0,0,35,66,12,25,0,12,16,14,0,36,25,18
2001-02-27T15:00:00Z,30,0,43,21,33,25,25,40,88,0,16,25,0,33,18,29,0,33,20,59,13,25,0,16,20,21,0,44,36,20
2001-02-27T16:00:00Z,30,0,35,29,36,23,34,40,43,0,23,38,0,31,23,27,0,23,21,38,13,23,0,17,22,25,0,44,34,21
2001-02-27T17:00:00Z,33,0,35,26,36,22,36,38,88,0,27,31,0,29,26,34,0,13,21,33,14,29,0,21,27,27,0,44,36,22
2001-02-27T18:00:00Z,26,0,43,36,40,29,29,35,81,0,27,30,0,40,30,23,0,14,16,44,12,22,0,14,25,33,0,30,25,25
2001-02-27T19:00:00Z,23,0,35,22,38,27,21,23,66,0,29,35,0,35,25,17,0,14,23,44,9,34,0,18,29,26,0,29,27,30
2001-02-27T20:00:00Z,18,0,35,18,26,27,14,23,59,0,25,36,0,35,22,10,0,13,23,33,12,22,0,4,22,29,0,31,30,27
2001-02-27T21:00:00Z,21,0,34,20,36,25,4,23,94,0,21,42,0,30,27,13,0,13,22,31,10,23,0,7,26,21,0,31,31,29
2001-02-27T22:00:00Z,16,0,39,21,40,21,5,20,90,0,17,38,0,35,25,18,0,13,23,35,12,22,0,3,25,23,0,30,23,38
2001-02-27T23:00:00Z,16,0,38,25,34,16,10,17,72,0,18,34,0,34,20,23,0,16,23,33,16,23,0,0,25,30,0,23,16,27
2001-02-28T00:00:00Z,5,0,35,22,33,14,13,16,31,0,16,31,0,29,18,5,0,13,22,30,18,25,0,5,23,31,0,21,14,27
2001-02-28T01:00:00Z,4,0,38,25,33,12,3,20,22,0,18,33,0,30,18,8,0,9,18,30,12,23,0,16,23,29,0,16,17,39
2001-02-28T02:00:00Z,3,0,35,25,33,9,3,12,14,0,21,29,0,30,20,13,0,10,25,30,12,25,0,17,20,29,0,14,14,31
2001-02-28T03:00:00Z,7,0,34,18,34,10,5,12,26,0,22,33,0,31,21,5,0,3,27,31,20,18,0,13,20,22,0,16,18,29
2001-02-28T04:00:00Z,7,0,36,13,35,9,5,12,14,0,21,34,0,33,22,0,0,5,27,31,17,27,0,14,21,23,0,20,16,23
2001-02-28T05:00:00Z,8,0,39,20,35,8,4,12,33,0,25,36,0,31,22,5,0,8,27,34,16,16,0,17,23,25,0,20,14,26
2001-02-28T06:00:00Z,9,0,46,25,34,5,7,25,137,0,29,31,0,30,16,5,0,7,34,33,16,21,0,18,25,17,0,22,13,26
2001-02-28T07:00:00Z,5,0,65,27,34,10,12,47,168,0,26,33,0,29,20,12,0,10,31,34,20,25,0,13,30,9,0,29,17,26
2001-02-28T08:00:00Z,10,0,43,38,29,16,12,48,172,0,23,27,0,25,21,16,0,16,27,27,14,23,0,9,26,10,0,27,17,18
2001-02-28T09:00:00Z,12,0,31,38,30,23,21,49,228,0,20,25,0,22,22,22,0,4,25,0,14,14,0,10,23,14,0,29,18,21
2001-02-28T10:00:00Z,4,0,38,27,29,23,20,38,172,0,25,33,0,26,21,23,0,9,33,0,14,26,0,17,20,13,0,27,22,14
2001-02-28T11:00:00Z,4,0,39,29,29,12,21,36,147,0,23,34,0,27,16,14,0,5,33,0,16,26,0,16,21,14,0,21,34,12
2001-02-28T12:00:00Z,17,0,47,33,31,10,30,35,138,0,17,33,0,29,16,18,0,5,30,22,10,26,0,14,25,14,0,25,33,14
2001-02-28T13:00:00Z,22,0,56,30,33,10,22,31,127,0,17,27,0,23,13,22,0,0,34,25,17,26,0,16,25,14,0,23,33,17
2001-02-28T14:00:00Z,21,0,48,29,29,7,26,33,116,0,17,30,0,20,21,23,0,-3,47,20,13,25,0,14,23,12,0,18,36,20
2001-02-28T15:00:00Z,13,0,43,33,27,12,27,43,138,0,16,20,0,18,23,22,0,14,38,20,10,26,0,16,22,12,0,21,34,17
2001-02-28T16:00:00Z,12,0,49,31,26,18,30,31,124,0,16,20,0,17,25,16,0,14,34,20,10,30,0,16,20,16,0,20,35,22
2001-02-28T17:00:00Z,21,0,49,27,25,33,27,34,143,0,20,20,0,17,22,21,0,12,39,20,12,29,0,23,17,18,0,16,31,14
2001-02-28T18:00:00Z,43,0,43,27,21,48,35,39,98,0,17,18,0,16,22,17,0,10,40,16,10,20,0,17,18,14,0,17,22,33
2001-02-28T19:00:00Z,30,0,25,25,20,52,23,36,107,0,16,17,0,13,25,20,0,13,33,13,8,26,0,17,14,9,0,14,20,13
2001-02-28T20:00:00Z,36,0,26,26,18,56,22,35,103,0,17,16,0,14,27,16,0,10,26,14,9,20,0,16,10,9,0,13,18,20
2001-02-28T21:00:00Z,26,0,26,26,18,30,16,48,98,0,22,17,0,16,26,10,0,14,22,16,14,20,0,17,12,9,0,12,21,10
2001-02-28T22:00:00Z,21,0,29,22,20,33,13,61,104,0,22,17,0,17,22,12,0,18,13,17,10,18,0,21,14,8,0,14,18,12
2001-02-28T23:00:00Z,18,0,27,22,18,38,9,55,91,0,22,17,0,16,20,9,0,38,12,18,5,13,0,14,17,9,0,17,13,10
2001-03-01T00:00:00Z,13,0,23,21,17,10,10,36,77,0,21,16,0,17,18,8,0,0,10,18,8,20,0,17,17,8,0,18,16,17
2001-03-01T01:00:00Z,13,0,17,20,14,-3,13,30,40,0,20,13,0,13,17,5,0,0,9,16,7,18,0,17,17,8,0,18,16,10
2001-03-01T02:00:00Z,8,0,14,20,13,7,10,23,34,0,20,12,0,12,17,7,0,0,7,16,5,10,0,17,17,10,0,17,12,8
2001-03-01T03:00:00Z,4,0,16,16,16,4,9,22,27,0,18,17,0,14,16,5,0,0,7,18,4,16,0,16,14,12,0,16,12,12
2001-03-01T04:00:00Z,3,0,17,14,17,0,9,23,34,0,16,17,0,16,16,7,0,0,10,21,5,16,0,14,14,12,0,17,10,13
2001-03-01T05:00:00Z,9,0,18,16,20,1,13,17,31,0,16,14,0,14,16,5,0,0,7,16,5,20,0,20,17,12,0,16,10,8
2001-03-01T06:00:00Z,31,0,29,16,18,7,17,34,66,0,16,18,0,17,17,9,0,0,7,18,7,14,0,20,16,12,0,13,14,12
2001-03-01T07:00:00Z,17,0,51,25,22,10,23,36,108,0,17,20,0,18,17,14,0,0,14,22,12,25,0,25,17,13,0,17,20,22
2001-03-01T08:00:00Z,25,0,62,30,26,27,35,46,176,0,20,20,0,18,22,14,0,0,18,25,14,38,0,27,18,14,0,17,22,22
2001-03-01T09:00:00Z,23,0,59,43,26,35,36,61,198,0,20,23,0,18,25,22,0,0,16,25,26,39,0,22,20,13,0,21,23,16
2001-03-01T10:00:00Z,25,0,55,30,27,23,31,91,238,0,18,26,0,17,25,23,0,0,18,26,30,47,0,18,21,14,0,23,56,18
2001-03-01T11:00:00Z,23,0,48,34,22,30,0,133,248,0,20,22,0,18,29,30,0,0,20,23,23,34,0,16,21,16,0,29,62,23
2001-03-01T12:00:00Z,17,0,51,23,29,22,0,125,252,0,18,25,0,18,25,31,0,0,21,0,13,30,0,17,20,12,0,22,69,25
2001-03-01T13:00:00Z,9,0,57,23,27,17,0,77,186,0,20,26,0,20,18,22,0,0,25,22,17,34,0,12,18,14,0,22,46,16
2001-03-01T14:00:00Z,0,0,51,27,30,16,27,55,165,0,20,22,0,20,29,26,0,0,20,27,14,26,0,14,21,13,0,17,39,17
2001-03-01T15:00:00Z,0,0,53,26,27,14,26,46,155,0,20,20,0,20,22,18,21,0,23,25,14,31,0,17,22,13,0,25,39,18
2001-03-01T16:00:00Z,0,0,56,18,27,13,34,33,143,0,17,18,0,20,30,21,25,0,44,26,20,30,0,14,30,12,0,26,44,20
2001-03-01T17:00:00Z,-1,0,60,29,26,23,35,35,146,0,18,22,0,21,29,20,23,0,43,26,21,35,0,17,29,16,0,27,39,23
2001-03-01T18:00:00Z,8,0,75,34,27,43,25,43,116,0,22,22,0,27,30,22,34,0,34,36,18,40,0,21,27,13,0,30,35,13
2001-03-01T19:00:00Z,48,0,66,36,25,69,22,47,108,0,25,22,0,22,38,22,35,0,33,30,23,34,0,25,27,12,0,30,29,10
2001-03-01T20:00:00Z,53,0,51,35,25,65,23,33,104,0,27,21,0,22,33,25,33,0,22,29,20,38,0,27,31,13,0,31,33,14
2001-03-01T21:00:00Z,35,0,48,42,25,30,26,33,103,0,27,20,0,22,29,21,40,0,25,30,16,31,0,29,34,14,0,42,30,10
2001-03-01T22:00:00Z,36,0,43,56,27,74,23,25,125,0,26,23,0,23,29,23,38,0,25,51,17,29,0,30,25,14,0,33,31,17
2001-03-01T23:00:00Z,20,0,43,36,26,105,22,29,82,0,27,21,0,26,27,18,31,0,25,38,22,26,0,25,25,14,0,31,23,18
2001-03-02T00:00:00Z,21,0,38,30,26,34,20,26,62,0,27,21,0,26,27,17,27,0,21,36,21,20,0,23,21,16,0,27,20,17
2001-03-02T01:00:00Z,20,0,30,30,22,16,17,23,38,0,27,20,0,23,29,16,21,0,21,52,18,16,0,25,0,14,0,25,18,8
2001-03-02T02:00:00Z,8,0,23,27,20,8,17,22,42,0,25,17,0,21,27,16,20,0,25,55,14,12,0,18,22,13,0,21,16,10
2001-03-02T03:00:00Z,10,0,20,29,18,7,17,20,25,0,27,21,0,20,26,13,16,0,25,31,12,17,0,16,22,14,0,21,14,16
2001-03-02T04:00:00Z,5,0,22,30,22,7,16,20,22,0,27,23,0,20,25,12,16,0,23,25,9,20,0,18,21,16,0,21,14,10
2001-03-02T05:00:00Z,5,0,23,30,22,8,17,18,18,0,27,26,0,21,22,14,20,0,22,27,9,16,0,18,21,14,0,27,14,17
2001-03-02T06:00:00Z,25,0,27,29,25,5,21,20,21,0,26,21,0,21,20,14,20,0,20,25,9,20,0,18,23,16,0,31,18,20
2001-03-02T07:00:00Z,13,0,57,35,31,12,23,25,42,0,21,29,0,20,21,22,25,0,18,36,12,14,0,18,36,16,0,34,22,16
2001-03-02T08:00:00Z,14,0,65,38,33,31,29,34,60,0,23,29,0,21,26,25,22,0,22,39,16,27,0,21,30,13,0,33,23,17
2001-03-02T09:00:00Z,20,0,34,39,30,49,27,38,72,0,21,25,0,27,23,21,22,0,22,35,18,22,0,21,29,14,0,27,22,18
2001-03-02T10:00:00Z,29,0,29,42,33,0,34,33,105,0,20,26,0,22,22,35,20,0,30,35,21,26,0,22,27,16,0,29,25,25
2001-03-02T11:00:00Z,25,0,38,43,33,44,33,47,248,0,18,35,0,26,13,35,17,0,38,36,21,27,0,23,25,17,0,27,29,26
2001-03-02T12:00:00Z,34,0,34,43,29,51,36,49,251,0,17,52,0,25,9,31,10,0,34,36,21,25,0,20,22,17,0,29,30,27
2001-03-02T13:00:00Z,10,0,35,33,30,47,34,46,215,0,17,61,0,22,8,31,10,0,16,36,23,0,0,20,22,13,0,25,26,29
2001-03-02T14:00:00Z,20,0,66,31,34,31,40,44,179,0,16,52,0,29,9,34,8,0,8,42,13,0,0,17,30,10,0,25,29,27
2001-03-02T15:00:00Z,14,0,34,29,27,47,38,36,152,0,17,31,0,22,10,36,10,0,12,33,16,0,0,21,23,8,0,27,23,10
2001-03-02T16:00:00Z,26,0,31,30,26,30,27,29,140,0,18,18,0,17,16,23,16,0,9,26,14,23,0,22,22,8,0,25,29,13
2001-03-02T17:00:00Z,29,0,30,25,18,33,29,38,203,0,14,17,0,16,14,16,21,0,16,18,16,18,0,22,23,13,0,29,26,16
2001-03-02T18:00:00Z,31,0,23,22,18,31,26,56,144,0,13,21,0,18,14,21,21,20,14,20,21,21,0,21,30,12,0,31,27,13
2001-03-02T19:00:00Z,31,0,22,20,20,30,34,57,129,0,17,18,0,17,17,23,22,26,16,20,12,26,0,18,23,12,0,22,34,10
2001-03-02T20:00:00Z,34,0,18,17,20,31,40,48,112,0,16,20,0,16,22,23,25,13,20,18,18,21,0,16,16,13,0,16,35,7
2001-03-02T21:00:00Z,30,0,18,22,23,31,31,36,87,0,13,21,0,20,25,23,25,14,17,23,23,25,0,18,17,13,0,14,30,16
2001-03-02T22:00:00Z,22,0,20,17,23,27,31,26,79,0,16,23,0,22,26,22,23,16,18,23,33,18,0,17,16,12,0,17,25,18
2001-03-02T23:00:00Z,20,0,18,25,22,27,27,21,66,0,20,22,0,22,20,20,22,16,18,31,30,17,0,13,14,12,0,13,23,13
2001-03-03T00:00:00Z,17,0,17,20,21,20,26,17,52,0,17,21,0,21,21,16,18,14,25,23,25,20,0,8,14,14,0,17,22,17
2001-03-03T01:00:00Z,9,0,18,21,22,17,26,12,77,0,17,25,0,20,16,17,17,16,16,27,21,12,0,8,17,18,0,16,20,13
2001-03-03T02:00:00Z,9,0,18,23,23,16,22,12,69,0,16,22,0,21,14,13,13,14,16,27,18,12,0,9,14,14,0,13,23,12
2001-03-03T03:00:00Z,10,0,18,20,25,13,23,16,82,0,17,23,0,22,14,14,16,14,16,26,17,16,0,9,16,16,0,16,20,16
2001-03-03T04:00:00Z,10,0,22,20,29,16,21,13,78,0,18,29,0,25,16,16,16,16,29,29,14,13,0,16,16,26,0,14,18,16
2001-03-03T05:00:00Z,10,0,23,21,26,20,21,12,48,0,20,25,0,27,16,13,16,18,30,30,12,9,0,14,17,22,0,17,18,16
2001-03-03T06:00:00Z,10,0,22,22,25,17,20,14,27,0,20,29,0,26,17,16,18,16,27,27,14,18,0,16,20,21,0,18,18,18
2001-03-03T07:00:00Z,10,0,25,25,27,21,29,14,21,0,22,26,0,27,17,16,20,16,26,31,17,22,0,16,26,20,0,22,21,18
2001-03-03T08:00:00Z,12,0,26,29,31,17,38,17,48,0,23,25,0,27,14,17,25,17,20,33,31,25,0,20,30,18,0,27,26,22
2001-03-03T09:00:00Z,17,0,25,38,34,20,42,25,137,0,25,30,0,25,13,25,18,22,17,36,25,26,0,22,33,18,0,30,27,9
2001-03-03T10:00:00Z,29,0,27,43,31,25,42,31,134,0,25,70,0,31,21,43,17,16,18,55,21,49,0,23,33,20,0,40,38,17
2001-03-03T11:00:00Z,26,0,27,44,38,25,39,53,96,0,21,66,0,29,22,72,16,20,20,70,23,43,0,30,27,18,0,34,36,14
2001-03-03T12:00:00Z,25,0,30,40,36,29,31,35,69,0,21,49,0,27,20,69,17,22,18,100,27,35,0,36,23,16,0,27,33,22
2001-03-03T13:00:00Z,21,0,30,35,38,29,26,36,56,0,21,56,0,23,20,60,14,21,22,65,34,21,14,42,22,17,0,26,23,12
2001-03-03T14:00:00Z,20,0,27,34,33,20,26,39,60,0,22,46,0,27,18,36,17,22,20,69,33,51,14,29,23,18,0,27,21,23
2001-03-03T15:00:00Z,20,0,30,35,38,25,26,29,53,0,23,36,0,25,17,29,27,4,20,55,26,25,13,27,23,18,0,25,18,21
2001-03-03T16:00:00Z,21,0,27,39,30,38,22,29,51,0,26,34,0,30,20,39,17,13,22,53,27,20,13,26,25,20,0,26,22,22
2001-03-03T17:00:00Z,21,0,25,31,29,61,21,23,46,0,23,25,0,29,25,35,21,13,23,44,27,23,13,22,27,22,0,29,40,23
2001-03-03T18:00:00Z,18,0,26,30,29,103,23,21,48,0,27,26,0,27,25,39,21,10,20,42,33,33,12,18,26,21,0,30,36,21
2001-03-03T19:00:00Z,18,0,27,35,29,113,25,20,47,0,22,34,0,27,23,42,22,20,20,38,35,34,10,16,26,22,0,25,30,23
2001-03-03T20:00:00Z,16,0,27,33,33,94,34,14,60,0,26,33,0,31,22,38,20,16,22,36,38,34,10,22,26,26,0,25,30,26
2001-03-03T21:00:00Z,18,0,26,26,30,66,36,13,64,0,23,27,0,30,22,34,21,14,21,33,31,31,10,17,27,29,0,26,26,26
2001-03-03T22:00:00Z,16,0,25,23,31,60,33,14,62,0,23,33,0,27,21,35,26,13,25,42,30,25,9,13,27,34,0,29,25,22
2001-03-03T23:00:00Z,14,0,27,27,33,23,33,16,51,0,25,38,0,30,21,34,25,18,27,51,33,25,10,13,29,36,0,30,26,30
2001-03-04T00:00:00Z,13,0,27,23,31,33,27,21,42,0,25,33,0,31,20,34,23,25,23,39,33,18,10,14,27,36,0,29,27,38
2001-03-04T01:00:00Z,13,0,27,25,33,31,29,21,31,0,25,33,0,33,21,33,22,16,21,62,27,25,10,14,30,42,0,29,27,29
2001-03-04T02:00:00Z,13,0,27,23,33,31,26,26,38,0,25,30,0,33,23,31,22,16,26,49,22,22,10,17,33,44,0,29,23,34
2001-03-04T03:00:00Z,13,0,29,25,35,30,30,23,36,0,25,38,0,35,26,27,23,14,25,42,26,29,10,18,38,40,0,33,21,35
2001-03-04T04:00:00Z,12,0,30,22,36,21,27,22,30,0,25,38,0,35,23,26,22,17,21,38,20,20,10,18,43,39,0,31,18,36
2001-03-04T05:00:00Z,13,0,30,23,34,20,23,18,26,0,26,40,0,34,22,26,22,18,21,35,17,22,10,16,47,38,0,30,21,36
2001-03-04T06:00:00Z,13,0,29,23,38,22,27,20,22,0,27,43,0,36,23,26,25,17,22,36,17,23,10,10,40,38,0,33,22,35
2001-03-04T07:00:00Z,17,0,33,29,40,26,34,18,31,0,30,42,0,38,26,29,26,20,23,39,27,26,10,16,42,38,0,36,22,34
2001-03-04T08:00:00Z,16,0,35,35,38,26,39,21,51,0,33,47,0,36,29,27,29,23,22,39,23,40,12,17,39,34,0,36,27,29
2001-03-04T09:00:00Z,16,0,46,43,42,26,49,30,68,0,34,48,0,39,33,34,27,22,27,39,17,36,13,20,36,27,0,36,42,36
2001-03-04T10:00:00Z,22,0,43,51,43,34,36,31,59,0,34,46,0,36,34,69,27,18,34,36,33,33,13,25,38,30,0,39,51,36
2001-03-04T11:00:00Z,29,0,42,52,38,39,39,30,53,0,39,51,0,35,34,62,30,16,22,38,38,34,14,26,33,33,0,35,39,27
2001-03-04T12:00:00Z,29,0,47,46,42,42,38,29,51,0,38,52,0,38,31,53,34,20,20,42,36,34,10,17,31,34,0,34,40,33
2001-03-04T13:00:00Z,30,0,42,43,40,38,36,31,51,0,35,53,0,40,30,59,29,16,23,40,34,35,12,14,31,35,0,31,40,36
2001-03-04T14:00:00Z,29,0,44,42,40,40,36,39,42,0,31,43,0,38,30,53,33,17,26,38,34,34,8,21,31,33,0,30,38,38
2001-03-04T15:00:00Z,30,0,61,47,38,40,36,33,40,0,30,43,0,34,31,46,30,10,30,38,31,34,10,20,33,33,0,29,39,31
2001-03-04T16:00:00Z,29,0,53,60,34,35,38,29,42,0,31,40,0,31,34,51,33,17,34,34,31,34,9,18,34,33,0,38,40,33
2001-03-04T17:00:00Z,30,0,65,53,40,39,39,27,43,0,31,36,0,35,38,61,33,16,39,39,33,36,14,21,38,30,0,42,51,47
2001-03-04T18:00:00Z,25,0,81,55,44,46,48,26,38,0,35,36,0,48,48,74,33,17,51,47,39,48,14,25,51,33,0,39,83,47
2001-03-04T19:00:00Z,25,0,87,64,46,48,57,27,36,0,39,44,0,44,42,87,38,16,47,52,43,74,13,56,61,36,0,44,100,43
2001-03-04T20:00:00Z,23,0,72,83,46,36,66,26,47,0,43,44,0,46,43,96,40,14,39,47,42,74,10,61,57,40,0,52,90,44
2001-03-04T21:00:00Z,21,0,61,74,47,33,61,22,55,0,40,44,0,51,44,75,70,16,42,46,39,79,13,49,51,39,0,62,61,43
2001-03-04T22:00:00Z,22,0,49,87,46,22,52,21,30,0,40,44,0,47,44,59,59,16,33,55,31,81,12,39,51,46,0,47,52,39
2001-03-04T23:00:00Z,22,0,52,91,42,16,47,21,22,0,43,36,0,47,40,55,73,14,38,59,33,86,12,35,40,46,0,57,46,42
2001-03-05T00:00:00Z,20,0,40,66,42,16,47,25,20,0,38,42,0,46,42,53,56,17,48,51,29,60,13,27,39,40,0,49,38,57
2001-03-05T01:00:00Z,20,0,34,56,40,16,43,26,18,0,38,40,0,43,42,61,52,16,42,51,25,56,16,26,38,40,0,55,39,47
2001-03-05T02:00:00Z,20,0,35,55,43,13,40,22,17,0,35,42,0,44,42,57,46,18,35,174,27,51,14,36,38,40,0,52,36,53
2001-03-05T03:00:00Z,17,0,42,53,52,16,40,25,17,0,31,40,0,47,42,55,42,18,35,98,26,57,16,38,57,47,0,47,35,44
2001-03-05T04:00:00Z,20,0,46,48,51,16,43,23,16,0,40,42,0,51,39,51,35,18,34,64,25,53,20,36,35,60,0,48,40,40
2001-03-05T05:00:00Z,20,0,55,65,51,14,48,22,14,0,44,39,0,53,38,53,38,18,33,60,25,46,20,40,38,52,0,51,48,46
2001-03-05T06:00:00Z,20,0,53,48,53,13,49,21,17,0,34,43,0,60,39,74,43,14,31,56,27,55,20,40,39,44,0,51,55,70
2001-03-05T07:00:00Z,23,0,55,64,64,16,70,23,25,0,38,56,0,81,43,88,51,16,30,74,29,70,22,53,51,46,0,68,55,91
2001-03-05T08:00:00Z,22,0,73,81,91,23,83,27,31,0,47,83,0,94,59,108,64,17,31,90,35,60,26,69,46,53,0,81,56,100
2001-03-05T09:00:00Z,23,0,108,90,86,29,90,27,31,0,44,99,0,95,38,140,57,27,38,114,48,57,25,64,40,51,0,82,55,91
2001-03-05T10:00:00Z,25,0,90,69,78,38,62,34,30,0,39,103,0,39,36,137,42,25,34,103,51,53,25,46,35,51,0,103,82,109
2001-03-05T11:00:00Z,27,0,73,62,70,47,57,48,55,0,38,94,0,44,42,113,44,35,31,98,42,46,21,53,35,44,0,81,83,57
2001-03-05T12:00:00Z,25,0,62,68,59,49,52,60,81,0,40,66,0,36,44,100,47,25,34,82,33,52,21,26,34,39,0,66,78,51
2001-03-05T13:00:00Z,25,0,47,47,44,38,55,51,69,0,35,48,0,36,36,64,46,23,30,90,44,43,18,29,34,44,0,53,68,40
2001-03-05T14:00:00Z,26,0,55,46,59,35,68,61,57,0,31,47,0,0,47,74,44,21,35,85,43,53,16,30,38,33,0,61,60,44
2001-03-05T15:00:00Z,26,0,57,59,59,34,55,52,57,0,33,55,0,0,52,70,56,8,44,86,46,46,16,29,40,33,0,73,52,38
2001-03-05T16:00:00Z,25,0,62,59,72,46,64,42,59,0,34,68,0,0,43,94,56,12,60,74,46,42,25,38,40,40,0,62,56,34
2001-03-05T17:00:00Z,25,0,56,40,53,52,0,31,65,0,38,49,0,0,53,100,49,14,64,56,51,61,18,36,39,43,0,57,61,82
2001-03-05T18:00:00Z,26,0,52,39,49,46,65,33,72,0,40,46,0,0,53,73,64,26,56,53,53,68,16,38,46,49,0,57,78,46
2001-03-05T19:00:00Z,22,0,56,44,52,48,65,31,86,0,42,48,0,0,52,66,59,25,51,61,62,56,16,34,39,59,0,55,65,48
2001-03-05T20:00:00Z,22,0,56,46,52,51,68,27,57,0,40,55,0,0,49,74,47,27,44,62,51,53,17,38,39,59,0,46,74,51
2001-03-05T21:00:00Z,25,0,52,38,52,39,69,26,55,0,44,64,0,0,52,75,46,27,43,61,44,46,22,40,34,57,0,43,56,55
2001-03-05T22:00:00Z,22,0,48,46,48,36,59,26,43,0,39,55,0,0,47,70,44,30,43,56,40,44,22,34,33,60,0,36,56,46
2001-03-05T23:00:00Z,21,0,44,49,40,33,60,29,53,0,39,44,0,0,43,62,43,35,39,83,44,43,21,35,34,53,0,36,60,46
2001-03-06T00:00:00Z,20,0,40,44,47,31,55,29,56,0,40,51,0,0,39,47,46,35,36,70,40,44,21,34,35,51,0,38,53,46
2001-03-06T01:00:00Z,20,0,47,44,52,27,49,33,39,0,36,56,0,0,39,56,48,34,39,56,39,42,22,34,34,48,0,36,49,38
2001-03-06T02:00:00Z,22,0,46,40,48,29,47,29,39,0,40,52,0,0,40,57,44,34,40,101,39,44,22,31,35,44,0,35,47,38
2001-03-06T03:00:00Z,21,0,46,39,55,30,42,31,43,0,36,43,0,0,40,53,46,34,40,347,39,46,23,27,35,43,0,34,38,34
2001-03-06T04:00:00Z,21,0,43,42,52,29,40,35,44,0,36,48,0,0,40,53,42,30,44,108,38,43,22,21,34,42,0,36,39,31
2001-03-06T05:00:00Z,33,0,44,40,53,27,43,35,49,0,36,59,0,0,42,57,43,33,42,75,40,44,20,18,31,44,0,33,43,36
2001-03-06T06:00:00Z,47,0,48,36,60,31,46,42,62,0,40,57,0,0,42,56,47,31,43,77,40,46,17,17,33,49,0,34,43,39
2001-03-06T07:00:00Z,44,0,53,44,69,33,51,46,111,0,42,61,0,0,46,59,46,36,39,99,38,52,17,21,34,52,0,33,44,48
2001-03-06T08:00:00Z,44,0,62,43,82,36,57,60,238,0,39,60,0,0,46,53,44,39,39,113,39,52,16,35,34,51,0,31,51,47
2001-03-06T09:00:00Z,55,0,75,0,92,53,62,79,299,0,39,69,0,0,43,49,47,36,39,116,42,44,20,34,35,44,0,44,53,44
