,"(-2.094278, 57.15736)","(-5.928833, 54.59965)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-4.258889, 55.85917)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.068218, 51.5993)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(-7.900328, 54.43951)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(0.317969, 51.47707)"
2001-01-01T00:00:00Z,51,0,22,16,16,8,20,1,17,0,8,14,0,17,7,82,5,10,7,27,8,9,20,27,31,43,10,23,10,5
2001-01-01T01:00:00Z,22,0,21,14,12,14,16,4,14,0,9,14,0,14,5,10,0,16,4,26,5,7,22,35,25,10,9,16,8,12
2001-01-01T02:00:00Z,25,0,17,18,10,20,12,7,12,0,12,13,0,8,10,12,5,13,9,35,9,7,26,29,25,8,10,20,12,8
2001-01-01T03:00:00Z,20,0,18,16,13,17,14,8,18,0,4,12,0,13,10,16,9,12,9,34,9,13,22,23,22,9,12,20,10,5
2001-01-01T04:00:00Z,21,0,21,4,20,13,22,16,26,0,10,18,0,20,12,17,9,16,12,30,13,13,23,34,29,7,13,22,9,10
2001-01-01T05:00:00Z,21,0,23,9,21,16,21,14,40,0,7,21,0,22,5,9,12,30,12,27,16,18,29,31,23,14,12,16,5,14
2001-01-01T06:00:00Z,18,0,20,21,14,17,8,10,25,0,5,16,0,17,7,10,5,21,13,22,16,8,30,40,22,17,10,20,7,13
2001-01-01T07:00:00Z,20,0,17,26,13,18,9,14,48,0,5,16,0,16,8,18,5,17,10,23,16,4,30,43,17,12,16,8,7,12
2001-01-01T08:00:00Z,20,0,20,26,14,20,10,14,35,0,12,13,0,13,12,18,7,16,14,23,13,7,34,47,16,17,14,12,3,10
2001-01-01T09:00:00Z,20,0,16,33,7,21,9,18,17,0,23,9,0,7,18,16,8,13,14,22,9,16,39,53,33,18,10,30,4,13
2001-01-01T10:00:00Z,18,0,17,40,10,18,21,20,17,0,23,10,0,12,23,17,14,21,10,23,13,18,39,53,35,20,14,40,14,5
2001-01-01T11:00:00Z,22,0,27,46,29,18,22,20,16,0,31,23,0,29,27,26,18,13,12,39,17,21,39,49,25,16,17,31,18,16
2001-01-01T12:00:00Z,30,0,43,43,33,23,25,12,10,0,34,33,0,34,33,30,22,13,12,44,16,25,31,43,25,17,22,26,23,20
2001-01-01T13:00:00Z,35,0,39,35,29,21,23,9,8,0,27,30,0,30,36,22,25,10,20,42,17,29,29,46,27,22,27,27,26,17
2001-01-01T14:00:00Z,34,0,34,30,26,22,25,12,9,0,25,26,0,26,35,30,26,16,25,34,18,33,35,47,35,18,29,33,34,14
2001-01-01T15:00:00Z,39,0,35,31,31,30,30,12,9,0,20,27,0,30,27,35,27,17,26,40,21,39,36,44,34,23,34,34,29,21
2001-01-01T16:00:00Z,38,0,39,30,31,33,27,9,8,0,21,31,0,30,22,38,21,17,25,40,23,33,38,51,34,21,34,31,18,18
2001-01-01T17:00:00Z,43,0,40,33,30,36,40,12,8,0,26,31,0,31,21,38,18,22,30,38,31,29,31,47,38,22,18,27,18,21
2001-01-01T18:00:00Z,43,0,42,29,30,21,40,10,13,0,25,31,0,29,23,38,17,17,30,38,30,27,30,36,33,21,22,22,22,22
2001-01-01T19:00:00Z,43,0,33,29,18,17,42,17,22,0,22,21,0,18,23,25,20,14,23,33,31,21,30,44,29,21,23,21,22,20
2001-01-01T20:00:00Z,44,0,26,25,17,17,44,14,18,0,20,18,0,18,25,27,20,17,22,33,31,20,29,43,26,12,23,21,18,5
2001-01-01T21:00:00Z,53,0,29,31,20,20,39,7,1,0,14,21,0,21,21,29,16,21,25,35,25,23,25,27,33,16,23,25,16,10
2001-01-01T22:00:00Z,46,0,30,23,25,22,40,7,5,0,10,23,0,25,14,25,13,20,22,31,26,23,33,40,33,17,22,23,13,16
2001-01-01T23:00:00Z,44,0,30,14,21,18,22,5,3,0,14,23,0,22,10,25,9,16,22,29,26,12,30,33,29,16,20,22,18,12
2001-01-02T00:00:00Z,40,0,26,13,17,8,22,8,4,0,17,18,0,18,14,21,5,16,20,25,25,8,30,31,29,14,14,20,8,12
2001-01-02T01:00:00Z,38,0,20,22,14,10,16,5,5,0,17,14,0,14,12,18,9,16,21,22,25,13,31,33,21,13,12,22,3,12
2001-01-02T02:00:00Z,34,0,18,23,13,12,8,5,4,0,17,13,0,14,10,14,5,12,17,17,26,9,18,31,21,12,7,17,4,7
2001-01-02T03:00:00Z,36,0,17,12,12,7,17,5,5,0,17,12,0,13,14,16,4,8,12,16,23,9,14,30,22,13,4,16,5,8
2001-01-02T04:00:00Z,36,0,20,12,14,5,13,13,9,0,17,13,0,14,17,12,8,4,10,20,20,10,16,35,26,14,8,21,12,12
2001-01-02T05:00:00Z,43,0,22,9,18,5,22,16,10,0,18,17,0,18,16,9,12,5,10,22,17,13,16,38,29,16,12,20,9,13
2001-01-02T06:00:00Z,31,0,29,18,22,4,21,14,9,0,17,21,0,22,7,16,12,9,8,31,16,17,4,29,29,17,14,23,8,14
2001-01-02T07:00:00Z,27,0,35,22,26,5,29,12,14,0,17,25,0,23,7,22,10,7,13,40,18,18,-1,20,29,18,14,23,7,14
2001-01-02T08:00:00Z,40,0,38,22,27,8,30,16,20,0,14,27,0,25,13,25,9,9,16,42,18,17,4,16,33,18,14,27,7,16
2001-01-02T09:00:00Z,44,0,34,23,22,17,31,21,27,0,17,22,0,20,14,22,12,9,12,42,22,14,5,18,33,18,16,33,9,14
2001-01-02T10:00:00Z,38,0,34,17,25,23,22,21,39,0,13,25,0,22,14,23,17,9,10,42,23,13,10,26,34,18,21,30,13,13
2001-01-02T11:00:00Z,42,0,34,22,25,13,23,21,51,0,14,26,0,23,12,17,0,8,9,47,21,12,14,23,30,20,20,34,14,18
2001-01-02T12:00:00Z,29,0,27,23,23,16,16,21,35,0,17,22,0,21,13,17,0,8,14,43,20,16,5,23,35,23,21,26,17,18
2001-01-02T13:00:00Z,25,0,30,21,23,14,17,22,42,0,12,21,0,20,10,25,0,8,13,39,20,16,10,18,26,29,18,27,14,7
2001-01-02T14:00:00Z,27,0,27,22,20,20,26,23,46,0,10,21,0,17,21,27,0,12,25,34,21,16,13,17,23,25,17,27,14,22
2001-01-02T15:00:00Z,27,0,27,22,22,13,18,26,55,0,4,18,0,20,10,4,3,17,31,38,29,10,16,10,25,18,4,31,14,4
2001-01-02T16:00:00Z,36,0,36,26,23,27,16,26,51,0,7,21,0,22,23,16,-1,18,18,42,29,12,8,9,27,18,17,29,10,14
2001-01-02T17:00:00Z,44,0,29,30,20,59,18,23,34,0,8,17,0,17,17,26,1,21,17,39,21,16,10,9,23,18,18,26,9,16
2001-01-02T18:00:00Z,53,0,33,21,22,79,17,22,26,0,13,17,0,20,16,25,3,17,17,38,21,20,10,14,26,20,21,21,8,17
2001-01-02T19:00:00Z,49,0,29,21,18,48,10,8,-3,0,13,18,0,18,21,22,3,12,29,33,25,12,17,16,25,18,12,21,8,17
2001-01-02T20:00:00Z,49,0,22,26,16,49,12,9,-1,0,16,17,0,18,25,13,4,17,25,36,18,12,18,18,18,17,3,18,7,17
2001-01-02T21:00:00Z,16,0,21,29,14,35,12,13,3,0,9,17,0,17,10,9,0,13,20,36,14,8,16,8,14,16,9,14,4,13
2001-01-02T22:00:00Z,17,0,20,34,14,36,14,18,8,0,12,16,0,16,13,12,3,10,13,39,9,9,18,17,17,14,9,14,9,13
2001-01-02T23:00:00Z,14,0,18,35,13,20,18,20,10,0,12,14,0,14,13,17,3,10,5,33,8,10,18,14,13,10,12,18,12,16
2001-01-03T00:00:00Z,10,0,20,30,14,10,22,14,7,0,17,14,0,16,12,20,7,12,13,25,16,16,16,10,17,9,16,17,12,16
2001-01-03T01:00:00Z,8,0,22,26,17,12,22,13,5,0,18,14,0,18,13,21,12,7,21,23,14,14,13,14,22,13,22,20,17,17
2001-01-03T02:00:00Z,5,0,27,25,23,8,18,10,0,0,18,21,0,26,27,22,12,8,16,36,14,17,13,22,18,16,20,21,12,23
2001-01-03T03:00:00Z,3,0,30,25,22,0,17,9,1,0,18,22,0,23,22,22,10,10,13,29,14,17,13,13,18,18,18,18,10,23
2001-01-03T04:00:00Z,3,0,30,20,22,-1,14,9,3,0,21,22,0,22,23,20,9,4,14,30,16,20,13,25,23,18,16,18,12,21
2001-01-03T05:00:00Z,5,0,29,21,22,-1,13,13,7,0,12,22,0,25,18,18,9,9,14,36,14,18,16,16,26,17,13,22,12,18
2001-01-03T06:00:00Z,9,0,31,26,22,1,14,13,9,0,12,22,0,23,18,16,9,8,16,43,14,18,10,23,23,20,14,27,14,21
2001-01-03T07:00:00Z,9,0,36,21,22,3,14,14,14,0,12,22,0,22,18,21,9,8,16,56,14,21,13,22,31,20,18,30,12,17
2001-01-03T08:00:00Z,17,0,55,27,55,7,20,17,29,0,14,25,0,27,22,31,13,7,16,68,20,25,14,26,43,20,22,35,13,18
2001-01-03T09:00:00Z,8,0,52,26,40,13,21,13,23,0,16,31,0,33,14,29,18,10,16,73,20,26,16,25,38,22,22,40,21,23
2001-01-03T10:00:00Z,13,0,46,27,35,12,18,13,25,0,23,39,0,29,16,23,17,12,14,74,17,30,20,20,23,22,23,31,25,25
2001-01-03T11:00:00Z,12,0,49,27,36,13,21,12,20,0,23,44,0,35,18,21,20,9,16,69,20,40,20,18,0,33,33,33,27,23
2001-01-03T12:00:00Z,13,0,47,29,40,12,22,10,25,0,0,43,0,29,22,22,25,8,17,61,21,34,14,12,0,25,35,47,35,18
2001-01-03T13:00:00Z,16,0,43,20,35,10,21,10,18,0,20,34,0,30,21,22,18,14,14,61,21,34,7,20,30,17,34,31,34,21
2001-01-03T14:00:00Z,17,0,48,17,43,10,23,10,21,0,22,42,0,33,22,39,22,7,14,56,16,31,5,26,25,23,31,17,29,23
2001-01-03T15:00:00Z,16,0,44,18,29,13,23,9,12,0,10,36,0,22,26,42,18,9,16,0,16,31,4,22,26,27,29,20,27,29
2001-01-03T16:00:00Z,16,0,33,18,21,22,23,12,14,0,8,21,0,16,10,40,16,13,17,22,18,33,5,4,27,22,25,21,25,22
2001-01-03T17:00:00Z,18,0,33,22,18,39,25,10,17,0,12,18,0,16,13,39,8,10,22,26,22,20,10,16,26,18,29,20,17,22
2001-01-03T18:00:00Z,16,0,30,14,17,60,26,9,13,0,12,16,0,16,10,34,3,7,22,25,26,13,13,12,14,12,18,8,8,9
2001-01-03T19:00:00Z,18,0,29,17,10,65,20,10,13,0,4,10,0,9,16,25,4,10,22,18,23,12,10,12,26,9,12,26,9,12
2001-01-03T20:00:00Z,17,0,21,17,13,69,20,12,21,0,5,8,0,13,13,20,5,12,21,21,22,13,5,18,26,8,9,14,7,9
2001-01-03T21:00:00Z,16,0,22,12,20,47,23,5,12,0,9,17,0,18,13,14,5,10,16,33,22,12,7,26,31,16,9,17,8,16
2001-01-03T22:00:00Z,18,0,31,12,27,120,20,8,33,0,8,21,0,25,9,14,7,5,7,39,18,18,14,26,35,18,16,18,8,16
2001-01-03T23:00:00Z,18,0,16,13,25,52,20,7,21,0,8,23,0,23,8,14,7,4,8,38,12,12,16,25,33,16,16,23,8,18
2001-01-04T00:00:00Z,23,0,30,16,23,99,20,12,22,0,14,21,0,20,9,18,3,7,10,35,8,12,16,13,26,16,13,17,8,18
2001-01-04T01:00:00Z,25,0,27,20,17,33,17,10,20,0,18,21,0,20,9,21,4,5,12,29,12,8,9,16,18,12,13,16,5,10
2001-01-04T02:00:00Z,25,0,20,17,13,25,8,7,4,0,20,14,0,16,16,22,5,9,13,22,17,9,12,14,22,9,12,16,8,9
2001-01-04T03:00:00Z,29,0,18,20,13,17,9,5,-1,0,21,14,0,14,17,17,7,9,13,23,16,7,12,13,17,10,12,13,7,10
2001-01-04T04:00:00Z,25,0,20,16,14,8,12,5,4,0,13,14,0,16,14,16,8,10,9,23,10,12,10,23,14,9,13,16,9,10
2001-01-04T05:00:00Z,16,0,16,12,12,4,10,5,14,0,16,13,0,12,13,17,9,7,9,26,14,16,9,13,16,8,14,9,13,13
2001-01-04T06:00:00Z,14,0,27,21,18,5,14,14,29,0,7,17,0,18,16,23,8,5,13,36,14,14,13,13,16,10,21,10,14,18
2001-01-04T07:00:00Z,22,0,44,22,20,8,20,26,18,0,4,25,0,17,16,36,8,5,14,51,18,21,13,3,16,10,22,4,21,9
2001-01-04T08:00:00Z,18,0,36,25,18,31,23,26,23,0,5,21,0,13,20,39,13,9,18,52,22,22,10,7,12,5,33,18,23,8
2001-01-04T09:00:00Z,16,0,18,25,12,16,33,25,25,0,10,12,0,8,22,47,20,4,25,42,23,23,12,18,13,7,36,22,25,9
2001-01-04T10:00:00Z,13,0,20,26,13,16,27,25,46,0,14,12,0,13,25,55,16,14,18,46,27,27,13,20,16,8,26,21,21,10
2001-01-04T11:00:00Z,21,0,23,27,17,21,0,14,0,0,13,13,0,14,30,55,20,13,21,59,33,31,9,27,0,8,27,23,18,18
2001-01-04T12:00:00Z,5,0,21,31,18,17,0,18,23,0,13,16,0,16,39,53,16,7,22,57,27,0,14,16,0,7,16,16,18,14
2001-01-04T13:00:00Z,10,0,26,23,20,12,0,21,17,0,12,17,0,20,27,27,16,7,21,55,22,29,8,23,0,0,21,16,16,14
2001-01-04T14:00:00Z,14,0,21,23,17,25,0,14,10,0,12,0,0,14,25,16,14,8,27,46,17,31,5,14,0,0,14,22,17,5
2001-01-04T15:00:00Z,26,0,22,21,17,23,3,16,9,0,13,8,0,14,12,17,14,5,40,46,17,22,5,23,0,0,9,33,17,12
2001-01-04T16:00:00Z,33,0,29,18,16,26,4,17,12,0,10,10,0,16,13,12,12,8,48,49,17,26,7,20,0,0,16,34,17,13
2001-01-04T17:00:00Z,27,0,31,26,18,26,8,21,14,0,10,12,0,18,18,16,12,33,36,48,13,18,8,25,0,0,16,35,17,16
2001-01-04T18:00:00Z,36,0,46,18,23,34,8,16,31,0,9,17,0,23,20,17,13,22,16,49,12,18,18,26,0,0,20,31,18,17
2001-01-04T19:00:00Z,57,0,39,18,25,72,13,18,18,0,8,18,0,23,22,12,14,7,14,47,14,16,14,21,0,0,21,25,9,20
2001-01-04T20:00:00Z,68,0,38,14,25,57,12,21,17,0,9,22,0,25,14,16,17,16,13,53,16,14,10,22,0,0,21,26,16,20
2001-01-04T21:00:00Z,51,0,31,10,23,40,14,18,18,0,9,20,0,21,16,21,14,10,16,44,12,20,5,35,0,0,23,25,14,16
2001-01-04T22:00:00Z,66,0,33,4,26,44,17,14,16,0,12,21,0,23,18,18,14,27,10,48,14,26,7,5,0,0,26,30,18,16
2001-01-04T23:00:00Z,46,0,34,9,26,44,18,13,20,0,13,25,0,23,14,23,16,7,8,46,17,22,12,5,0,0,26,13,18,20
2001-01-05T00:00:00Z,16,0,34,14,20,31,12,13,14,0,16,22,0,21,17,30,12,4,7,42,12,22,9,0,0,0,20,5,17,20
2001-01-05T01:00:00Z,12,0,22,12,12,27,9,14,13,0,12,13,0,13,9,25,10,3,5,26,12,25,9,0,0,0,18,0,10,14
2001-01-05T02:00:00Z,9,0,13,17,4,18,14,20,17,0,7,9,0,5,7,23,8,-4,9,13,16,22,12,1,0,0,25,0,9,4
2001-01-05T03:00:00Z,7,0,8,12,1,9,13,22,22,0,5,7,0,0,4,34,7,0,8,13,14,16,7,-1,0,0,14,-3,7,4
2001-01-05T04:00:00Z,4,0,4,10,-1,5,14,20,23,0,3,3,0,-1,5,27,4,0,7,12,10,12,5,1,0,0,13,-4,8,-5
2001-01-05T05:00:00Z,7,0,5,9,5,3,18,13,14,0,7,4,0,4,9,23,5,1,9,7,12,14,7,1,0,0,21,3,10,-3
2001-01-05T06:00:00Z,25,0,9,8,10,3,21,16,22,0,7,7,0,8,13,23,8,4,12,10,10,16,7,1,0,0,21,8,14,4
2001-01-05T07:00:00Z,21,0,51,12,18,4,23,17,43,0,8,12,0,10,17,25,18,13,20,16,14,23,7,5,0,0,23,13,16,16
2001-01-05T08:00:00Z,17,0,57,20,21,8,33,23,64,0,10,10,0,12,21,31,22,10,16,13,13,31,8,8,0,0,30,17,23,14
2001-01-05T09:00:00Z,22,0,52,14,18,5,43,33,38,0,12,10,0,16,30,30,35,13,12,18,13,42,9,34,0,0,36,13,53,14
2001-01-05T10:00:00Z,23,0,34,26,21,7,36,26,38,0,13,9,0,23,29,33,26,9,10,30,14,46,9,26,0,9,39,17,61,16
2001-01-05T11:00:00Z,31,0,23,17,23,14,44,25,27,0,12,14,0,17,29,35,33,3,16,39,14,51,8,33,0,7,40,27,49,18
2001-01-05T12:00:00Z,23,0,18,17,21,17,59,25,25,0,13,13,0,16,29,26,33,10,22,33,16,62,8,23,0,10,31,21,51,18
2001-01-05T13:00:00Z,30,0,18,18,22,27,25,23,23,0,16,13,0,14,34,26,26,7,27,44,13,52,10,31,0,12,31,25,51,20
2001-01-05T14:00:00Z,25,0,21,18,23,29,22,22,22,0,18,14,0,17,46,21,22,3,23,49,12,72,9,38,0,12,40,26,39,18
2001-01-05T15:00:00Z,23,0,27,30,20,27,33,22,26,0,18,17,0,22,49,22,26,13,33,55,9,91,9,12,0,14,33,20,44,21
2001-01-05T16:00:00Z,18,0,34,35,27,35,51,25,42,0,22,18,0,27,43,22,26,8,39,44,12,44,7,21,0,17,48,22,43,26
2001-01-05T17:00:00Z,16,0,35,44,29,43,73,23,29,0,21,22,0,30,40,26,30,29,49,48,13,34,12,16,0,13,47,34,73,26
2001-01-05T18:00:00Z,10,0,43,31,31,39,78,21,29,0,23,23,0,33,30,36,31,14,42,36,17,35,16,18,39,16,42,34,78,33
2001-01-05T19:00:00Z,21,0,40,31,26,33,91,17,23,0,29,26,0,31,26,34,29,10,29,33,17,40,12,17,42,18,39,47,70,35
2001-01-05T20:00:00Z,16,0,40,34,30,39,73,16,21,0,20,29,0,34,36,40,26,18,33,42,16,31,7,10,46,22,48,30,85,25
2001-01-05T21:00:00Z,14,0,38,23,33,49,85,16,20,0,20,29,0,172,48,42,29,12,23,59,12,35,3,13,39,21,52,30,90,22
2001-01-05T22:00:00Z,16,0,35,22,31,40,68,14,23,0,20,30,0,57,51,27,25,13,23,56,10,34,7,5,27,18,44,29,60,29
2001-01-05T23:00:00Z,10,0,31,22,30,17,59,16,22,0,16,27,0,30,39,27,25,12,17,42,10,44,10,8,23,21,38,25,52,30
2001-01-06T00:00:00Z,7,0,29,13,26,13,27,17,18,0,18,26,0,25,27,14,23,9,13,40,10,47,12,7,22,26,23,20,31,26
2001-01-06T01:00:00Z,8,0,29,17,25,10,1,12,14,0,20,29,0,23,29,31,26,8,12,35,9,38,14,7,17,25,16,26,27,21
2001-01-06T02:00:00Z,12,0,30,30,26,8,7,9,20,0,14,26,0,27,23,27,30,8,9,35,7,47,13,5,21,22,13,25,27,20
2001-01-06T03:00:00Z,8,0,20,31,16,3,13,8,9,0,17,21,0,20,17,16,27,1,8,29,5,42,9,9,21,17,12,23,13,21
2001-01-06T04:00:00Z,7,0,17,25,14,1,17,8,8,0,16,16,0,14,10,9,13,12,7,22,7,29,13,7,23,17,17,16,7,17
2001-01-06T05:00:00Z,4,0,17,30,14,0,12,8,5,0,14,17,0,17,10,16,9,10,7,22,9,21,12,5,17,14,8,12,7,16
2001-01-06T06:00:00Z,4,0,22,29,18,1,10,3,0,0,12,14,0,21,13,21,14,8,8,38,14,13,9,25,18,14,9,16,7,14
2001-01-06T07:00:00Z,23,0,35,30,25,4,12,5,4,0,16,21,0,26,14,17,8,9,7,56,13,17,10,34,13,16,10,17,9,17
2001-01-06T08:00:00Z,31,0,39,22,25,4,18,5,7,0,18,27,0,29,13,20,9,10,8,61,12,20,10,49,18,18,12,21,13,23
2001-01-06T09:00:00Z,16,0,35,31,23,10,18,14,17,0,16,27,0,26,12,23,10,10,9,61,10,17,13,68,20,21,14,26,14,17
2001-01-06T10:00:00Z,20,0,38,31,23,20,20,12,16,0,13,25,0,23,20,17,10,13,12,64,10,18,16,34,25,13,16,26,18,20
2001-01-06T11:00:00Z,20,0,33,23,21,13,16,10,13,0,12,23,0,18,20,20,10,7,10,56,9,17,14,16,22,13,12,33,9,18
2001-01-06T12:00:00Z,14,0,30,23,20,23,16,12,12,0,9,23,0,20,21,20,12,9,13,49,10,21,9,13,18,13,10,20,16,13
2001-01-06T13:00:00Z,16,0,29,22,20,13,16,13,8,0,9,18,0,20,16,22,12,10,12,47,10,22,10,16,18,10,17,22,16,13
2001-01-06T14:00:00Z,33,0,27,25,21,10,10,14,12,0,9,17,0,18,12,17,12,12,13,48,12,23,12,21,14,16,21,21,13,18
2001-01-06T15:00:00Z,40,0,22,22,17,20,12,12,13,0,12,18,0,16,13,16,10,13,13,47,10,21,7,23,17,14,21,20,12,22
2001-01-06T16:00:00Z,42,0,23,25,16,30,14,13,8,0,12,16,0,17,16,12,12,17,13,44,10,30,7,9,22,14,16,29,12,13
2001-01-06T17:00:00Z,44,0,34,20,20,23,18,10,10,0,12,21,0,21,21,16,13,14,10,47,12,29,12,7,29,16,16,27,14,13
2001-01-06T18:00:00Z,44,0,38,20,29,21,20,12,14,0,13,25,0,29,20,14,16,14,12,48,10,26,18,16,27,17,17,34,13,20
2001-01-06T19:00:00Z,36,0,36,21,29,17,21,12,12,0,13,27,0,29,18,17,17,12,13,46,13,18,12,13,31,20,17,38,13,16
2001-01-06T20:00:00Z,26,0,38,16,27,13,18,12,13,0,16,26,0,27,18,20,13,13,13,47,12,20,10,12,25,20,14,35,13,16
2001-01-06T21:00:00Z,38,0,31,12,23,8,18,13,13,0,14,23,0,27,18,17,8,12,12,43,9,18,13,16,31,17,21,40,14,18
2001-01-06T22:00:00Z,27,0,33,12,23,8,17,9,7,0,14,26,0,27,18,20,10,13,13,47,12,20,9,31,10,17,16,12,16,18
2001-01-06T23:00:00Z,21,0,29,20,21,7,17,8,5,0,14,26,0,26,17,17,10,12,12,47,12,20,8,21,14,17,16,14,12,16
2001-01-07T00:00:00Z,16,0,30,16,20,7,14,9,9,0,12,22,0,23,18,14,10,10,12,46,9,16,12,13,23,16,13,14,8,14
2001-01-07T01:00:00Z,14,0,21,20,13,8,13,8,4,0,12,21,0,18,17,17,12,17,10,36,7,14,14,8,16,3,13,8,8,17
2001-01-07T02:00:00Z,9,0,21,20,10,10,13,8,5,0,12,16,0,16,16,14,10,9,9,29,5,12,13,10,12,7,13,10,10,9
2001-01-07T03:00:00Z,8,0,12,17,8,14,13,13,8,0,12,12,0,9,12,9,8,12,8,25,4,12,17,7,10,7,12,8,9,4
2001-01-07T04:00:00Z,7,0,10,27,9,10,7,10,8,0,12,12,0,10,10,1,8,9,5,23,5,13,18,5,10,8,13,7,7,4
2001-01-07T05:00:00Z,7,0,14,26,9,10,16,12,7,0,14,13,0,9,10,5,9,8,4,20,7,10,20,7,12,7,4,9,4,10
2001-01-07T06:00:00Z,10,0,12,27,9,9,18,16,9,0,14,13,0,12,12,9,8,13,5,18,8,10,18,7,12,9,10,12,4,9
2001-01-07T07:00:00Z,16,0,18,22,12,8,22,14,8,0,16,14,0,14,13,14,10,14,9,26,8,9,17,31,13,9,9,14,5,13
2001-01-07T08:00:00Z,14,0,20,23,13,10,26,12,8,0,16,16,0,16,12,21,9,12,9,33,9,9,16,47,16,13,18,17,8,13
2001-01-07T09:00:00Z,13,0,22,31,16,8,25,10,5,0,20,18,0,20,12,21,9,14,9,39,14,13,17,36,21,12,21,26,13,13
2001-01-07T10:00:00Z,10,0,22,38,18,10,21,9,5,0,21,21,0,22,17,21,10,16,13,44,17,16,20,61,23,12,26,25,14,17
2001-01-07T11:00:00Z,8,0,22,47,7,12,18,17,7,0,21,20,0,20,18,17,13,14,14,48,14,20,17,46,26,12,25,29,14,17
2001-01-07T12:00:00Z,10,0,23,34,23,13,17,14,10,0,18,23,0,23,14,16,12,14,14,48,14,16,14,9,27,16,16,30,9,21
2001-01-07T13:00:00Z,18,0,29,23,25,16,18,17,13,0,16,25,0,25,17,13,10,13,14,49,10,16,12,1,25,18,16,26,10,23
2001-01-07T14:00:00Z,38,0,27,23,23,14,20,14,17,0,17,25,0,23,14,17,9,12,14,46,8,14,16,0,25,20,18,27,13,20
2001-01-07T15:00:00Z,22,0,26,27,25,13,20,13,14,0,16,27,0,22,13,20,8,12,10,52,7,16,16,5,31,20,21,34,14,20
2001-01-07T16:00:00Z,16,0,27,21,27,40,20,14,9,0,18,29,0,26,13,10,13,10,7,62,13,18,16,8,34,20,18,33,16,21
2001-01-07T17:00:00Z,14,0,35,21,27,23,16,13,16,0,17,29,0,31,16,7,14,9,5,64,16,23,16,26,33,22,16,27,14,21
2001-01-07T18:00:00Z,14,0,36,27,31,42,10,16,13,0,17,29,0,35,18,7,14,13,13,53,17,22,17,40,38,26,18,33,14,21
2001-01-07T19:00:00Z,8,0,36,27,31,48,10,9,5,0,17,30,0,34,18,8,10,8,12,52,13,20,17,95,33,25,10,29,14,22
2001-01-07T20:00:00Z,12,0,34,22,29,72,12,9,8,0,18,30,0,31,20,9,12,9,12,52,9,20,16,38,25,22,7,26,3,21
2001-01-07T21:00:00Z,9,0,30,23,26,20,20,13,10,0,18,26,0,29,20,13,14,7,13,47,9,20,17,17,22,22,8,20,1,20
2001-01-07T22:00:00Z,8,0,35,22,26,10,20,12,21,0,18,26,0,29,21,13,16,7,12,43,8,9,14,13,20,20,9,18,3,17
2001-01-07T23:00:00Z,5,0,33,22,22,7,18,12,27,0,18,25,0,23,14,10,14,12,12,42,9,7,13,5,20,18,12,20,4,17
2001-01-08T00:00:00Z,4,0,23,18,20,7,17,10,23,0,17,21,0,21,16,8,9,12,10,31,8,7,13,7,18,18,9,17,5,13
2001-01-08T01:00:00Z,3,0,21,23,20,3,18,10,12,0,16,20,0,20,8,7,5,12,10,26,8,8,13,9,21,16,8,16,5,16
2001-01-08T02:00:00Z,4,0,20,20,20,1,16,7,4,0,14,18,0,18,8,7,5,10,9,23,5,9,13,10,20,17,8,16,7,14
2001-01-08T03:00:00Z,4,0,20,22,18,-3,18,8,3,0,14,18,0,18,10,8,5,9,8,23,5,9,12,13,20,16,12,17,7,16
2001-01-08T04:00:00Z,5,0,18,21,20,-1,16,9,3,0,13,18,0,20,13,10,5,7,8,30,7,16,10,14,18,14,10,17,4,16
2001-01-08T05:00:00Z,18,0,20,18,20,-1,17,10,7,0,12,18,0,21,9,13,7,12,9,38,7,13,12,13,21,14,10,18,7,18
2001-01-08T06:00:00Z,27,0,20,17,20,-1,18,10,10,0,10,20,0,21,9,13,9,9,9,46,7,13,13,8,22,13,12,22,9,25
2001-01-08T07:00:00Z,5,0,25,14,23,7,23,20,33,0,13,23,0,26,20,17,12,8,10,79,9,16,12,3,25,14,14,30,9,25
2001-01-08T08:00:00Z,7,0,33,22,30,4,25,27,31,0,12,25,0,25,22,16,22,0,16,88,12,22,12,17,25,14,14,30,16,27
2001-01-08T09:00:00Z,8,0,34,31,30,9,25,30,48,0,10,27,0,26,23,17,16,12,17,65,10,27,12,26,0,16,16,31,16,26
2001-01-08T10:00:00Z,9,0,39,31,34,25,26,18,20,0,10,26,0,26,17,14,22,7,20,74,12,27,16,26,0,17,14,30,14,33
2001-01-08T11:00:00Z,9,0,30,22,30,16,26,21,14,0,12,27,0,25,20,12,16,8,18,61,10,23,12,23,23,20,10,27,17,29
