,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.918235, 52.481346)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.441614, 51.48879)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-7.900328, 54.43951)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-0.379916, 50.832947)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2019-01-16T10:00:00Z,3,2,4,9,6,3,0,5,8,1,0,6,6,5,12,4,10,1,2,0,6,0,4,3,11,4,6,3,3,3,4,6,7,4,1,2,4,0,2,1,4,0,3,7,0,0,2,9,6,6,6,4,0,4,0,0,14,4,0,1,9,5,6,6,0,3,4,7,3,6,10,6,9,0,2,0,12,3,0
2019-01-16T11:00:00Z,3,3,-4,7,6,3,0,2,0,3,0,7,10,3,11,3,11,0,0,0,9,0,6,6,11,3,3,5,2,4,2,5,7,7,6,3,6,0,2,4,3,0,4,10,0,0,2,14,4,6,14,3,0,8,1,0,13,2,0,4,8,6,11,7,0,4,3,9,5,3,6,8,0,0,4,0,10,1,0
2019-01-16T12:00:00Z,4,3,2,8,5,3,0,5,0,4,0,10,7,0,16,3,9,0,0,0,8,0,7,3,11,3,3,4,4,2,1,5,5,6,4,2,7,0,0,2,7,0,2,8,0,0,2,16,5,6,19,2,0,9,1,0,12,7,0,3,8,3,4,7,0,4,4,6,2,4,6,8,0,0,6,0,10,2,0
2019-01-16T13:00:00Z,5,1,4,9,7,3,0,5,6,3,0,6,4,4,11,1,0,0,7,0,8,0,8,3,12,5,2,4,3,3,0,4,7,3,1,1,5,0,0,3,7,0,2,4,0,0,5,17,6,7,10,2,0,4,2,8,12,7,0,2,8,2,8,7,0,3,4,6,2,7,3,6,0,0,5,0,8,4,4
2019-01-16T14:00:00Z,2,1,2,11,5,3,0,3,6,1,0,6,6,6,10,2,0,0,8,0,7,0,14,4,12,6,3,4,3,3,2,8,8,3,5,0,3,0,0,4,6,0,2,8,0,0,6,12,7,8,6,2,0,6,2,4,12,6,0,2,8,5,3,6,0,6,4,8,4,6,5,5,0,0,4,0,11,4,3
2019-01-16T15:00:00Z,1,1,2,8,5,3,0,4,5,4,0,4,8,0,8,1,8,0,8,0,7,0,14,7,11,7,5,4,2,2,4,3,6,2,3,1,3,0,0,3,5,0,4,6,0,0,3,11,5,11,6,3,0,3,2,6,10,8,0,2,6,5,4,6,0,6,3,5,6,4,10,2,0,0,6,0,7,1,1
2019-01-16T16:00:00Z,4,1,4,9,8,3,0,6,5,3,0,5,9,8,7,1,8,0,8,0,4,0,23,5,9,5,1,4,3,2,5,3,3,2,5,1,1,0,0,6,4,0,2,-2,0,0,4,5,7,5,6,5,0,6,2,5,8,4,0,0,4,12,4,6,0,7,5,3,8,5,10,3,0,0,3,0,7,4,4
2019-01-16T17:00:00Z,3,1,5,9,5,4,0,8,8,3,0,2,11,4,5,1,13,0,13,0,5,0,24,3,5,4,-1,4,2,3,4,2,6,3,10,1,2,0,0,10,6,0,3,7,0,0,2,11,8,4,5,6,0,8,2,8,10,9,0,4,1,9,5,1,0,8,5,8,6,4,7,4,0,0,1,0,8,4,5
2019-01-16T18:00:00Z,1,1,7,12,3,7,0,11,7,1,0,5,10,2,9,2,10,0,12,0,6,0,29,7,2,5,4,5,2,2,4,1,6,2,6,2,2,0,0,9,6,0,3,11,0,0,3,10,4,4,7,10,0,6,1,9,10,3,0,4,2,6,8,2,0,10,7,10,8,2,8,6,0,0,6,0,8,7,7
2019-01-16T19:00:00Z,2,1,8,15,8,9,0,14,5,-1,0,9,9,5,14,4,8,0,13,0,7,0,29,8,2,6,4,4,2,3,2,6,8,3,8,2,3,0,0,11,8,0,3,9,0,0,1,15,3,6,10,14,0,8,2,6,11,9,0,8,5,5,9,9,0,13,6,10,7,2,8,6,0,0,4,0,11,8,6
2019-01-16T20:00:00Z,3,1,9,14,10,9,0,7,5,2,0,10,7,3,14,5,8,0,8,0,9,0,52,8,2,5,5,4,2,3,1,10,10,4,7,5,5,0,0,9,11,0,10,3,0,0,6,20,3,10,12,8,0,12,2,6,10,10,0,8,8,5,6,13,0,13,6,11,6,2,9,8,0,0,5,0,10,8,6
2019-01-16T21:00:00Z,1,1,10,12,8,9,0,8,4,2,0,9,3,2,11,5,5,0,6,0,10,0,38,7,4,4,2,4,1,3,1,8,12,7,7,6,7,0,0,10,7,0,3,15,0,0,3,16,5,11,11,5,0,10,1,7,12,6,0,8,6,3,9,14,0,12,7,10,7,4,6,9,0,0,6,0,18,7,6
2019-01-16T22:00:00Z,2,1,7,11,8,7,0,7,6,3,0,11,4,4,16,5,7,0,5,0,11,0,13,9,5,4,3,2,3,2,0,8,11,8,9,4,8,0,0,10,10,0,2,11,0,0,6,17,3,9,11,4,0,10,2,5,13,12,0,9,16,3,13,10,0,11,5,10,3,4,4,10,0,0,9,0,12,3,4
2019-01-16T23:00:00Z,4,1,7,10,6,5,0,6,5,1,0,10,6,5,13,6,8,0,4,0,9,0,12,6,3,5,1,2,1,2,-1,8,11,10,10,4,10,0,0,12,8,0,4,11,0,0,4,16,4,11,10,4,0,10,2,4,10,6,0,6,19,1,14,9,0,11,2,7,1,5,5,10,0,0,9,0,8,5,2
2019-01-17T00:00:00Z,5,2,6,7,9,6,0,6,6,3,0,10,3,3,15,6,7,0,5,0,8,0,12,2,3,4,2,3,1,2,4,7,15,11,10,2,10,0,0,11,5,0,6,10,0,0,0,13,4,10,8,2,0,13,2,2,9,3,0,4,10,4,9,9,0,8,4,4,0,5,2,9,0,0,1,0,4,6,2
2019-01-17T01:00:00Z,2,2,7,6,9,3,0,4,5,3,0,9,-1,1,13,4,6,0,5,0,7,0,7,4,3,3,3,3,2,3,3,9,12,10,8,2,9,0,0,5,3,0,5,12,0,0,3,12,1,10,6,2,0,8,2,3,7,2,0,4,10,4,7,12,0,8,3,6,1,3,6,9,0,0,-1,0,2,2,5
2019-01-17T02:00:00Z,1,2,6,8,10,3,0,5,5,3,0,8,3,2,13,2,3,0,3,0,9,0,10,3,3,3,2,3,2,3,4,9,9,9,3,4,8,0,0,6,4,0,4,8,0,0,3,11,1,10,7,2,0,9,2,3,8,2,0,4,10,4,11,12,0,7,3,6,3,2,6,8,0,0,-1,0,6,-2,3
2019-01-17T03:00:00Z,4,2,6,6,8,4,0,6,4,3,0,8,3,2,11,2,4,0,5,0,9,0,11,1,3,2,2,3,2,3,6,10,10,8,1,3,10,0,0,7,2,0,4,10,0,0,0,10,3,14,6,3,0,7,2,2,11,3,0,4,11,5,15,9,0,2,2,3,3,3,4,7,0,0,0,0,5,2,-1
2019-01-17T04:00:00Z,2,2,3,5,11,3,0,4,5,3,0,7,3,-1,9,1,4,0,6,0,11,0,8,6,3,1,0,3,1,2,3,10,10,5,2,1,8,0,0,8,0,0,4,11,0,0,3,8,3,8,1,4,0,8,2,1,7,2,0,0,10,4,9,8,0,5,5,3,2,4,6,7,0,0,5,0,5,3,0
2019-01-17T05:00:00Z,4,2,2,5,12,3,0,5,5,2,0,6,4,2,12,1,5,0,6,0,11,0,8,5,5,1,6,2,2,2,0,9,10,6,1,3,7,0,0,5,3,0,5,12,0,0,4,12,4,10,2,4,0,4,3,4,11,3,0,-1,11,2,10,10,0,7,2,3,1,3,7,7,0,0,1,0,9,0,0
2019-01-17T06:00:00Z,4,2,6,5,9,3,0,4,7,3,0,9,3,3,15,2,5,0,8,0,6,0,8,5,5,2,2,3,3,2,2,9,9,4,2,3,7,0,0,1,2,0,4,12,0,0,2,10,4,6,0,4,0,5,4,2,12,2,0,2,10,0,8,8,0,5,2,5,1,4,6,5,0,0,0,0,8,2,0
2019-01-17T07:00:00Z,8,1,2,7,9,2,0,3,5,4,0,7,3,3,11,2,4,0,6,0,6,0,9,6,5,2,3,4,3,3,3,8,8,3,3,3,5,0,0,3,6,0,4,12,0,0,1,10,4,3,0,3,0,9,3,3,12,1,0,0,8,4,3,8,0,4,2,4,1,3,8,4,0,0,4,0,8,1,1
2019-01-17T08:00:00Z,4,1,1,8,6,3,0,7,7,4,2,8,4,6,16,2,4,0,4,0,3,0,14,6,4,3,4,6,3,3,1,7,6,2,3,6,3,0,0,3,4,0,3,9,0,0,6,8,6,3,1,2,0,10,2,6,9,5,0,0,6,5,4,7,0,0,3,5,3,4,8,1,0,0,3,0,4,3,2
2019-01-17T09:00:00Z,4,2,8,6,5,4,0,9,7,3,2,7,4,4,5,2,6,0,4,0,2,0,19,5,3,4,3,8,4,3,-1,2,6,2,2,5,2,0,0,6,3,0,3,3,0,0,3,4,6,4,4,4,0,6,2,5,9,5,0,4,3,4,2,2,0,0,5,3,7,2,5,4,0,0,3,0,0,1,2
2019-01-17T10:00:00Z,3,2,6,7,3,5,0,6,7,3,7,8,5,4,5,2,5,0,5,0,4,0,17,3,3,4,4,6,3,4,1,1,7,2,2,6,2,0,0,6,4,0,3,2,0,0,5,4,6,4,5,5,0,5,2,9,6,4,6,5,2,8,5,2,0,0,5,1,6,5,6,2,0,0,4,0,0,3,1
2019-01-17T11:00:00Z,2,2,10,9,5,6,0,6,7,4,4,5,15,5,6,2,3,0,5,0,4,0,23,0,3,4,6,10,3,5,1,1,7,3,1,6,2,0,0,5,8,0,3,7,0,0,3,5,14,2,6,6,5,7,2,7,4,3,4,2,3,7,8,3,0,0,4,6,6,7,6,1,0,0,4,0,0,5,3
2019-01-17T12:00:00Z,4,3,6,11,4,6,0,7,5,3,4,6,21,4,7,2,4,0,6,0,6,0,18,-1,3,4,5,11,4,5,-1,2,7,3,3,5,3,0,0,4,12,0,3,4,0,0,5,5,3,8,6,5,4,7,2,4,6,1,4,4,2,5,6,3,0,0,3,2,7,6,7,2,0,0,2,0,0,6,3
2019-01-17T13:00:00Z,3,3,0,10,6,5,0,4,7,3,4,8,14,2,8,2,6,0,6,0,5,0,29,1,3,4,5,11,4,5,2,4,7,4,2,9,3,0,0,6,9,0,5,4,0,0,6,4,3,3,6,4,5,7,2,6,6,2,6,2,3,6,5,3,0,0,2,2,6,6,6,3,0,0,0,0,0,1,3
2019-01-17T14:00:00Z,8,3,1,9,5,5,0,7,6,3,5,7,8,2,5,4,8,0,4,0,7,0,20,5,3,4,7,11,6,4,5,4,8,4,8,11,3,0,0,7,6,0,5,8,0,0,7,5,6,5,10,4,6,4,2,6,9,5,5,4,3,7,5,2,0,0,5,1,7,5,5,8,0,0,7,0,0,4,5
2019-01-17T15:00:00Z,4,3,4,16,6,5,0,8,5,4,3,6,12,8,6,4,8,0,4,0,7,0,32,6,4,6,7,9,6,5,4,3,6,4,6,11,3,0,0,5,7,0,3,9,0,0,2,8,8,5,8,4,6,3,3,5,7,8,7,6,3,6,4,3,0,0,6,6,6,5,8,7,0,7,8,0,0,5,6
2019-01-17T16:00:00Z,6,3,6,14,7,6,0,11,12,7,7,8,6,12,7,8,19,0,5,0,3,0,45,7,4,9,5,7,6,6,10,6,6,6,6,12,4,0,0,8,5,0,6,4,0,0,5,8,5,6,6,7,7,7,3,12,10,6,6,6,3,15,7,3,0,0,4,6,12,6,6,11,0,7,6,0,0,8,9
2019-01-17T17:00:00Z,3,4,16,18,6,8,0,11,19,10,12,10,7,19,12,6,27,0,7,0,7,0,46,21,6,13,9,8,6,7,9,10,9,7,10,12,5,0,0,9,9,0,3,3,0,0,7,10,7,8,13,15,8,8,3,9,16,14,8,8,5,21,10,7,0,0,7,10,19,7,27,11,0,7,12,0,0,23,13
2019-01-17T18:00:00Z,5,4,11,37,7,10,0,14,16,11,17,11,14,21,11,6,35,0,12,0,6,0,72,13,9,11,10,12,6,9,7,8,11,9,12,14,5,0,0,10,12,0,3,8,0,0,13,12,5,7,13,31,18,8,3,21,15,16,7,8,5,27,8,9,0,0,18,13,16,9,22,9,0,27,18,0,0,20,13
2019-01-17T19:00:00Z,11,6,12,44,7,10,0,16,18,12,22,11,20,25,10,9,29,0,10,0,7,0,0,13,7,14,10,12,9,8,7,6,13,8,13,13,5,0,0,12,10,0,4,7,0,0,34,12,10,8,16,25,9,10,6,27,17,29,9,11,5,24,10,9,0,0,23,15,22,8,21,11,0,16,31,0,0,15,12
2019-01-17T20:00:00Z,6,7,13,44,8,10,0,16,23,14,28,10,19,17,10,12,26,0,12,0,7,0,48,16,9,27,10,11,7,11,8,4,15,8,11,12,8,0,0,20,14,0,8,6,0,0,23,14,10,8,19,21,11,15,4,25,20,23,4,15,5,32,11,7,0,0,21,15,31,12,18,17,0,13,29,0,0,16,18
2019-01-17T21:00:00Z,5,5,17,53,8,14,0,20,27,11,38,12,22,18,13,12,30,0,12,0,9,0,42,18,10,27,13,9,5,9,11,7,12,9,16,13,8,0,0,17,14,0,10,9,0,0,19,14,8,12,22,17,17,14,3,18,18,31,10,15,5,25,11,7,0,0,17,15,38,9,19,12,0,17,33,0,0,15,10
2019-01-17T22:00:00Z,5,4,18,62,10,14,0,16,32,8,30,11,20,13,13,11,30,0,10,0,8,0,22,11,10,26,13,8,4,9,9,11,12,10,11,19,7,0,0,17,10,0,11,6,0,0,13,12,10,9,20,15,13,13,3,12,14,21,15,15,7,24,12,7,0,0,15,18,47,10,15,12,0,28,42,0,0,12,9
2019-01-17T23:00:00Z,2,5,12,64,9,10,0,14,27,9,22,11,22,9,10,10,27,0,7,0,9,0,17,16,9,22,10,7,4,7,6,9,11,10,10,12,9,0,0,20,12,0,10,14,0,0,13,16,12,8,18,13,11,14,3,14,20,22,7,14,7,21,30,9,0,0,11,21,35,8,15,15,0,22,30,0,0,11,8
2019-01-18T00:00:00Z,4,5,14,50,13,11,0,11,28,9,21,14,22,12,9,8,25,0,11,0,10,0,10,9,8,20,6,5,8,5,9,8,16,10,8,17,10,0,0,21,11,0,10,14,0,0,11,17,10,8,17,13,12,17,4,11,19,19,6,13,8,5,14,9,0,0,8,20,29,9,31,18,0,28,24,0,0,12,9
2019-01-18T01:00:00Z,5,4,14,29,14,14,0,12,28,9,22,15,15,10,12,8,23,0,11,0,13,0,9,9,9,20,4,5,9,5,6,12,14,10,10,14,11,0,0,18,13,0,9,15,0,0,7,18,13,10,19,13,16,22,4,8,19,14,8,11,8,4,15,7,0,0,6,22,24,8,20,16,0,26,26,0,0,9,11
2019-01-18T02:00:00Z,2,4,10,36,12,15,0,11,26,10,16,16,14,14,7,9,24,0,11,0,11,0,8,7,9,20,4,5,8,5,8,10,18,10,12,10,12,0,0,18,12,0,8,13,0,0,8,19,14,11,17,13,17,18,2,7,21,15,8,11,9,4,13,10,0,0,13,20,18,8,11,14,0,22,24,0,0,9,9
2019-01-18T03:00:00Z,3,4,11,28,13,10,0,15,23,7,15,12,9,13,7,10,23,0,12,0,12,0,7,8,11,15,5,4,6,4,9,13,13,12,12,8,12,0,0,21,14,0,5,13,0,0,8,17,15,12,14,15,17,18,2,5,20,16,6,13,8,4,13,13,0,0,15,19,14,7,10,18,0,17,20,0,0,11,7
2019-01-18T04:00:00Z,4,3,12,23,10,10,0,12,22,6,11,14,7,8,10,10,22,0,10,0,16,0,8,11,11,10,5,4,5,4,7,16,17,14,16,6,12,0,0,15,11,0,2,12,0,0,7,16,12,11,17,15,15,14,2,3,19,15,7,10,8,2,16,13,0,0,8,19,12,7,10,19,0,19,13,0,0,9,8
2019-01-18T05:00:00Z,6,4,9,15,13,10,0,8,14,4,8,15,6,4,11,9,11,0,7,0,12,0,6,11,12,7,4,4,5,4,9,16,15,13,15,8,11,0,0,14,12,0,1,13,0,0,8,16,12,13,18,16,15,14,2,2,12,11,5,13,7,4,19,15,0,0,8,16,16,7,8,19,0,14,15,0,0,10,7
2019-01-18T06:00:00Z,11,4,6,8,13,7,0,9,8,4,7,20,4,3,9,8,7,0,6,0,11,0,4,11,12,6,5,5,4,5,8,19,13,13,18,7,10,0,0,16,12,0,1,14,0,0,10,19,12,14,18,13,19,17,2,6,13,7,7,12,8,4,13,14,0,0,8,19,12,6,7,15,0,10,12,0,0,16,13
2019-01-18T07:00:00Z,10,4,5,9,15,7,0,7,4,3,9,22,6,5,11,7,4,0,7,0,11,0,3,10,14,6,5,5,4,5,12,19,17,11,20,9,10,0,0,14,17,0,1,8,0,0,12,17,12,14,18,11,25,11,2,6,14,6,7,15,8,5,15,13,0,0,15,18,12,6,8,12,0,11,10,0,0,17,13
2019-01-18T08:00:00Z,9,4,10,8,18,9,0,9,4,4,9,14,6,7,10,5,2,0,12,0,9,0,4,14,17,6,6,5,5,5,12,17,15,11,18,11,7,0,0,15,15,0,1,7,0,0,17,17,14,15,18,11,24,13,2,6,18,7,7,15,9,5,18,11,0,0,19,16,12,8,6,15,0,12,10,0,0,16,17
2019-01-18T09:00:00Z,8,3,21,7,20,11,0,11,8,5,10,15,8,6,12,5,6,0,10,0,8,0,3,20,19,8,4,5,6,6,10,14,11,11,17,6,8,0,0,14,20,0,1,11,0,0,14,14,16,18,16,11,15,12,3,9,8,6,7,13,9,3,22,10,0,0,15,9,9,9,7,17,0,11,10,0,0,16,15
2019-01-18T10:00:00Z,10,3,12,7,19,10,0,13,6,4,10,13,9,10,8,4,6,0,11,0,13,0,4,10,10,8,9,6,10,7,6,11,15,10,16,14,8,0,0,14,28,0,2,13,0,0,10,13,14,21,17,7,23,11,3,4,8,6,6,13,9,8,19,10,0,0,10,7,13,9,8,14,0,8,9,0,0,18,18
2019-01-18T11:00:00Z,8,3,7,9,12,10,0,12,4,2,10,14,8,7,6,3,3,0,9,0,12,0,4,9,5,7,6,7,9,7,2,11,11,10,12,6,9,0,0,13,29,6,9,10,0,0,5,18,19,19,25,6,16,12,4,7,9,6,5,11,9,8,14,11,0,0,10,8,11,11,8,11,0,9,10,0,0,16,14
2019-01-18T12:00:00Z,6,3,6,6,12,9,0,10,6,2,6,13,9,9,11,3,3,0,9,0,11,0,4,7,5,8,7,6,8,7,1,11,13,8,9,8,7,0,0,14,26,23,4,11,0,10,9,19,15,20,23,5,12,12,4,6,10,8,6,8,6,7,16,9,0,0,10,5,12,10,6,8,0,11,14,0,0,14,13
2019-01-18T13:00:00Z,6,3,4,8,25,8,0,10,7,4,5,9,11,11,9,3,7,0,8,0,8,10,4,6,5,7,2,8,9,8,2,9,10,5,12,8,6,0,0,13,24,25,4,12,0,10,8,15,13,16,22,5,10,14,3,8,8,9,7,3,7,12,14,7,0,0,7,7,10,8,3,9,0,15,18,0,0,12,17
2019-01-18T14:00:00Z,6,3,7,8,9,7,0,8,8,2,5,7,9,8,5,127,5,0,8,0,8,8,8,9,5,7,4,7,9,8,6,13,9,4,11,10,4,0,0,10,23,21,4,1,0,9,8,13,13,16,20,6,14,6,3,7,9,9,5,1,5,7,15,6,0,0,17,5,7,11,5,7,0,9,18,0,0,12,11
2019-01-18T15:00:00Z,6,4,6,10,9,6,0,8,7,1,6,5,10,7,10,24,7,0,10,0,6,8,9,18,6,7,5,6,6,8,7,15,10,4,12,13,5,0,0,12,20,21,5,12,0,10,13,14,14,17,16,6,15,3,2,7,7,10,8,1,6,4,13,6,0,0,12,3,9,12,9,4,0,8,7,0,0,16,16
2019-01-18T16:00:00Z,4,5,5,12,7,6,0,7,8,1,8,6,8,11,9,4,8,0,11,0,6,8,11,16,7,6,6,7,5,7,5,8,9,5,14,13,4,0,0,15,19,19,6,10,0,7,14,10,15,10,16,7,14,4,1,7,10,9,6,7,6,13,10,7,0,0,12,5,6,12,9,6,0,11,10,0,0,17,20
2019-01-18T17:00:00Z,7,7,7,16,9,6,0,8,8,0,7,9,10,15,14,4,5,0,15,0,7,8,23,14,8,5,14,7,5,7,5,8,10,5,16,38,5,0,0,14,19,22,8,1,0,9,19,12,14,9,18,8,10,9,1,7,9,8,6,7,7,8,8,8,0,0,17,5,4,15,6,7,0,22,10,0,0,14,17
2019-01-18T18:00:00Z,5,12,6,22,12,5,0,8,14,5,7,11,10,6,13,7,4,0,11,0,10,8,26,16,7,5,18,7,6,7,10,9,10,6,16,58,8,0,0,7,18,17,7,9,0,8,19,13,15,10,17,8,13,10,2,9,10,10,7,9,12,13,12,7,0,0,13,6,5,17,8,10,0,10,9,0,0,17,16
2019-01-18T19:00:00Z,6,17,6,30,13,6,0,8,12,7,6,12,7,9,12,4,11,0,9,0,13,7,25,17,8,5,22,7,9,7,15,8,10,7,10,38,10,0,0,9,21,19,6,14,0,9,20,17,16,10,16,7,10,11,3,24,11,7,9,11,12,25,13,11,0,0,16,6,6,17,10,10,0,10,11,0,0,16,14
2019-01-18T20:00:00Z,6,19,6,42,12,5,0,6,9,9,7,10,8,14,9,5,7,0,13,0,10,8,19,16,8,5,26,10,10,10,21,8,10,8,9,48,10,0,0,8,14,19,5,16,0,11,16,16,20,12,10,7,13,13,2,30,12,8,9,10,10,16,18,8,0,0,13,9,5,16,15,10,0,16,11,0,0,14,13
2019-01-18T21:00:00Z,6,19,6,36,11,6,0,9,11,8,8,9,10,15,8,6,9,0,8,0,10,8,37,11,7,5,28,14,12,14,21,5,10,8,8,36,10,0,0,8,10,12,6,14,0,7,13,13,20,10,10,8,12,11,2,27,13,7,13,13,9,26,13,8,0,0,13,9,4,18,16,9,0,8,10,0,0,14,10
2019-01-18T22:00:00Z,7,18,6,36,8,6,0,8,12,13,10,10,12,9,7,7,9,0,12,0,12,8,20,10,8,7,28,19,14,19,26,6,9,8,9,41,10,0,0,10,16,16,6,8,0,6,9,12,20,10,6,9,13,13,2,17,12,11,12,8,10,25,16,11,0,0,16,10,6,15,17,12,0,10,10,0,0,10,10
2019-01-18T23:00:00Z,7,18,5,30,8,7,0,9,12,11,11,9,9,9,5,7,9,0,10,0,10,9,26,7,9,7,29,22,17,23,22,6,6,7,10,36,9,0,0,11,12,17,6,8,0,7,6,10,18,13,10,9,13,11,2,14,14,6,10,10,12,21,11,14,0,0,7,8,7,15,13,8,0,11,9,0,0,10,8
2019-01-19T00:00:00Z,6,19,6,27,6,7,0,8,9,6,10,7,10,9,9,7,11,0,11,0,9,9,20,14,9,7,28,23,19,24,27,6,8,8,10,16,8,0,0,11,11,14,7,8,0,7,8,9,17,12,9,7,14,12,2,14,15,9,10,11,10,18,12,13,0,0,8,8,7,12,12,9,0,10,11,0,0,10,11
2019-01-19T01:00:00Z,12,19,4,22,7,8,0,9,10,4,10,7,7,8,11,8,9,0,10,0,9,12,12,10,9,7,30,24,20,26,27,8,10,7,8,20,8,0,0,12,13,13,8,9,0,8,11,9,18,16,8,7,14,12,1,12,12,11,10,5,12,14,7,15,0,0,14,12,5,12,12,8,0,14,9,0,0,15,14
2019-01-19T02:00:00Z,16,18,7,15,7,7,0,12,11,4,11,8,8,11,14,6,14,0,8,0,8,10,16,12,10,8,26,26,19,28,25,9,8,8,9,18,8,0,0,10,15,15,9,8,0,8,16,11,18,18,9,8,12,11,1,11,13,11,8,8,17,20,8,16,0,0,15,8,6,15,13,10,0,12,8,0,0,14,11
2019-01-19T03:00:00Z,17,19,6,12,11,8,0,10,13,6,9,9,7,8,15,6,10,0,7,0,7,10,19,12,10,8,28,25,21,27,26,12,9,8,9,15,8,0,0,11,14,14,9,15,0,10,16,9,19,15,9,9,13,9,1,10,12,11,7,10,17,12,10,16,0,0,17,9,8,16,11,10,0,16,9,0,0,11,9
2019-01-19T04:00:00Z,15,20,9,7,12,9,0,12,11,4,7,8,8,8,17,5,13,0,9,0,11,10,15,11,10,9,24,25,22,26,27,12,12,8,10,11,8,0,0,10,14,16,9,7,0,10,10,12,21,15,9,8,12,12,1,8,11,13,8,8,15,16,8,11,0,0,7,8,8,17,7,9,0,13,8,0,0,9,10
2019-01-19T05:00:00Z,18,19,9,6,12,9,0,10,11,0,8,9,7,12,14,7,10,0,7,0,11,10,14,11,12,8,23,27,23,28,27,11,10,9,14,10,9,0,0,9,15,16,10,12,0,11,8,10,22,14,7,7,14,11,1,10,13,16,5,2,13,13,10,11,0,0,12,8,10,14,7,12,0,12,9,0,0,7,6
2019-01-19T06:00:00Z,17,19,8,6,12,9,0,10,9,2,8,11,8,13,15,7,13,0,10,0,13,11,16,12,12,8,23,28,23,30,26,11,12,9,16,10,10,0,0,9,14,16,10,13,0,11,10,13,20,12,10,8,12,10,1,6,14,11,8,5,12,15,15,11,0,0,13,9,8,18,10,10,0,11,9,0,0,7,6
2019-01-19T07:00:00Z,21,19,10,11,12,10,0,12,13,3,7,10,6,12,11,8,12,0,11,0,11,10,16,33,12,9,26,28,24,31,33,10,10,9,16,13,10,0,0,11,13,13,10,13,0,12,12,10,24,9,8,8,15,9,0,10,14,11,7,5,10,10,15,7,0,0,13,12,10,19,6,13,0,14,13,0,0,9,10
2019-01-19T08:00:00Z,25,19,8,13,12,11,0,11,14,5,8,12,5,14,10,8,12,0,8,0,11,11,17,11,11,11,24,29,26,32,36,7,16,11,16,12,10,0,0,12,12,14,9,17,0,16,8,12,25,8,10,8,17,11,1,11,13,13,6,6,9,10,16,8,0,0,9,11,12,17,4,13,0,16,13,0,0,12,13
2019-01-19T09:00:00Z,22,19,10,15,11,12,0,11,9,5,7,12,5,13,8,8,12,0,7,0,13,11,20,11,11,13,21,29,27,31,31,6,12,11,18,12,11,0,0,16,13,14,5,18,0,15,13,15,23,7,14,8,19,10,1,10,12,14,6,5,9,10,16,6,0,0,10,12,13,18,15,13,0,16,11,0,0,18,16
2019-01-19T10:00:00Z,23,13,10,15,10,12,0,15,12,3,6,15,5,17,7,7,14,0,8,0,12,12,23,12,13,13,20,29,28,32,30,7,14,12,12,19,12,0,0,15,17,15,4,21,0,16,14,15,20,10,14,8,18,13,1,16,14,14,7,8,12,9,10,8,0,0,12,12,14,16,12,15,0,18,11,0,0,18,16
2019-01-19T11:00:00Z,20,9,13,18,13,12,0,16,8,2,9,20,5,19,8,6,10,0,7,0,15,14,25,15,12,16,16,29,29,31,32,8,12,12,10,11,13,0,0,15,35,21,7,8,0,19,16,17,22,11,14,7,15,15,1,23,14,12,7,10,13,10,12,8,0,0,18,9,13,20,15,14,0,13,15,0,0,15,13
