,"(-1.485153, 53.55593)","(-1.510436, 53.56292)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.131931, 51.49467)","(-0.213492, 51.52105)","(-1.752006, 53.40337)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(0.18125, 50.7937)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-0.885933, 52.27349)","(-4.691462, 51.781784)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(0.317969, 51.47707)","(0.290917, 52.2985)"
2001-04-30T18:00:00Z,11,0,5,5,3,11,5,3,8,0,8,0,11,1,0,5,8,0,11,8,5,32,37,5,6,3,8,8,5,10
2001-04-30T19:00:00Z,21,5,8,5,3,8,5,3,8,0,6,0,8,2,0,5,19,0,11,13,3,13,48,11,6,7,8,13,5,12
2001-04-30T20:00:00Z,32,3,11,8,3,5,5,3,8,0,5,0,8,2,3,8,27,0,8,3,3,3,27,43,6,8,11,11,8,14
2001-04-30T21:00:00Z,37,8,8,5,3,8,13,3,8,0,5,0,8,2,5,11,32,0,8,3,3,5,19,29,4,9,8,11,11,12
2001-04-30T22:00:00Z,13,11,5,11,3,11,13,3,8,0,28,0,16,2,11,11,21,0,5,5,5,11,24,24,7,11,11,0,13,3
2001-04-30T23:00:00Z,11,8,5,8,3,13,21,5,8,0,30,0,16,3,11,19,19,0,11,3,5,11,24,13,8,4,16,0,11,1
2001-05-01T00:00:00Z,11,16,5,5,3,13,16,5,21,0,21,0,8,6,11,11,13,0,11,5,11,8,21,3,2,1,13,13,3,1
2001-05-01T01:00:00Z,8,13,5,3,0,0,11,8,5,0,12,0,5,12,11,5,8,0,8,5,5,5,16,3,1,2,11,11,0,2
2001-05-01T02:00:00Z,0,11,8,3,11,3,13,8,5,0,5,0,3,8,8,5,5,0,5,5,5,5,16,3,2,1,11,11,0,3
2001-05-01T03:00:00Z,5,11,5,3,16,5,11,8,5,0,3,0,3,4,8,5,8,0,8,5,3,5,21,0,4,2,5,5,0,2
2001-05-01T04:00:00Z,5,11,5,3,13,8,5,8,3,0,29,0,3,6,8,11,8,0,8,5,3,3,16,0,5,3,5,5,0,1
2001-05-01T05:00:00Z,5,13,13,3,19,8,19,11,5,0,28,0,3,13,8,13,8,0,8,5,3,3,16,0,2,2,8,5,0,1
2001-05-01T06:00:00Z,19,19,27,3,32,8,13,19,8,0,94,0,3,19,3,21,5,0,13,5,5,5,16,0,3,3,19,5,0,2
2001-05-01T07:00:00Z,32,40,19,5,27,8,11,11,11,0,22,0,5,58,3,16,8,0,16,16,5,11,40,0,6,2,61,5,3,2
2001-05-01T08:00:00Z,122,170,8,3,13,5,8,11,11,0,22,0,5,100,5,8,8,0,19,51,5,8,35,0,7,1,51,5,0,1
2001-05-01T09:00:00Z,67,133,5,3,13,5,11,11,8,0,63,0,5,63,3,5,5,0,19,35,5,8,51,0,7,2,35,5,3,1
2001-05-01T10:00:00Z,51,53,48,3,8,5,11,5,11,0,8,0,5,64,3,3,5,0,16,64,5,11,51,0,4,3,16,5,3,0
2001-05-01T11:00:00Z,77,59,69,3,8,5,11,5,5,0,6,0,5,75,3,3,5,0,13,37,8,0,21,0,4,2,11,8,3,0
2001-05-01T12:00:00Z,56,77,114,5,3,5,11,3,8,0,4,0,5,18,3,3,3,0,11,40,13,5,24,0,3,4,8,5,8,0
2001-05-01T13:00:00Z,13,40,152,5,3,3,8,3,0,0,3,0,3,4,3,3,3,0,24,67,11,11,24,0,4,3,8,5,3,0
2001-05-01T14:00:00Z,0,3,88,3,8,5,8,24,5,0,3,0,5,3,3,3,3,0,45,56,8,5,21,3,9,3,8,5,0,0
2001-05-01T15:00:00Z,3,3,37,3,11,5,11,48,5,0,2,0,5,3,3,3,3,0,27,40,8,5,19,3,10,3,11,5,0,0
2001-05-01T16:00:00Z,0,3,152,5,5,8,8,27,5,0,2,0,5,3,3,3,3,0,13,21,5,5,19,3,16,2,8,5,5,0
2001-05-01T17:00:00Z,0,5,96,5,8,5,8,5,5,0,2,0,5,2,3,3,0,0,16,8,3,5,21,0,14,3,11,5,3,0
2001-05-01T18:00:00Z,5,8,37,3,8,5,11,3,5,0,2,0,5,4,3,8,0,0,13,5,5,5,16,0,7,2,5,11,0,0
2001-05-01T19:00:00Z,5,8,21,3,13,5,8,3,5,0,2,0,5,4,3,13,3,0,11,5,5,5,24,0,8,1,5,11,0,0
2001-05-01T20:00:00Z,24,21,29,3,5,3,8,5,5,0,2,0,5,3,3,13,3,0,13,5,3,16,13,0,8,2,5,8,0,0
2001-05-01T21:00:00Z,43,35,40,3,3,5,16,8,8,0,1,0,3,3,3,19,0,0,13,5,3,21,11,0,10,3,5,8,0,0
2001-05-01T22:00:00Z,21,16,51,0,3,5,21,8,8,0,0,0,5,30,3,16,3,0,11,5,3,5,19,3,4,2,5,8,0,0
2001-05-01T23:00:00Z,24,13,59,0,3,3,27,16,11,0,0,0,3,16,3,13,5,0,13,5,3,5,16,0,5,1,5,5,0,0
2001-05-02T00:00:00Z,19,13,80,0,3,5,13,8,8,0,0,0,3,24,0,13,3,0,13,3,0,3,13,0,3,3,5,5,0,0
2001-05-02T01:00:00Z,19,11,64,0,0,0,11,11,11,0,0,0,3,63,3,16,3,0,8,3,0,5,13,0,7,3,5,5,0,0
2001-05-02T02:00:00Z,19,11,24,0,5,8,16,11,11,0,0,0,3,84,8,13,3,0,8,3,3,8,11,0,10,4,8,5,0,0
2001-05-02T03:00:00Z,21,21,24,0,11,8,8,8,8,0,0,0,3,61,5,13,3,0,5,11,3,8,13,0,5,2,11,5,0,0
2001-05-02T04:00:00Z,19,21,19,0,5,8,8,16,11,0,1,0,3,24,3,11,3,0,8,13,3,8,16,0,3,4,21,5,0,0
2001-05-02T05:00:00Z,24,21,13,3,8,8,8,16,11,0,4,0,3,23,3,13,5,0,24,11,3,11,13,0,4,3,29,5,3,0
2001-05-02T06:00:00Z,45,27,16,3,3,8,11,51,5,0,9,0,3,32,3,19,5,0,45,11,5,11,11,3,2,2,35,5,3,0
2001-05-02T07:00:00Z,64,40,16,3,3,11,11,72,13,0,17,0,3,40,3,21,3,0,51,19,5,11,13,3,4,3,37,5,3,0
2001-05-02T08:00:00Z,53,56,16,3,3,8,11,59,13,0,10,0,0,127,3,24,5,0,0,11,5,13,19,3,4,4,35,5,5,0
2001-05-02T09:00:00Z,43,80,11,3,5,8,8,29,16,0,7,0,5,63,3,35,3,0,0,8,8,11,13,3,1,3,136,5,5,0
2001-05-02T10:00:00Z,234,160,11,5,5,8,13,24,13,0,4,0,3,97,3,64,3,0,21,27,5,5,19,3,7,3,128,5,5,0
2001-05-02T11:00:00Z,239,343,8,5,3,11,11,19,0,0,2,0,3,67,3,45,5,0,29,16,8,3,13,0,10,4,69,5,5,0
2001-05-02T12:00:00Z,149,141,8,5,3,11,8,13,0,0,22,0,5,42,3,19,3,0,13,11,8,0,13,3,9,3,64,5,5,1
2001-05-02T13:00:00Z,152,146,8,3,5,0,8,11,11,0,58,0,5,27,3,13,3,0,16,16,8,3,16,0,8,2,72,5,0,2
2001-05-02T14:00:00Z,59,48,5,3,3,11,11,5,13,0,80,0,8,35,3,19,5,0,16,43,8,11,16,0,0,2,67,5,0,1
2001-05-02T15:00:00Z,64,53,5,0,3,8,11,5,11,0,75,0,5,35,3,53,5,0,13,45,8,5,16,0,6,3,51,5,3,0
2001-05-02T16:00:00Z,77,77,3,0,3,8,11,5,11,0,8,0,5,29,3,85,3,0,13,45,5,5,13,0,3,2,48,5,0,0
2001-05-02T17:00:00Z,72,53,5,0,3,8,5,8,11,0,5,0,5,17,3,77,3,0,13,35,5,5,16,0,4,3,35,5,0,1
2001-05-02T18:00:00Z,43,40,8,0,3,8,8,11,11,0,3,0,5,9,3,69,5,0,19,45,5,8,13,0,6,4,16,5,0,1
2001-05-02T19:00:00Z,40,35,5,0,3,8,11,11,8,0,2,0,5,6,3,56,5,0,19,59,5,8,19,0,6,1,11,5,0,0
2001-05-02T20:00:00Z,27,24,3,5,3,11,11,11,11,0,4,0,5,10,3,43,3,0,16,67,8,5,27,0,8,2,11,8,3,0
2001-05-02T21:00:00Z,24,27,3,0,3,11,13,13,8,0,8,0,3,11,3,37,3,0,21,45,8,8,19,0,5,2,11,8,3,0
2001-05-02T22:00:00Z,21,19,3,3,3,8,16,13,11,0,7,0,3,11,3,24,0,0,21,35,5,8,21,0,6,2,16,5,3,0
2001-05-02T23:00:00Z,21,21,3,5,5,5,13,13,8,0,3,0,3,10,8,21,5,0,16,21,5,8,21,0,5,2,5,5,0,0
2001-05-03T00:00:00Z,16,19,3,5,5,5,11,13,8,0,2,0,3,9,3,21,5,0,16,19,3,5,24,0,3,0,8,5,0,0
2001-05-03T01:00:00Z,21,21,3,3,0,0,16,13,8,0,1,0,3,11,5,19,5,0,19,5,3,5,27,0,1,3,13,5,0,1
2001-05-03T02:00:00Z,21,24,3,3,8,5,5,13,8,0,0,0,3,7,8,16,5,0,19,5,3,5,27,0,4,2,29,5,0,0
2001-05-03T03:00:00Z,19,24,5,3,13,5,11,11,5,0,0,0,3,7,8,11,11,0,19,8,3,5,19,0,5,2,21,5,0,0
2001-05-03T04:00:00Z,19,24,5,5,13,5,11,8,8,0,0,0,3,4,5,11,8,0,21,8,3,5,27,5,7,3,13,5,3,0
2001-05-03T05:00:00Z,16,21,5,3,19,8,11,11,8,0,4,0,5,4,5,8,11,0,16,5,8,0,40,11,5,1,11,5,3,0
2001-05-03T06:00:00Z,13,21,5,3,24,8,8,8,11,0,31,0,5,9,13,13,27,0,19,40,8,0,45,16,2,3,19,5,3,1
2001-05-03T07:00:00Z,16,21,3,5,29,8,8,11,8,0,35,0,5,8,16,11,27,0,27,3,8,0,45,16,4,2,43,5,3,2
2001-05-03T08:00:00Z,19,19,5,8,27,11,11,8,8,0,34,0,5,12,13,5,32,0,19,21,8,0,45,21,6,2,27,5,3,3
2001-05-03T09:00:00Z,11,13,5,5,21,11,5,5,11,0,54,0,5,12,0,8,32,0,16,16,8,5,67,19,6,3,29,8,0,4
2001-05-03T10:00:00Z,8,11,5,3,19,11,5,5,13,0,43,0,5,3,16,5,24,0,19,32,8,3,56,11,7,3,8,13,3,4
2001-05-03T11:00:00Z,5,8,5,3,0,8,5,3,11,0,0,0,5,2,61,5,72,0,13,11,8,0,61,16,6,2,24,19,3,4
2001-05-03T12:00:00Z,5,5,5,0,24,8,5,3,5,0,0,0,8,0,35,3,74,0,16,3,8,0,56,16,4,2,74,16,0,7
2001-05-03T13:00:00Z,3,8,8,8,29,13,3,5,8,0,13,0,8,0,21,5,109,0,16,5,11,3,24,24,4,3,53,35,3,9
2001-05-03T14:00:00Z,3,8,3,5,24,11,5,5,5,0,20,0,8,0,48,8,82,0,16,3,11,0,24,40,7,11,19,19,5,4
2001-05-03T15:00:00Z,3,8,3,5,13,13,5,8,8,0,32,0,8,1,24,11,48,0,19,3,13,0,21,35,9,10,11,21,8,4
2001-05-03T16:00:00Z,5,8,5,5,3,13,5,5,8,0,26,0,8,1,16,13,16,0,19,3,11,0,19,0,6,18,16,27,8,1
2001-05-03T17:00:00Z,8,11,5,8,3,13,8,3,5,0,35,0,8,4,5,11,53,0,13,3,8,5,16,0,3,9,8,32,5,0
2001-05-03T18:00:00Z,11,11,8,11,3,8,5,3,8,0,56,0,5,4,8,5,53,0,11,3,8,35,19,0,4,4,5,27,5,0
2001-05-03T19:00:00Z,16,13,8,3,3,5,11,5,8,0,22,0,3,4,5,5,67,0,11,3,5,37,16,0,3,4,5,32,0,0
2001-05-03T20:00:00Z,16,13,11,0,3,5,16,5,5,0,10,0,3,3,8,5,80,0,8,3,3,53,19,0,6,0,8,13,0,0
2001-05-03T21:00:00Z,16,21,8,0,3,5,21,8,11,0,3,0,3,1,32,8,48,0,11,3,3,8,21,0,5,0,8,5,0,0
2001-05-03T22:00:00Z,13,16,5,0,11,5,19,8,8,0,2,0,3,2,13,8,35,0,8,3,3,51,24,0,0,0,5,5,0,0
2001-05-03T23:00:00Z,11,13,5,0,19,5,11,8,5,0,2,0,3,1,8,3,37,0,5,5,3,64,19,0,5,0,5,5,0,0
2001-05-04T00:00:00Z,5,16,5,0,24,3,11,13,5,0,1,0,3,1,5,3,24,0,8,3,3,16,27,3,5,0,5,5,0,0
2001-05-04T01:00:00Z,5,11,5,0,0,0,8,5,8,0,0,0,0,0,8,3,13,0,5,3,3,8,27,3,2,0,5,5,0,0
2001-05-04T02:00:00Z,5,11,5,0,21,3,13,5,5,0,1,0,3,0,8,5,29,0,8,3,3,5,16,3,8,0,3,5,0,0
2001-05-04T03:00:00Z,5,13,5,0,29,3,8,5,8,0,2,0,3,0,3,8,40,0,8,3,3,5,29,3,9,0,5,5,0,0
2001-05-04T04:00:00Z,5,13,3,0,8,5,11,8,8,0,4,0,3,1,5,11,51,0,13,3,3,5,35,3,4,1,3,5,0,1
2001-05-04T05:00:00Z,5,13,5,8,3,5,8,11,8,0,5,0,3,2,5,8,37,0,11,3,3,3,32,3,2,2,3,5,0,1
2001-05-04T06:00:00Z,8,19,8,5,5,5,8,13,11,0,7,0,3,3,8,13,35,0,16,8,5,3,27,8,7,0,8,5,0,2
2001-05-04T07:00:00Z,11,21,8,8,11,5,11,13,8,0,7,0,3,7,43,21,24,0,29,8,5,3,88,8,6,0,13,5,0,2
2001-05-04T08:00:00Z,16,21,5,5,13,5,11,11,8,0,13,0,3,33,35,32,13,0,32,3,5,3,170,5,7,0,27,5,0,1
2001-05-04T09:00:00Z,13,13,5,0,11,5,5,8,5,0,4,0,3,16,24,21,8,0,24,11,5,16,93,3,6,1,48,5,0,0
2001-05-04T10:00:00Z,13,19,5,0,8,5,5,5,8,0,2,0,3,11,29,13,11,0,21,21,5,24,19,3,4,1,45,5,0,0
2001-05-04T11:00:00Z,5,11,5,3,8,5,5,5,5,0,33,0,3,15,32,11,29,0,21,43,5,3,21,3,3,0,29,5,0,0
2001-05-04T12:00:00Z,3,8,5,0,13,5,8,8,5,0,14,0,3,11,40,5,64,0,21,59,5,3,27,3,0,1,19,5,0,0
2001-05-04T13:00:00Z,11,21,5,0,43,5,5,5,5,0,17,0,3,5,24,5,27,0,21,48,5,3,21,3,2,0,13,5,5,0
2001-05-04T14:00:00Z,29,43,5,5,35,5,5,3,5,0,2,0,3,5,16,5,29,0,19,51,5,3,37,3,0,2,21,5,5,0
2001-05-04T15:00:00Z,35,43,3,11,5,5,8,5,8,0,2,0,3,4,8,3,53,0,19,27,5,5,80,3,2,2,24,5,3,0
2001-05-04T16:00:00Z,27,32,5,16,5,5,5,5,5,0,11,0,3,4,11,3,16,0,13,45,5,3,64,3,2,2,27,5,0,0
2001-05-04T17:00:00Z,27,40,5,56,5,3,8,5,8,0,15,0,3,2,24,5,13,0,19,93,3,5,51,3,1,3,13,5,0,0
2001-05-04T18:00:00Z,24,27,5,53,3,5,8,5,5,0,2,0,3,2,16,5,11,0,13,77,3,8,24,3,1,3,8,5,3,0
2001-05-04T19:00:00Z,19,24,16,8,3,3,11,5,8,0,2,0,3,1,5,13,3,0,16,45,3,8,24,3,2,3,8,5,3,0
2001-05-04T20:00:00Z,13,24,24,5,3,5,11,5,5,0,2,0,3,1,0,5,3,0,19,5,3,8,13,3,5,2,5,5,3,0
2001-05-04T21:00:00Z,19,27,35,5,3,5,8,8,8,0,2,0,5,1,0,11,3,0,19,8,3,5,24,3,5,2,5,5,3,0
2001-05-04T22:00:00Z,24,27,32,3,3,3,8,8,8,0,4,0,3,1,0,16,3,0,21,8,3,5,21,3,5,1,8,5,3,0
2001-05-04T23:00:00Z,19,24,35,0,8,5,8,5,8,0,4,0,3,1,0,19,3,0,19,11,3,11,13,3,4,2,5,5,0,0
2001-05-05T00:00:00Z,11,11,40,0,8,5,11,3,13,0,4,0,3,0,3,13,3,0,13,5,3,11,16,3,5,2,5,5,0,1
2001-05-05T01:00:00Z,5,8,37,0,0,0,5,8,8,8,4,0,3,1,3,13,3,0,16,3,5,8,13,3,6,2,5,5,0,1
2001-05-05T02:00:00Z,5,11,40,0,8,8,5,8,8,13,2,0,3,1,3,13,3,0,13,8,5,8,13,0,7,1,3,5,0,0
2001-05-05T03:00:00Z,5,8,32,0,3,8,5,5,11,13,2,0,3,2,3,13,3,0,13,5,3,8,13,0,7,3,5,5,0,0
2001-05-05T04:00:00Z,3,11,37,0,5,8,3,5,8,11,3,0,3,2,3,8,3,0,11,5,3,5,13,3,7,2,5,5,0,1
2001-05-05T05:00:00Z,3,8,24,3,5,8,5,8,11,37,4,0,3,4,3,11,5,0,13,5,3,5,21,3,6,2,5,5,0,1
2001-05-05T06:00:00Z,13,13,37,0,8,11,5,11,11,24,4,0,3,6,3,13,8,0,16,8,3,3,19,3,3,1,5,5,0,1
2001-05-05T07:00:00Z,24,21,35,0,11,8,8,16,16,11,7,0,3,7,3,13,8,0,27,16,3,0,27,3,3,1,13,5,0,2
2001-05-05T08:00:00Z,51,21,16,0,8,5,8,13,16,8,1,0,3,5,11,13,13,0,37,43,3,3,35,3,3,0,32,5,0,1
2001-05-05T09:00:00Z,24,21,96,0,13,8,3,13,21,27,68,0,3,4,24,11,24,0,29,48,3,21,37,3,4,0,29,5,0,0
2001-05-05T10:00:00Z,24,21,253,0,11,11,8,11,21,61,19,0,3,4,27,13,61,0,21,43,3,16,32,3,5,2,37,5,0,0
2001-05-05T11:00:00Z,19,19,122,0,13,8,8,5,16,88,25,0,3,3,21,13,35,0,19,35,3,8,27,3,6,1,35,5,0,0
2001-05-05T12:00:00Z,13,13,82,0,16,8,3,5,19,51,17,0,3,5,19,11,37,0,19,35,3,3,24,5,4,1,37,5,0,0
2001-05-05T13:00:00Z,5,8,96,0,19,5,5,5,16,16,7,0,3,4,21,8,32,0,19,29,3,0,21,5,2,1,29,5,0,0
2001-05-05T14:00:00Z,5,3,27,0,16,5,5,8,16,19,8,0,3,4,27,8,21,0,16,32,3,0,16,5,4,2,27,5,0,0
2001-05-05T15:00:00Z,5,3,16,0,8,5,5,5,16,27,13,0,3,2,16,5,8,0,16,37,3,0,24,3,1,0,24,5,0,0
2001-05-05T16:00:00Z,8,8,8,0,8,5,5,3,16,11,11,0,3,1,8,3,5,0,16,43,3,0,21,3,2,0,24,5,0,0
2001-05-05T17:00:00Z,16,24,5,0,8,8,8,5,19,8,15,0,3,3,3,3,5,0,16,37,0,0,19,3,0,0,21,5,0,0
2001-05-05T18:00:00Z,19,21,8,0,8,8,8,5,19,3,2,0,3,7,3,3,3,0,16,24,3,0,19,3,4,0,24,5,0,0
2001-05-05T19:00:00Z,11,16,11,0,8,8,11,5,16,5,0,0,3,18,3,3,0,0,11,16,3,0,16,3,4,0,13,5,0,0
2001-05-05T20:00:00Z,5,11,8,0,11,5,8,3,13,5,0,0,3,7,3,3,3,0,8,13,3,0,13,3,4,0,5,5,0,0
2001-05-05T21:00:00Z,5,11,8,0,11,5,11,3,19,8,4,0,3,4,0,3,3,0,11,13,3,0,8,0,6,2,5,5,0,0
2001-05-05T22:00:00Z,8,11,8,0,5,8,11,3,19,35,5,0,3,2,3,3,3,0,11,29,0,3,13,0,5,1,5,5,0,0
2001-05-05T23:00:00Z,8,8,8,0,5,8,11,3,11,24,1,0,3,7,3,3,5,0,11,19,0,3,11,0,5,1,5,5,0,0
2001-05-06T00:00:00Z,5,5,5,0,3,8,8,3,16,27,1,0,3,2,3,3,3,0,5,24,3,5,21,0,5,0,8,5,3,0
2001-05-06T01:00:00Z,5,5,13,0,0,0,8,3,13,11,0,0,3,1,3,3,5,0,5,13,0,3,19,3,3,0,8,5,3,0
2001-05-06T02:00:00Z,3,5,37,0,3,8,13,3,13,8,0,0,3,1,3,3,5,0,5,48,3,3,19,3,5,1,8,5,3,0
2001-05-06T03:00:00Z,3,3,32,0,3,8,8,3,16,11,0,0,3,0,3,3,5,0,5,13,0,0,19,0,4,1,5,8,3,0
2001-05-06T04:00:00Z,0,3,27,0,3,8,8,3,16,11,0,0,3,0,3,3,5,0,5,16,0,3,19,3,5,0,5,5,3,0
2001-05-06T05:00:00Z,0,3,35,0,3,8,3,3,16,11,0,0,3,1,5,3,5,0,5,11,0,3,24,3,7,0,8,5,3,0
2001-05-06T06:00:00Z,5,3,40,0,11,8,3,5,19,0,0,0,3,4,3,3,5,0,5,8,0,3,21,3,12,0,5,5,3,0
2001-05-06T07:00:00Z,5,5,24,0,11,8,3,3,16,0,0,0,3,20,3,3,5,0,5,27,3,3,27,0,11,2,8,5,3,0
2001-05-06T08:00:00Z,13,16,11,0,3,8,3,3,16,8,0,0,3,17,3,3,5,0,5,16,0,0,29,3,7,0,8,5,3,1
2001-05-06T09:00:00Z,13,19,13,0,3,8,3,3,35,82,32,0,3,16,3,3,3,0,5,21,3,0,16,0,4,0,5,5,3,0
2001-05-06T10:00:00Z,21,24,45,0,3,8,3,3,35,45,53,0,3,15,3,3,3,0,8,16,3,0,19,0,5,0,11,5,3,0
2001-05-06T11:00:00Z,8,29,21,0,3,8,11,3,43,24,17,0,3,22,3,3,3,0,8,32,3,0,11,0,2,0,5,5,3,0
2001-05-06T12:00:00Z,11,21,11,0,3,8,16,3,27,27,38,0,3,14,3,3,0,0,11,27,3,0,19,0,0,0,5,5,3,0
2001-05-06T13:00:00Z,16,21,51,0,3,5,21,3,24,13,25,0,3,17,0,3,0,0,16,32,3,0,16,3,3,1,5,5,3,0
2001-05-06T14:00:00Z,19,27,21,0,3,8,5,3,16,3,15,0,3,13,3,3,0,0,13,29,3,0,11,3,0,0,3,3,3,0
2001-05-06T15:00:00Z,16,21,5,0,3,8,16,3,16,3,22,0,3,18,0,3,0,0,13,35,3,0,19,3,2,0,5,5,3,0
2001-05-06T16:00:00Z,21,24,3,0,3,8,11,0,11,5,50,0,3,17,0,3,0,0,11,51,3,0,16,3,1,0,5,5,3,0
2001-05-06T17:00:00Z,29,27,3,0,3,8,27,0,11,3,68,0,3,18,3,0,0,0,13,32,3,0,13,3,2,0,16,5,3,0
2001-05-06T18:00:00Z,27,24,5,0,3,8,19,0,11,3,53,0,3,14,0,3,0,0,8,35,0,0,21,3,4,1,35,5,3,0
2001-05-06T19:00:00Z,5,16,5,0,3,5,19,3,13,5,52,0,3,16,0,3,0,0,8,8,0,0,16,3,5,0,13,5,3,0
2001-05-06T20:00:00Z,5,19,8,0,3,8,32,3,11,11,48,0,3,6,0,3,3,0,5,8,3,0,19,3,6,0,5,5,3,1
2001-05-06T21:00:00Z,11,5,29,0,3,8,24,3,11,11,19,0,3,8,3,3,3,0,5,16,0,3,19,3,6,0,5,5,3,0
2001-05-06T22:00:00Z,5,5,37,0,5,8,13,3,11,16,7,0,3,2,3,3,3,0,5,19,0,5,13,0,5,0,5,5,3,0
2001-05-06T23:00:00Z,5,5,21,0,8,8,8,3,13,19,3,0,3,1,3,3,5,0,5,21,0,5,21,0,6,1,11,5,3,0
2001-05-07T00:00:00Z,5,8,51,0,16,3,8,3,11,29,2,0,3,1,3,3,3,0,8,19,0,3,11,0,5,0,8,5,3,0
2001-05-07T01:00:00Z,19,5,21,0,0,0,3,3,13,8,1,0,3,1,3,3,3,3,0,19,0,3,13,0,4,1,13,5,3,0
2001-05-07T02:00:00Z,5,8,24,0,16,5,5,3,13,8,0,0,3,1,3,3,5,2,5,16,0,0,21,0,7,1,32,5,3,0
2001-05-07T03:00:00Z,3,8,45,0,16,5,3,3,16,8,0,0,3,1,3,3,5,2,5,8,0,3,19,0,8,1,27,5,3,0
2001-05-07T04:00:00Z,0,3,37,0,8,5,5,3,13,8,0,0,3,1,5,3,8,2,8,5,0,3,16,0,9,1,8,5,3,0
2001-05-07T05:00:00Z,0,5,35,3,13,8,11,3,13,11,0,0,3,1,13,5,8,1,8,3,0,5,13,0,9,0,5,5,3,0
2001-05-07T06:00:00Z,8,8,40,3,13,3,16,3,13,8,0,0,3,3,16,3,8,1,8,5,0,5,24,0,13,0,5,5,3,0
2001-05-07T07:00:00Z,19,21,37,0,8,5,21,5,16,5,0,0,3,84,5,8,5,0,11,11,0,13,29,0,16,0,16,5,3,0
2001-05-07T08:00:00Z,45,53,48,0,13,5,13,5,27,51,0,0,3,29,3,5,5,0,13,13,0,8,35,0,13,0,13,5,3,1
2001-05-07T09:00:00Z,40,88,176,0,16,8,11,5,37,80,1,0,3,16,3,3,3,0,21,11,3,43,32,3,9,1,16,5,3,1
2001-05-07T10:00:00Z,80,120,144,0,8,5,8,19,43,21,12,0,3,10,3,3,3,1,21,40,3,32,13,3,9,1,5,5,3,1
2001-05-07T11:00:00Z,77,93,24,0,8,5,11,16,27,8,32,0,3,6,3,3,3,0,43,77,3,16,13,3,4,4,3,5,3,0
2001-05-07T12:00:00Z,64,61,160,0,8,5,19,37,24,0,48,0,3,7,0,3,3,1,45,120,3,5,11,3,1,4,3,5,3,0
2001-05-07T13:00:00Z,59,72,74,5,5,3,11,24,21,0,27,0,3,12,0,3,0,0,37,67,3,3,11,3,1,3,3,5,3,0
2001-05-07T14:00:00Z,40,64,104,5,3,3,5,16,19,0,10,0,3,10,0,3,0,0,21,59,3,3,11,3,1,4,5,5,3,0
2001-05-07T15:00:00Z,37,64,16,19,3,5,16,8,21,0,14,0,3,4,3,3,0,0,19,40,3,3,16,3,0,5,3,5,3,0
2001-05-07T16:00:00Z,21,43,43,19,3,5,8,5,19,0,11,0,3,8,0,3,0,0,19,48,3,5,16,3,2,3,3,5,3,1
2001-05-07T17:00:00Z,5,11,43,13,3,5,11,8,19,29,41,0,3,4,0,3,0,0,29,77,3,5,8,3,2,3,3,5,3,0
2001-05-07T18:00:00Z,8,11,19,53,3,5,8,29,16,24,7,0,3,2,3,3,0,0,40,85,3,5,19,3,2,4,3,5,3,0
2001-05-07T19:00:00Z,8,19,13,8,3,3,13,27,13,11,29,0,3,2,3,13,0,0,21,37,0,5,13,3,5,2,5,5,3,1
2001-05-07T20:00:00Z,19,24,13,3,8,5,5,11,21,8,5,0,3,2,3,19,3,0,13,8,0,5,19,3,3,3,11,5,3,1
2001-05-07T21:00:00Z,24,24,16,0,16,5,11,16,24,11,9,0,3,1,3,11,3,0,13,8,0,5,16,5,4,2,8,5,3,0
2001-05-07T22:00:00Z,13,13,32,11,11,5,16,11,27,11,5,0,5,2,3,11,3,0,16,5,0,3,19,3,5,1,5,5,3,0
2001-05-07T23:00:00Z,19,21,56,21,21,5,24,8,19,8,6,0,5,2,3,16,3,0,16,5,3,3,13,3,5,1,5,5,3,0
2001-05-08T00:00:00Z,13,13,24,0,11,8,13,11,24,8,6,0,0,4,0,13,3,1,8,3,3,3,11,3,5,1,5,5,3,0
2001-05-08T01:00:00Z,11,11,64,0,0,0,13,8,19,16,3,0,0,5,3,16,5,0,8,3,0,5,21,3,4,2,3,5,3,0
2001-05-08T02:00:00Z,11,8,35,0,3,5,8,5,19,11,3,0,0,4,3,13,5,0,11,5,0,0,19,3,5,2,5,5,3,0
2001-05-08T03:00:00Z,11,8,27,3,3,11,5,5,16,8,4,0,0,4,3,11,8,0,8,8,0,0,16,3,8,3,5,5,3,0
2001-05-08T04:00:00Z,11,8,32,5,11,8,11,8,19,11,5,0,0,5,3,13,8,0,8,3,3,0,24,3,6,0,5,5,3,0
2001-05-08T05:00:00Z,19,13,13,5,5,8,8,11,13,13,3,0,3,19,5,16,5,1,16,3,5,0,37,3,7,2,8,5,3,0
2001-05-08T06:00:00Z,21,19,11,3,21,8,8,13,16,8,3,0,3,50,11,19,11,0,19,3,8,3,37,8,5,4,13,5,3,0
