,"(-1.485153, 53.55593)","(-1.510436, 53.56292)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.131931, 51.49467)","(-0.213492, 51.52105)","(-1.752006, 53.40337)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(0.18125, 50.7937)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-0.885933, 52.27349)","(-4.691462, 51.781784)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(0.317969, 51.47707)","(0.290917, 52.2985)"
2002-04-06T16:00:00Z,11,0,8,0,0,5,5,3,3,5,2,0,3,1,3,3,3,3,5,19,8,0,5,0,0,5,5,3,0,0
2002-04-06T17:00:00Z,11,0,8,3,3,3,11,3,5,3,2,0,3,1,5,3,3,2,8,11,5,0,8,0,0,3,3,5,0,1
2002-04-06T18:00:00Z,11,0,8,0,3,5,11,8,21,0,2,0,3,3,5,3,3,3,13,5,3,0,5,0,0,3,3,5,0,1
2002-04-06T19:00:00Z,13,0,11,0,0,3,8,8,21,3,2,0,3,3,3,3,3,2,13,3,3,0,11,0,0,1,3,5,0,2
2002-04-06T20:00:00Z,5,0,13,0,0,5,8,5,13,3,2,0,3,3,5,5,3,2,11,3,0,0,8,0,0,3,0,5,0,1
2002-04-06T21:00:00Z,5,0,11,3,3,3,8,3,5,3,2,0,0,3,3,3,3,2,11,5,0,3,5,3,0,3,0,5,0,0
2002-04-06T22:00:00Z,13,0,8,0,3,3,27,3,3,5,2,0,3,3,3,3,3,2,11,11,0,3,5,3,0,5,3,3,0,1
2002-04-06T23:00:00Z,13,0,8,0,3,3,16,5,3,5,1,0,3,2,3,3,3,2,13,8,0,3,8,3,0,4,3,5,0,0
2002-04-07T00:00:00Z,13,0,3,5,3,3,11,5,3,5,1,0,3,5,3,0,3,2,5,5,0,3,5,5,0,5,3,3,0,0
2002-04-07T01:00:00Z,11,0,5,5,3,3,0,3,3,3,1,0,3,6,3,0,3,3,5,5,3,3,8,5,0,5,3,5,0,0
2002-04-07T02:00:00Z,11,0,5,3,3,3,0,3,5,3,1,0,0,6,5,3,3,3,8,5,0,3,5,5,0,5,3,3,0,0
2002-04-07T03:00:00Z,13,0,5,5,3,3,0,3,5,3,1,0,0,5,5,3,3,3,3,5,0,0,8,5,0,5,3,5,0,0
2002-04-07T04:00:00Z,13,0,5,5,3,3,0,5,3,3,1,0,0,3,3,3,3,4,3,5,0,0,5,5,0,5,5,0,0,0
2002-04-07T05:00:00Z,11,0,8,3,3,3,0,5,5,3,0,0,3,4,3,3,3,3,3,5,0,0,5,8,0,3,3,3,0,0
2002-04-07T06:00:00Z,19,0,11,3,3,3,11,19,5,5,1,0,3,3,5,3,3,4,8,5,0,0,5,5,0,5,5,3,0,0
2002-04-07T07:00:00Z,24,0,11,5,3,3,24,27,5,5,2,0,3,3,5,3,3,5,19,5,3,0,5,5,0,5,3,3,0,1
2002-04-07T08:00:00Z,16,0,11,3,3,5,21,32,8,5,2,0,3,3,5,3,3,4,21,11,5,0,8,8,0,5,5,3,0,0
2002-04-07T09:00:00Z,8,0,27,3,3,5,29,13,11,8,2,0,3,3,5,3,3,4,16,56,5,0,8,8,0,5,8,5,0,0
2002-04-07T10:00:00Z,16,0,35,5,3,5,16,11,8,8,2,0,5,3,3,3,3,4,13,64,5,3,8,8,0,5,8,3,0,0
2002-04-07T11:00:00Z,29,0,16,5,3,5,27,8,8,11,2,0,5,1,3,3,3,4,8,32,5,3,5,5,0,4,11,3,0,0
2002-04-07T12:00:00Z,13,0,16,3,3,5,16,5,8,16,2,0,5,1,3,3,3,2,5,29,3,5,5,5,0,4,8,3,0,0
2002-04-07T13:00:00Z,8,0,13,3,3,5,11,13,3,32,2,0,3,3,3,3,0,1,8,45,5,5,8,3,0,3,11,5,0,0
2002-04-07T14:00:00Z,8,0,13,3,3,5,21,24,3,29,2,0,5,4,3,3,3,2,24,37,3,3,8,5,0,0,13,3,0,0
2002-04-07T15:00:00Z,8,0,5,3,3,3,13,29,3,13,1,0,3,5,3,3,0,1,19,35,3,3,5,5,0,0,16,3,0,0
2002-04-07T16:00:00Z,11,0,11,3,3,5,27,32,3,8,1,0,3,3,3,3,3,1,13,27,3,3,8,3,0,2,16,3,0,0
2002-04-07T17:00:00Z,13,0,5,3,3,3,16,29,5,5,0,0,3,5,3,3,3,1,16,24,3,11,5,3,0,2,13,5,0,1
2002-04-07T18:00:00Z,13,0,8,3,3,5,8,21,8,5,0,0,3,5,3,5,3,1,11,13,3,11,8,3,0,2,11,3,0,0
2002-04-07T19:00:00Z,27,0,8,3,3,3,5,13,8,3,0,0,0,4,3,13,3,1,11,8,0,3,11,0,0,2,5,0,0,0
2002-04-07T20:00:00Z,19,0,19,3,3,5,5,11,3,5,0,0,0,6,3,11,3,1,11,8,0,0,8,0,0,1,5,3,0,0
2002-04-07T21:00:00Z,19,0,16,3,3,3,5,11,3,3,1,0,0,7,3,11,3,1,8,13,3,0,8,3,0,1,5,3,0,0
2002-04-07T22:00:00Z,19,0,61,3,3,5,13,13,11,3,2,0,0,3,3,8,3,1,11,8,0,3,8,3,0,1,5,3,0,0
2002-04-07T23:00:00Z,19,0,43,3,3,3,19,11,5,0,2,0,0,1,0,8,3,1,13,5,0,3,5,3,0,2,3,3,0,0
2002-04-08T00:00:00Z,21,0,32,3,3,3,13,11,0,43,1,0,0,0,3,11,3,1,11,3,0,0,3,0,0,2,3,3,0,0
2002-04-08T01:00:00Z,16,0,19,11,3,3,0,11,3,11,0,0,0,0,3,0,3,0,11,3,0,0,5,0,0,3,3,3,0,0
2002-04-08T02:00:00Z,11,0,21,3,3,3,8,8,3,3,0,0,0,1,5,8,3,1,11,3,0,3,8,0,0,3,3,3,0,0
2002-04-08T03:00:00Z,11,0,11,3,3,3,5,8,3,3,0,0,0,0,5,5,5,1,11,3,3,3,5,3,0,4,3,3,0,1
2002-04-08T04:00:00Z,11,0,13,3,3,5,3,11,3,3,1,0,0,0,3,5,5,1,11,3,5,0,8,0,0,4,3,3,0,0
2002-04-08T05:00:00Z,11,0,16,3,3,5,3,11,3,8,2,0,0,0,5,5,5,1,11,3,5,3,11,0,0,4,3,3,0,0
2002-04-08T06:00:00Z,13,0,24,3,3,5,3,13,3,13,2,0,3,3,5,11,5,1,11,3,5,3,13,0,0,3,3,3,0,0
2002-04-08T07:00:00Z,21,0,24,3,3,3,5,19,5,16,5,3,3,4,5,13,8,1,19,5,5,3,21,0,0,4,5,5,0,0
2002-04-08T08:00:00Z,24,0,24,3,3,3,8,21,8,16,4,0,3,7,8,19,5,1,21,5,3,5,24,3,0,4,8,3,0,0
2002-04-08T09:00:00Z,43,0,16,3,3,3,11,21,8,13,3,0,3,11,5,13,11,1,27,3,3,8,37,3,0,3,19,3,0,0
2002-04-08T10:00:00Z,59,0,13,3,5,3,5,21,11,13,0,0,5,10,5,16,5,1,21,3,5,8,29,3,0,0,45,5,0,0
2002-04-08T11:00:00Z,80,0,11,3,5,3,3,21,13,11,3,0,5,17,5,16,5,1,21,5,5,5,29,3,0,0,74,5,0,0
2002-04-08T12:00:00Z,90,0,5,3,3,5,8,16,13,11,3,0,3,11,5,16,3,1,16,29,8,11,11,0,0,0,104,5,3,0
2002-04-08T13:00:00Z,122,0,8,3,5,5,3,13,11,19,4,0,3,8,3,11,3,1,19,8,8,11,8,0,0,0,114,5,3,0
2002-04-08T14:00:00Z,80,0,5,5,5,5,0,16,8,74,4,0,3,9,0,8,3,1,13,16,5,13,11,3,0,0,125,3,3,0
2002-04-08T15:00:00Z,104,0,3,3,5,3,3,16,8,61,4,0,3,12,3,8,3,1,16,16,5,13,11,3,0,0,152,3,3,0
2002-04-08T16:00:00Z,90,0,3,5,8,5,5,19,5,19,3,0,3,12,5,8,3,2,16,16,5,13,11,3,0,0,136,5,3,0
2002-04-08T17:00:00Z,104,0,3,8,5,5,8,21,5,21,3,3,3,23,5,8,3,2,13,16,8,13,11,3,0,0,117,3,5,0
2002-04-08T18:00:00Z,128,0,5,13,5,8,8,21,3,19,2,5,3,67,5,8,3,2,19,13,13,5,11,3,0,0,64,3,11,0
2002-04-08T19:00:00Z,130,0,3,8,3,5,11,19,8,32,2,5,5,64,3,5,3,5,19,16,11,11,11,3,0,0,51,5,21,1
2002-04-08T20:00:00Z,101,0,3,8,8,5,13,16,11,51,2,5,5,54,5,13,3,4,21,13,8,11,8,3,0,0,35,5,11,0
2002-04-08T21:00:00Z,61,0,3,3,3,8,11,21,16,13,5,5,3,47,5,13,3,2,64,11,5,5,5,3,0,0,27,5,3,0
2002-04-08T22:00:00Z,32,0,5,3,3,5,11,35,35,5,6,5,3,47,3,13,3,2,48,24,3,3,11,3,0,0,16,3,3,0
2002-04-08T23:00:00Z,32,0,5,3,5,5,13,13,13,5,5,3,3,49,3,11,3,2,19,21,3,3,11,3,0,0,8,5,3,0
2002-04-09T00:00:00Z,32,0,8,3,5,3,11,11,3,8,4,0,0,42,0,8,3,1,13,3,3,3,8,3,0,0,8,5,5,0
2002-04-09T01:00:00Z,19,0,11,3,5,5,11,11,5,8,2,0,3,42,3,0,5,1,19,8,3,3,8,3,0,0,8,5,5,0
2002-04-09T02:00:00Z,11,0,13,3,5,5,13,11,3,8,1,0,3,36,3,8,3,1,16,5,0,3,8,3,0,0,8,5,5,0
2002-04-09T03:00:00Z,8,0,19,3,5,5,11,11,3,13,1,0,3,17,3,8,5,1,19,3,3,3,8,0,0,0,5,3,5,0
2002-04-09T04:00:00Z,8,0,8,3,3,8,8,13,5,13,1,3,3,8,3,5,5,1,13,3,3,3,8,3,0,0,5,5,8,0
2002-04-09T05:00:00Z,11,0,21,3,5,5,8,11,5,3,1,5,3,5,3,5,5,1,11,3,5,3,8,0,0,0,5,3,13,0
2002-04-09T06:00:00Z,13,0,37,5,5,5,8,8,5,5,3,5,3,6,5,5,5,1,8,3,3,3,5,3,0,0,8,5,8,0
2002-04-09T07:00:00Z,16,0,37,5,5,3,8,8,5,8,6,0,3,5,11,11,8,2,11,3,3,5,16,3,0,0,8,3,5,0
2002-04-09T08:00:00Z,19,0,16,3,3,5,11,11,5,8,6,0,3,4,3,11,5,1,13,3,5,16,27,3,0,0,16,3,5,1
2002-04-09T09:00:00Z,19,0,19,3,8,5,13,5,5,5,5,3,3,4,5,13,5,1,13,5,8,19,24,3,0,0,24,5,5,0
2002-04-09T10:00:00Z,40,0,37,0,11,3,5,8,5,5,4,0,5,72,8,19,11,1,8,3,5,0,45,3,0,0,53,5,5,0
2002-04-09T11:00:00Z,35,0,0,5,8,5,16,8,5,21,8,0,5,73,24,13,8,1,8,8,3,0,74,3,0,0,53,5,3,0
2002-04-09T12:00:00Z,48,0,56,8,11,3,16,3,3,69,12,0,3,60,5,11,0,1,8,19,3,0,77,3,0,0,72,3,5,0
2002-04-09T13:00:00Z,24,0,43,8,11,3,11,5,3,69,11,0,3,13,5,8,5,4,8,29,3,0,74,0,0,0,40,3,3,0
2002-04-09T14:00:00Z,19,0,40,5,19,3,8,5,5,61,3,0,3,4,3,8,5,5,8,45,3,0,56,3,0,0,56,3,3,0
2002-04-09T15:00:00Z,16,0,32,11,16,3,5,3,5,43,7,0,3,3,3,5,5,5,5,40,3,0,45,0,0,0,27,3,5,0
2002-04-09T16:00:00Z,19,0,51,13,16,3,21,5,5,32,3,0,3,1,3,5,5,4,5,16,3,0,43,3,0,0,32,3,5,0
2002-04-09T17:00:00Z,16,0,48,5,37,3,40,3,5,8,2,0,3,1,5,3,5,4,3,5,3,0,48,0,0,0,29,3,3,0
2002-04-09T18:00:00Z,24,0,16,3,16,5,5,3,13,5,2,0,3,4,8,5,5,5,5,13,3,0,29,3,0,0,11,3,3,0
2002-04-09T19:00:00Z,19,0,19,3,13,3,3,3,13,21,2,0,0,2,5,3,5,3,5,16,3,0,37,3,0,0,8,3,3,0
2002-04-09T20:00:00Z,24,0,11,8,16,3,3,3,5,13,2,0,0,1,5,3,8,2,5,3,3,0,19,0,0,0,3,3,3,0
2002-04-09T21:00:00Z,24,0,8,3,16,3,5,3,5,16,2,0,0,2,3,3,5,2,5,3,0,0,13,3,0,0,3,3,3,0
2002-04-09T22:00:00Z,27,0,13,0,16,3,13,3,8,11,1,0,0,2,5,3,5,2,8,3,0,0,13,0,0,0,3,3,3,0
2002-04-09T23:00:00Z,21,0,16,3,21,5,11,3,8,13,1,0,0,4,3,3,3,3,8,8,0,0,11,0,0,0,3,3,3,0
2002-04-10T00:00:00Z,16,0,21,3,45,3,5,5,5,11,1,0,0,3,5,0,5,3,3,5,5,0,21,0,0,0,5,3,0,0
2002-04-10T01:00:00Z,8,0,21,3,21,3,5,5,5,8,6,0,0,4,5,0,0,2,5,5,5,0,13,0,0,0,5,5,0,0
2002-04-10T02:00:00Z,8,0,5,3,16,3,5,3,5,11,46,0,0,1,5,0,5,2,5,5,0,0,11,0,0,0,5,3,0,0
2002-04-10T03:00:00Z,8,0,5,3,11,3,8,3,3,5,13,0,0,3,5,3,3,1,5,5,5,0,8,0,0,0,5,3,3,0
2002-04-10T04:00:00Z,8,0,3,3,8,3,3,3,3,11,4,0,0,2,5,3,5,1,3,5,5,0,13,0,0,0,5,0,3,0
2002-04-10T05:00:00Z,11,0,3,3,5,3,3,5,5,8,3,0,0,4,5,13,3,1,3,5,8,21,11,0,0,0,5,3,3,0
2002-04-10T06:00:00Z,11,0,5,3,3,5,13,11,3,3,3,3,0,3,5,16,3,2,8,5,11,19,11,0,0,0,5,3,3,0
2002-04-10T07:00:00Z,24,0,11,3,5,3,11,11,3,8,4,3,3,3,5,11,5,3,13,5,11,24,11,3,0,0,8,5,5,2
2002-04-10T08:00:00Z,19,0,5,3,5,3,11,32,5,5,5,5,3,3,5,5,5,5,35,13,11,3,13,5,0,0,19,3,5,1
2002-04-10T09:00:00Z,19,0,5,5,5,5,8,43,8,5,4,0,5,2,5,5,3,4,51,0,13,0,13,5,0,0,16,5,5,1
2002-04-10T10:00:00Z,13,0,5,3,5,5,11,53,8,3,3,0,5,1,5,0,5,2,45,0,13,0,0,0,0,0,27,5,5,1
2002-04-10T11:00:00Z,11,0,5,0,5,3,13,29,5,3,3,0,3,2,3,0,3,0,35,24,13,0,16,5,0,5,24,5,5,1
2002-04-10T12:00:00Z,11,0,3,0,5,3,11,27,5,3,2,0,3,1,3,3,3,4,27,29,11,0,19,3,0,5,24,5,5,1
2002-04-10T13:00:00Z,8,0,3,0,8,3,8,29,5,8,2,0,3,0,3,3,3,3,32,32,11,0,11,3,0,5,24,3,5,2
2002-04-10T14:00:00Z,13,0,3,0,5,3,8,32,5,8,1,0,3,2,3,3,3,3,27,16,0,0,8,3,0,2,24,5,5,1
2002-04-10T15:00:00Z,27,0,3,0,5,5,11,29,5,3,2,0,3,2,3,5,3,3,29,11,3,3,8,3,0,2,0,5,5,1
2002-04-10T16:00:00Z,43,0,3,0,5,3,11,16,5,5,2,0,3,2,3,5,3,2,19,8,3,0,8,3,0,0,13,5,5,1
2002-04-10T17:00:00Z,24,0,3,0,5,3,11,5,5,72,2,0,3,4,3,5,3,2,5,37,0,3,8,3,0,1,8,5,5,2
2002-04-10T18:00:00Z,11,0,5,0,5,5,16,5,5,35,2,0,3,2,5,3,3,2,11,19,0,3,8,3,0,3,11,3,5,1
2002-04-10T19:00:00Z,16,0,5,0,5,3,16,19,5,5,2,0,3,2,5,5,3,2,16,5,0,3,8,3,0,2,5,3,5,1
2002-04-10T20:00:00Z,13,0,13,0,5,5,13,21,8,5,4,0,3,3,3,5,5,2,19,5,0,3,5,3,0,3,5,3,5,1
2002-04-10T21:00:00Z,13,0,13,0,5,3,11,19,19,5,24,0,3,2,3,5,5,1,19,5,0,19,5,3,0,3,5,3,5,1
2002-04-10T22:00:00Z,11,0,21,0,3,5,8,16,11,5,16,0,0,2,5,3,3,1,8,5,0,3,8,3,0,2,5,5,5,0
2002-04-10T23:00:00Z,13,0,35,0,5,3,8,11,8,8,7,0,0,2,5,3,3,1,11,5,0,3,8,3,0,4,5,3,3,0
2002-04-11T00:00:00Z,8,0,27,0,5,3,5,11,5,8,4,0,0,6,5,3,3,1,5,5,0,3,5,0,0,2,5,3,0,0
2002-04-11T01:00:00Z,8,0,27,0,3,3,11,8,8,5,4,0,0,2,5,0,3,2,5,5,0,0,5,0,0,0,5,5,3,0
2002-04-11T02:00:00Z,3,0,29,0,5,5,8,5,5,5,4,0,0,3,5,3,3,2,5,5,0,0,5,0,0,1,5,3,0,0
2002-04-11T03:00:00Z,3,0,32,0,3,5,3,5,3,5,5,0,0,5,3,3,3,2,5,5,0,3,8,0,0,4,5,3,0,0
2002-04-11T04:00:00Z,3,0,24,0,3,5,5,5,5,5,8,0,0,2,5,3,3,3,5,5,3,3,11,0,0,3,5,3,0,0
2002-04-11T05:00:00Z,3,0,32,0,5,8,8,5,8,3,3,0,0,1,5,3,3,4,5,5,3,5,11,0,0,3,5,3,3,0
2002-04-11T06:00:00Z,3,0,35,0,3,8,8,5,8,3,4,5,3,2,5,3,3,4,5,5,5,5,11,0,0,4,5,5,3,0
2002-04-11T07:00:00Z,13,0,37,0,5,5,3,5,8,5,28,5,3,1,3,8,5,4,11,11,5,5,8,3,0,5,5,3,3,1
2002-04-11T08:00:00Z,21,0,24,0,5,5,3,8,5,3,0,5,3,3,5,11,5,5,13,35,8,5,11,3,0,5,11,5,3,2
2002-04-11T09:00:00Z,29,0,13,0,3,5,8,0,5,5,0,5,8,4,5,5,5,6,32,11,8,5,16,5,0,5,11,5,0,2
2002-04-11T10:00:00Z,0,0,27,3,5,5,8,0,8,5,5,5,8,4,5,5,3,6,59,5,5,8,13,5,0,5,16,5,5,2
2002-04-11T11:00:00Z,0,0,19,0,5,5,5,0,8,3,4,5,5,3,8,5,5,6,43,8,8,5,11,3,0,4,21,8,8,1
2002-04-11T12:00:00Z,21,0,13,0,5,5,8,0,8,5,3,3,5,1,0,3,3,6,27,21,8,3,19,3,0,3,13,8,8,1
2002-04-11T13:00:00Z,11,0,8,0,3,5,8,27,8,3,2,0,5,0,3,3,3,7,21,56,8,3,13,3,0,4,13,8,5,1
2002-04-11T14:00:00Z,11,0,8,0,5,5,8,16,8,3,2,0,3,0,3,3,3,4,19,21,5,5,13,3,0,3,11,5,5,1
2002-04-11T15:00:00Z,11,0,8,0,3,5,5,13,5,3,10,0,3,2,3,3,3,4,13,35,5,11,13,3,0,3,8,5,3,1
2002-04-11T16:00:00Z,13,0,5,0,0,5,8,16,5,3,10,0,3,3,3,3,3,3,19,35,3,8,11,3,0,3,8,5,3,1
2002-04-11T17:00:00Z,13,0,5,0,5,5,8,16,5,3,6,0,3,3,5,5,3,2,19,19,3,8,5,3,0,5,8,5,3,1
2002-04-11T18:00:00Z,16,0,5,3,3,5,8,21,5,3,3,0,3,3,5,8,3,2,21,5,3,5,8,3,0,4,5,5,3,1
2002-04-11T19:00:00Z,29,0,3,8,0,5,8,16,3,3,3,0,3,3,5,8,3,2,19,5,3,5,8,3,0,4,5,3,3,1
2002-04-11T20:00:00Z,45,0,3,0,3,5,11,5,3,3,3,0,3,6,5,16,3,2,16,5,5,3,8,3,0,3,8,5,3,1
2002-04-11T21:00:00Z,51,0,3,0,8,8,8,5,3,3,3,0,3,4,5,19,3,2,11,8,5,5,5,3,0,3,5,5,3,0
2002-04-11T22:00:00Z,29,0,3,0,11,8,8,5,5,3,4,5,3,3,5,19,3,2,8,8,3,3,11,3,0,3,5,5,3,0
2002-04-11T23:00:00Z,24,0,3,0,11,5,5,8,3,3,4,5,0,3,5,19,3,2,13,5,3,5,8,3,0,1,5,5,3,0
2002-04-12T00:00:00Z,24,0,3,3,13,3,8,11,8,3,4,5,0,4,0,16,3,2,16,5,3,5,11,3,0,0,5,3,3,0
2002-04-12T01:00:00Z,19,0,3,3,11,5,8,8,8,5,4,3,0,6,0,0,5,1,16,5,3,3,8,3,0,0,5,3,3,0
2002-04-12T02:00:00Z,19,0,3,3,11,5,8,8,5,5,3,0,0,7,3,11,5,1,13,5,0,3,11,0,0,0,5,3,0,0
2002-04-12T03:00:00Z,19,0,3,3,11,3,8,5,8,3,3,0,0,7,3,8,8,2,13,8,0,3,11,0,0,0,5,3,0,0
2002-04-12T04:00:00Z,13,0,3,3,11,5,8,8,5,8,3,0,0,5,3,8,5,2,13,5,3,3,16,3,0,0,8,5,0,0
2002-04-12T05:00:00Z,13,0,3,3,13,5,8,11,8,5,2,0,0,5,3,5,8,2,13,5,3,3,19,3,0,0,5,3,3,0
2002-04-12T06:00:00Z,13,0,3,5,13,5,8,24,5,11,2,0,0,6,8,8,24,2,16,21,3,3,27,5,0,0,5,5,3,1
2002-04-12T07:00:00Z,21,0,5,3,16,5,8,16,5,8,3,0,0,10,8,13,16,4,16,8,5,3,19,3,0,0,13,5,3,1
2002-04-12T08:00:00Z,32,0,5,5,19,8,11,8,5,13,4,3,3,8,8,16,21,8,11,5,5,3,19,16,0,0,29,5,3,1
2002-04-12T09:00:00Z,32,0,8,5,13,8,8,5,5,35,6,3,5,6,11,13,24,12,13,5,5,0,80,19,0,2,43,3,3,1
2002-04-12T10:00:00Z,29,0,8,3,11,5,5,5,5,35,5,3,5,4,19,8,104,9,8,5,5,11,138,21,0,1,43,3,3,1
2002-04-12T11:00:00Z,24,0,5,3,8,5,8,3,5,61,4,0,3,3,16,8,98,4,5,40,5,21,93,27,0,1,29,5,3,1
2002-04-12T12:00:00Z,27,0,13,3,11,5,5,3,3,19,5,0,3,4,45,11,21,2,5,24,5,19,11,8,0,0,35,3,3,1
2002-04-12T13:00:00Z,27,0,3,5,13,5,5,5,3,5,15,0,3,4,29,8,21,1,5,5,5,24,11,3,0,1,27,3,3,1
2002-04-12T14:00:00Z,27,0,8,3,13,5,8,3,3,43,13,0,3,4,35,8,24,4,5,5,5,5,8,3,0,0,19,3,3,1
2002-04-12T15:00:00Z,24,0,13,3,13,5,5,3,3,16,4,0,3,4,29,8,5,2,3,5,3,13,16,3,0,1,13,3,3,1
2002-04-12T16:00:00Z,24,0,5,3,16,5,8,0,3,11,2,0,3,3,24,5,5,5,5,5,5,5,8,3,0,1,16,3,3,1
2002-04-12T17:00:00Z,27,0,3,3,19,5,8,0,3,3,2,0,3,2,16,5,16,7,5,5,3,5,5,3,0,0,11,3,3,1
2002-04-12T18:00:00Z,29,0,5,3,16,5,8,0,3,3,1,0,3,2,13,3,21,2,3,5,3,5,8,3,0,0,11,5,3,0
2002-04-12T19:00:00Z,27,0,5,3,13,3,16,0,5,3,2,0,3,1,13,3,5,2,5,5,3,0,8,3,0,2,8,5,3,0
2002-04-12T20:00:00Z,24,0,5,3,11,5,21,0,5,3,3,0,0,2,13,5,5,2,8,5,3,0,5,3,0,0,11,3,3,0
2002-04-12T21:00:00Z,24,0,5,3,13,5,21,5,5,0,2,0,0,2,21,8,5,3,5,5,3,0,5,5,0,0,5,3,3,0
2002-04-12T22:00:00Z,24,0,8,3,13,5,24,3,5,0,2,0,0,2,13,11,11,4,3,5,3,0,11,3,0,0,8,3,3,0
2002-04-12T23:00:00Z,24,0,8,3,16,5,27,5,3,3,2,0,0,2,8,11,5,4,5,5,3,0,16,3,0,0,5,3,0,0
2002-04-13T00:00:00Z,24,0,29,3,21,3,13,8,5,3,2,0,0,2,3,5,5,4,11,5,0,0,11,0,0,1,5,3,0,0
2002-04-13T01:00:00Z,8,0,19,5,32,5,13,8,5,3,1,0,0,3,3,0,0,1,8,5,3,0,21,3,0,0,3,3,0,0
2002-04-13T02:00:00Z,8,0,27,5,19,5,13,5,5,5,0,0,0,3,8,5,8,1,13,5,0,0,16,5,0,0,5,3,0,1
2002-04-13T03:00:00Z,8,0,21,5,11,5,13,8,5,3,3,0,0,2,3,5,11,2,11,5,0,0,16,3,0,0,5,3,0,0
2002-04-13T04:00:00Z,8,0,16,5,5,5,13,8,5,3,3,0,0,2,3,5,11,2,11,5,0,0,16,3,0,0,5,5,0,0
2002-04-13T05:00:00Z,5,0,13,5,8,5,13,5,5,3,4,0,0,4,5,5,11,1,11,5,5,0,27,3,0,0,5,5,0,0
2002-04-13T06:00:00Z,8,0,11,5,11,5,11,8,5,5,5,0,0,2,5,3,11,3,11,5,3,0,24,3,0,0,5,5,0,0
2002-04-13T07:00:00Z,13,0,11,5,11,5,13,5,5,5,7,0,0,3,8,5,13,5,13,5,3,0,24,5,0,0,5,5,0,0
2002-04-13T08:00:00Z,13,0,13,5,11,5,13,8,8,8,5,0,0,2,13,8,11,6,16,5,3,0,16,8,0,0,5,5,3,0
2002-04-13T09:00:00Z,11,0,11,5,5,5,13,5,8,5,4,0,3,2,13,8,11,5,11,5,3,0,13,5,0,0,8,5,3,0
2002-04-13T10:00:00Z,11,0,11,3,5,5,8,3,5,3,4,0,3,2,3,5,8,5,8,5,3,3,11,3,0,0,13,3,3,0
2002-04-13T11:00:00Z,8,0,8,5,5,5,11,3,5,0,20,0,3,1,3,3,3,3,8,13,3,5,13,0,0,0,21,3,3,0
2002-04-13T12:00:00Z,8,0,5,5,5,5,5,3,3,0,4,0,3,2,5,3,5,6,5,13,0,27,21,3,0,0,11,3,3,0
2002-04-13T13:00:00Z,11,0,3,5,5,5,8,3,5,0,4,0,3,1,5,3,11,4,5,19,0,5,16,0,0,0,13,3,3,0
2002-04-13T14:00:00Z,8,0,3,3,5,5,8,3,3,0,5,0,3,2,5,3,11,3,5,19,3,0,16,0,0,0,16,3,3,0
2002-04-13T15:00:00Z,8,0,5,3,13,5,11,3,3,0,8,0,3,1,8,3,19,3,8,27,0,0,21,13,0,0,27,5,3,0
2002-04-13T16:00:00Z,11,0,3,3,5,5,8,3,3,0,5,0,3,1,3,3,11,2,5,40,3,0,16,11,0,0,16,3,3,0
2002-04-13T17:00:00Z,13,0,3,3,5,5,8,3,3,0,5,0,3,1,5,3,11,1,5,40,3,0,19,8,0,0,5,5,3,0
2002-04-13T18:00:00Z,21,0,3,3,3,5,8,5,5,0,5,0,3,2,5,5,11,1,8,43,0,0,16,8,0,0,11,5,3,0
2002-04-13T19:00:00Z,32,0,5,3,3,8,13,5,3,0,4,0,3,1,8,5,11,1,3,29,3,0,11,8,0,0,11,5,3,0
2002-04-13T20:00:00Z,32,0,5,3,3,5,16,5,3,3,4,0,3,2,8,3,11,1,5,19,0,0,13,8,0,0,8,5,3,0
2002-04-13T21:00:00Z,21,0,13,3,5,5,21,3,3,3,3,0,3,1,8,5,11,1,5,5,0,0,11,3,0,0,5,5,3,0
2002-04-13T22:00:00Z,24,0,16,3,5,5,16,3,5,3,2,0,3,2,8,5,5,1,8,5,3,3,11,0,0,0,5,5,3,0
2002-04-13T23:00:00Z,19,0,8,3,3,5,16,5,3,3,2,0,3,1,5,11,5,2,8,5,3,3,8,0,0,0,5,5,3,1
2002-04-14T00:00:00Z,16,0,5,0,3,5,16,0,5,3,2,0,0,2,5,13,5,1,8,5,3,3,8,0,0,4,5,5,0,0
2002-04-14T01:00:00Z,8,0,11,5,5,5,11,3,5,3,3,0,0,1,5,0,5,1,8,5,3,5,11,0,0,5,5,5,0,0
2002-04-14T02:00:00Z,8,0,8,5,5,5,8,3,3,3,3,0,0,2,5,11,5,1,11,5,0,5,5,0,0,3,5,5,0,0
2002-04-14T03:00:00Z,8,0,5,5,5,8,8,3,5,3,3,3,0,2,5,8,5,1,11,5,3,3,13,0,0,7,5,5,0,0
2002-04-14T04:00:00Z,8,0,5,5,3,11,8,3,5,3,3,5,0,3,5,11,5,1,11,5,11,0,13,0,0,5,5,3,0,0
